,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,solar,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,50.1,0,29.97,0.46,clear-night,292,0,0,,1029.6,,Clear,50.1,2019-01-01 00:00:00,0,10,317,6.03,5.87
1,51.71,0,28.82,0.41,clear-night,286.8,0,0,,1028.6,,Clear,51.71,2019-01-01 01:00:00,0,10,311,5.77,5.42
2,51.13,0,29.27,0.43,clear-night,285.6,0,0,,1028.6,,Clear,51.13,2019-01-01 02:00:00,0,10,341,5.29,4.79
3,50.28,0,30.33,0.46,clear-night,285.1,0,0,,1028.2,,Clear,50.28,2019-01-01 03:00:00,0,10,22,4.76,3.95
4,48.69,0,31.66,0.5,clear-night,284.6,0,0,,1028.4,,Clear,49.45,2019-01-01 04:00:00,0,10,44,4.47,3.42
5,47.67,0,33.21,0.55,clear-night,284,0,0,,1028.6,,Clear,48.5,2019-01-01 05:00:00,0,10,58,4.46,3.34
6,46.55,0,34.67,0.61,clear-night,283.6,0,0,,1029.0,,Clear,47.62,2019-01-01 06:00:00,0,10,70,4.84,3.47
7,45.38,0,35.24,0.62,clear-night,282.6,0,0,,1029.5,,Clear,47.44,2019-01-01 07:00:00,0,10,40,7.17,4.75
8,45.52,0,36.45,0.65,clear-night,281.9,0,0,,1030.1,,Clear,47.7,2019-01-01 08:00:00,0,10,44,7.27,4.99
9,46.8,0,37.52,0.65,clear-day,281.2,0,0,,1030.6,"{'azimuth': 128, 'altitude': 6, 'dni': 269.9, 'ghi': 29.8, 'dhi': 2.7, 'etr': 1407.4}",Clear,48.77,2019-01-01 09:00:00,0,10,42,6.98,4.95
10,50.74,0.01,39.24,0.65,clear-day,280.4,0,0,,1030.8,"{'azimuth': 139, 'altitude': 14, 'dni': 559.4, 'ghi': 148.2, 'dhi': 13.5, 'etr': 1407.4}",Clear,50.74,2019-01-01 10:00:00,0,10,45,6.54,4.77
11,53.58,0.01,41.23,0.63,clear-day,279.3,0,0,,1030.9,"{'azimuth': 152, 'altitude': 20, 'dni': 684, 'ghi': 261.2, 'dhi': 23.7, 'etr': 1407.4}",Clear,53.58,2019-01-01 11:00:00,1,10,55,5.94,4.69
12,57.15,0.01,43.5,0.6,clear-day,278.2,0,0,,1030.9,"{'azimuth': 166, 'altitude': 24, 'dni': 740.1, 'ghi': 335.7, 'dhi': 30.5, 'etr': 1407.4}",Clear,57.15,2019-01-01 12:00:00,2,10,71,5.67,4.45
13,59.49,0.01,44.73,0.58,clear-day,277,0,0,,1030.6,"{'azimuth': 181, 'altitude': 26, 'dni': 754.8, 'ghi': 358.6, 'dhi': 32.6, 'etr': 1407.4}",Clear,59.49,2019-01-01 13:00:00,2,10,86,4.76,3.83
14,60.74,0.01,45.62,0.57,clear-day,275.8,0,0,,1030.2,"{'azimuth': 196, 'altitude': 24, 'dni': 733.8, 'ghi': 326.4, 'dhi': 29.7, 'etr': 1407.4}",Clear,60.74,2019-01-01 14:00:00,2,10,99,4.56,4.14
15,60.68,0.01,45.79,0.58,clear-day,274.8,0,0,,1029.7,"{'azimuth': 210, 'altitude': 19, 'dni': 668.8, 'ghi': 244.1, 'dhi': 22.2, 'etr': 1407.4}",Clear,60.68,2019-01-01 15:00:00,1,10,108,5.01,4.82
16,58.94,0.01,45.42,0.61,clear-day,273.8,0,0,,1029.4,"{'azimuth': 223, 'altitude': 13, 'dni': 525.7, 'ghi': 126.6, 'dhi': 11.5, 'etr': 1407.4}",Clear,58.94,2019-01-01 16:00:00,0,10,118,5.15,5.05
17,57.36,0.01,44.89,0.63,clear-day,272.9,0,0,,1029.3,"{'azimuth': 234, 'altitude': 4, 'dni': 185.7, 'ghi': 15, 'dhi': 1.4, 'etr': 1407.4}",Clear,57.36,2019-01-01 17:00:00,0,10,128,4.56,4.47
18,55.13,0.02,43.83,0.66,clear-night,272,0,0,,1029.3,,Clear,55.13,2019-01-01 18:00:00,0,10,133,3.71,3.45
19,53.24,0.02,42.49,0.67,clear-night,270.6,0,0,,1029.6,,Clear,53.24,2019-01-01 19:00:00,0,10,145,3.24,3.1
20,51.93,0.03,41.37,0.67,clear-night,270,0,0,,1029.5,,Clear,51.93,2019-01-01 20:00:00,0,10,155,3.07,2.86
21,50.7,0.02,39.98,0.67,clear-night,269.6,0,0,,1029.3,,Clear,50.7,2019-01-01 21:00:00,0,10,326,3.09,2.96
22,48.65,0.01,38.33,0.66,clear-night,269.1,0,0,,1029.1,,Clear,49.29,2019-01-01 22:00:00,0,10,293,3.37,3.25
23,46.77,0.01,37.15,0.66,clear-night,268.6,0,0,,1028.8,,Clear,48.03,2019-01-01 23:00:00,0,10,256,4.07,3.78
24,45.25,0,36.17,0.66,clear-night,268,0,0,,1028.6,,Clear,47.08,2019-01-02 00:00:00,0,10,345,5.04,4.33
25,44.53,0,31.43,0.54,clear-night,265.7,0,0,,1028.2,,Clear,47.2,2019-01-02 01:00:00,0,10,313,8.52,5.66
26,43.29,0,30.31,0.53,clear-night,265.7,0,0,,1027.7,,Clear,46.44,2019-01-02 02:00:00,0,10,305,8.95,6.26
27,42.08,0,30.05,0.54,clear-night,266.3,0,0,,1026.8,,Clear,45.53,2019-01-02 03:00:00,0,10,315,8.77,6.49
28,40.7,0,29.91,0.56,clear-night,267,0,0,,1026.4,,Clear,44.45,2019-01-02 04:00:00,0,10,325,8.51,6.62
29,39.85,0,29.95,0.58,clear-night,267.9,0,0,,1026.2,,Clear,43.73,2019-01-02 05:00:00,0,10,335,8.17,6.61
30,39.27,0,30.19,0.6,clear-night,269,0,0,,1026.2,,Clear,43.2,2019-01-02 06:00:00,0,10,348,7.62,6.51
31,38.81,0,30.33,0.6,clear-night,269.5,0,0,,1026.2,,Clear,43.4,2019-01-02 07:00:00,0,10,350,10.93,7.82
32,39.92,0,30.59,0.59,clear-night,270.4,0,0,,1026.4,,Clear,44.18,2019-01-02 08:00:00,0,10,352,9.98,7.49
33,42.02,0,30.94,0.56,clear-day,271.4,0,0,,1027.2,"{'azimuth': 128, 'altitude': 6, 'dni': 269.6, 'ghi': 29.7, 'dhi': 2.7, 'etr': 1407.4}",Clear,45.65,2019-01-02 09:00:00,0,10,353,8.66,6.87
34,44.66,0,31.55,0.54,clear-day,272.5,0,0,,1027.5,"{'azimuth': 139, 'altitude': 14, 'dni': 560.8, 'ghi': 148.7, 'dhi': 13.5, 'etr': 1407.4}",Clear,47.56,2019-01-02 10:00:00,0,10,350,7.3,6.2
35,50.3,0,32.64,0.51,clear-day,274,0,0,,1027.5,"{'azimuth': 152, 'altitude': 20, 'dni': 685.2, 'ghi': 262.2, 'dhi': 23.8, 'etr': 1407.4}",Clear,50.3,2019-01-02 11:00:00,1,10,344,5.68,5.32
36,53.38,0,34.23,0.48,clear-day,275.8,0,0,,1027.1,"{'azimuth': 166, 'altitude': 24, 'dni': 741.5, 'ghi': 337.2, 'dhi': 30.7, 'etr': 1407.4}",Clear,53.38,2019-01-02 12:00:00,2,10,336,5.0,4.21
37,56.96,0,29.7,0.35,clear-day,275.4,0,0,,1026.2,"{'azimuth': 181, 'altitude': 26, 'dni': 756.5, 'ghi': 360.6, 'dhi': 32.8, 'etr': 1407.4}",Clear,56.96,2019-01-02 13:00:00,2,10,322,4.29,3.72
38,58.95,0,31.04,0.35,clear-day,275.7,0,0,,1026.2,"{'azimuth': 196, 'altitude': 24, 'dni': 736.5, 'ghi': 329.1, 'dhi': 29.9, 'etr': 1407.4}",Clear,58.95,2019-01-02 14:00:00,2,10,316,4.57,3.76
39,60.13,0,33.12,0.36,clear-day,275.7,0,0,,1026.3,"{'azimuth': 210, 'altitude': 19, 'dni': 672.1, 'ghi': 246.8, 'dhi': 22.4, 'etr': 1407.4}",Clear,60.13,2019-01-02 15:00:00,1,10,314,4.94,4.23
40,59.92,0,34.56,0.38,clear-day,275.7,0,0,,1026.9,"{'azimuth': 223, 'altitude': 13, 'dni': 531, 'ghi': 129.2, 'dhi': 11.7, 'etr': 1407.4}",Clear,59.92,2019-01-02 16:00:00,0,10,311,5.66,4.49
41,57.73,0,34.62,0.42,clear-day,275.8,0,0,,1027.5,"{'azimuth': 234, 'altitude': 4, 'dni': 194.2, 'ghi': 16.2, 'dhi': 1.5, 'etr': 1407.4}",Clear,57.73,2019-01-02 17:00:00,0,10,309,5.72,4.31
42,54.36,0,34.02,0.46,clear-night,275.8,0,0,,1028.1,,Clear,54.36,2019-01-02 18:00:00,0,10,310,5.52,4.16
43,51.35,0,32.16,0.48,clear-night,275.7,0,0,,1028.3,,Clear,51.35,2019-01-02 19:00:00,0,10,315,10.4,5.81
44,50.06,0,31.03,0.48,clear-night,276.1,0,0,,1028.7,,Clear,50.06,2019-01-02 20:00:00,0,10,315,8.95,5.93
45,46.78,0,30.03,0.47,clear-night,276.7,0,0,,1029.1,,Clear,49.15,2019-01-02 21:00:00,0,10,315,7.25,5.77
46,45.59,0,28.55,0.47,clear-night,277.5,0,0,,1029.4,,Clear,47.98,2019-01-02 22:00:00,0,10,318,6.33,5.43
47,44.75,0,27.13,0.46,clear-night,278.6,0,0,,1029.5,,Clear,47.0,2019-01-02 23:00:00,0,10,328,5.83,4.92
48,44.28,0,25.83,0.44,clear-night,279.9,0,0,,1029.3,,Clear,46.33,2019-01-03 00:00:00,0,10,301,5.51,4.46
49,44.3,0,14.8,0.28,clear-night,282.4,0,0,,1027.9,,Clear,46.52,2019-01-03 01:00:00,0,10,346,5.67,4.74
50,43.83,0,14.45,0.28,clear-night,283.0,0,0,,1028.0,,Clear,45.88,2019-01-03 02:00:00,0,10,357,5.3,4.36
51,43.3,0,16.24,0.31,clear-night,283.1,0,0,,1028.3,,Clear,45.28,2019-01-03 03:00:00,0,10,4,4.92,4.14
52,42.61,0,17.68,0.34,clear-night,283.0,0,0,,1029.1,,Clear,44.65,2019-01-03 04:00:00,0,10,7,4.81,4.1
53,41.67,0,17.67,0.34,clear-night,282.5,0,0,,1029.4,,Clear,44.02,2019-01-03 05:00:00,0,10,1,5.07,4.37
54,41.01,0,17.31,0.34,clear-night,281.9,0,0,,1029.4,,Clear,43.68,2019-01-03 06:00:00,0,10,350,5.53,4.7
55,40.46,0,18.86,0.36,clear-night,280.5,0,0,,1029.5,,Clear,43.79,2019-01-03 07:00:00,0,10,323,6.91,5.69
56,41.29,0,19.95,0.37,clear-night,280.1,0,0,,1030.1,,Clear,44.39,2019-01-03 08:00:00,0,10,320,6.29,5.5
57,43.03,0,21.27,0.38,clear-day,280.1,0,0,,1030.3,"{'azimuth': 128, 'altitude': 6, 'dni': 270, 'ghi': 29.8, 'dhi': 2.7, 'etr': 1407.4}",Clear,45.52,2019-01-03 09:00:00,0,10,325,5.2,4.89
58,45.66,0,23.55,0.39,clear-day,280.3,0,0,,1030.6,"{'azimuth': 139, 'altitude': 14, 'dni': 561.3, 'ghi': 149, 'dhi': 13.5, 'etr': 1407.4}",Clear,47.43,2019-01-03 10:00:00,0,10,339,4.89,4.31
59,50.25,0,26.76,0.4,clear-day,280.9,0,0,,1030.5,"{'azimuth': 152, 'altitude': 20, 'dni': 686.5, 'ghi': 263.2, 'dhi': 23.9, 'etr': 1407.4}",Clear,50.25,2019-01-03 11:00:00,1,10,13,4.98,3.85
60,53.49,0,30.29,0.41,clear-day,281.7,0,0,,1030.2,"{'azimuth': 166, 'altitude': 24, 'dni': 743.1, 'ghi': 338.8, 'dhi': 30.8, 'etr': 1407.4}",Clear,53.49,2019-01-03 12:00:00,2,10,112,5.25,3.26
61,56.21,0,35.17,0.45,clear-day,278.1,0,0,,1029.3,"{'azimuth': 181, 'altitude': 26, 'dni': 758.3, 'ghi': 362.7, 'dhi': 33, 'etr': 1407.4}",Clear,56.21,2019-01-03 13:00:00,2,10,226,5.49,4.0
62,57.24,0,36.38,0.46,clear-day,277.5,0,0,,1029.1,"{'azimuth': 196, 'altitude': 24, 'dni': 738, 'ghi': 331.2, 'dhi': 30.1, 'etr': 1407.4}",Clear,57.24,2019-01-03 14:00:00,2,10,229,5.54,4.38
63,57.01,0,36.21,0.46,clear-day,276.9,0,0,,1029.0,"{'azimuth': 210, 'altitude': 20, 'dni': 673.6, 'ghi': 248.9, 'dhi': 22.6, 'etr': 1407.4}",Clear,57.01,2019-01-03 15:00:00,1,10,205,5.38,4.89
64,55.01,0,35.81,0.48,clear-day,277.0,0,0,,1029.1,"{'azimuth': 223, 'altitude': 13, 'dni': 534.1, 'ghi': 131.3, 'dhi': 11.9, 'etr': 1407.4}",Clear,55.01,2019-01-03 16:00:00,0,10,194,5.15,5.11
65,53.39,0,35.24,0.5,clear-day,278.1,0,0,,1029.3,"{'azimuth': 234, 'altitude': 4, 'dni': 202.1, 'ghi': 17.4, 'dhi': 1.6, 'etr': 1407.4}",Clear,53.39,2019-01-03 17:00:00,0,10,195,4.4,4.4
66,51.01,0,34.42,0.53,clear-night,279.9,0,0,,1029.5,,Clear,51.01,2019-01-03 18:00:00,0,10,222,3.44,3.33
67,48.07,0,34.38,0.57,clear-night,286.6,0,0,,1029.6,,Clear,49.07,2019-01-03 19:00:00,0,10,269,5.22,3.65
68,46.77,0,33.24,0.57,clear-night,288.1,0,0,,1029.7,,Clear,47.78,2019-01-03 20:00:00,0,10,224,4.86,3.44
69,45.57,0,31.9,0.56,clear-night,288.8,0,0,,1029.8,,Clear,46.62,2019-01-03 21:00:00,0,10,57,4.35,3.3
70,44.02,0,30.98,0.57,clear-night,289.1,0,0,,1029.9,,Clear,45.34,2019-01-03 22:00:00,0,10,3,4.23,3.39
71,42.63,0,30.79,0.59,clear-night,288.8,0,0,,1029.9,,Clear,44.31,2019-01-03 23:00:00,0,10,353,4.41,3.62
72,41.77,0,30.69,0.6,clear-night,288,0,0,,1029.9,,Clear,43.8,2019-01-04 00:00:00,0,10,358,4.91,3.94
73,42.87,0,27.35,0.51,clear-night,288.1,0,0,,1029.4,,Clear,44.14,2019-01-04 01:00:00,0,10,345,3.9,3.17
74,41.96,0,27.12,0.52,clear-night,287.8,0,0,,1029.3,,Clear,43.55,2019-01-04 02:00:00,0,10,8,4.23,3.4
75,40.94,0.01,27.37,0.54,clear-night,287.4,0,0,,1029.1,,Clear,42.88,2019-01-04 03:00:00,0,10,4,4.72,3.67
76,40.08,0.04,27.52,0.56,clear-night,287.1,0,0,,1029.0,,Clear,42.32,2019-01-04 04:00:00,0,10,347,5.13,3.91
77,39.45,0.09,27.24,0.56,clear-night,286.6,0,0,,1029.0,,Clear,41.84,2019-01-04 05:00:00,0,10,348,5.33,3.98
78,39.16,0.17,26.83,0.55,clear-night,286.3,0,0,,1029.4,,Clear,41.62,2019-01-04 06:00:00,0,10,356,5.45,4.03
79,39.12,0.24,26.34,0.54,clear-night,285.6,0,0,,1029.6,,Clear,41.69,2019-01-04 07:00:00,0,10,17,5.91,4.17
80,40.19,0.33,27.26,0.54,partly-cloudy-night,287.5,0,0,,1029.8,,Partly Cloudy,42.57,2019-01-04 08:00:00,0,10,24,6.19,4.1
81,41.92,0.42,28.51,0.54,partly-cloudy-day,290.4,0,0,,1030.1,"{'azimuth': 127, 'altitude': 6, 'dni': 218.4, 'ghi': 24.1, 'dhi': 2.2, 'etr': 1407.4}",Partly Cloudy,44.09,2019-01-04 09:00:00,0,10,29,6.46,4.15
82,44.25,0.46,29.66,0.52,partly-cloudy-day,292.6,0,0,,1030.5,"{'azimuth': 139, 'altitude': 14, 'dni': 438.5, 'ghi': 116.7, 'dhi': 10.6, 'etr': 1407.4}",Partly Cloudy,46.14,2019-01-04 10:00:00,0,10,44,6.63,4.2
83,47.46,0.41,31.68,0.51,partly-cloudy-day,293.8,0,0,,1030.7,"{'azimuth': 151, 'altitude': 20, 'dni': 559.5, 'ghi': 215.1, 'dhi': 19.6, 'etr': 1407.4}",Partly Cloudy,49.09,2019-01-04 11:00:00,1,10,65,6.65,4.52
84,52.43,0.31,34.16,0.5,clear-day,294.4,0,0,,1030.7,"{'azimuth': 166, 'altitude': 25, 'dni': 651.3, 'ghi': 297.9, 'dhi': 27.1, 'etr': 1407.4}",Clear,52.43,2019-01-04 12:00:00,1,10,88,6.57,4.94
85,53.91,0.25,35.81,0.5,clear-day,295.4,0,0,,1030.8,"{'azimuth': 181, 'altitude': 26, 'dni': 689.1, 'ghi': 330.8, 'dhi': 30.1, 'etr': 1407.4}",Clear,53.91,2019-01-04 13:00:00,2,10,98,5.91,4.86
86,55.15,0.32,36.18,0.49,partly-cloudy-day,294.6,0,0,,1030.7,"{'azimuth': 196, 'altitude': 24, 'dni': 641.9, 'ghi': 289.4, 'dhi': 26.3, 'etr': 1407.4}",Partly Cloudy,55.15,2019-01-04 14:00:00,1,10,106,5.52,5.22
87,55.49,0.45,35.68,0.47,partly-cloudy-day,293.1,0,0,,1030.9,"{'azimuth': 210, 'altitude': 20, 'dni': 530.4, 'ghi': 197.3, 'dhi': 17.9, 'etr': 1407.4}",Partly Cloudy,55.49,2019-01-04 15:00:00,1,10,111,5.65,5.59
88,54.81,0.58,34.95,0.47,partly-cloudy-day,292.1,0,0,,1031.1,"{'azimuth': 223, 'altitude': 13, 'dni': 371, 'ghi': 92.2, 'dhi': 8.4, 'etr': 1407.4}",Partly Cloudy,54.81,2019-01-04 16:00:00,0,10,112,5.68,5.68
89,53.05,0.64,33.86,0.48,partly-cloudy-day,292.2,0,0,,1031.8,"{'azimuth': 234, 'altitude': 5, 'dni': 133.3, 'ghi': 11.9, 'dhi': 1.1, 'etr': 1407.4}",Mostly Cloudy,53.05,2019-01-04 17:00:00,0,10,111,5.05,5.05
90,50.63,0.68,32.65,0.5,partly-cloudy-night,292.9,0,0,,1032.4,,Mostly Cloudy,50.63,2019-01-04 18:00:00,0,10,105,4.28,3.97
91,47.4,0.7,31.23,0.51,partly-cloudy-night,300.8,0,0,,1032.9,,Mostly Cloudy,48.68,2019-01-04 19:00:00,0,10,91,5.27,3.92
92,46.44,0.66,30.36,0.51,partly-cloudy-night,302.4,0,0,,1033.4,,Mostly Cloudy,47.36,2019-01-04 20:00:00,0,10,62,4.28,3.26
93,46.21,0.59,29.81,0.53,partly-cloudy-night,303.5,0,0,,1033.7,,Mostly Cloudy,46.21,2019-01-04 21:00:00,0,10,3,2.93,2.52
94,44.99,0.54,29.7,0.55,partly-cloudy-night,304.3,0,0,,1033.8,,Partly Cloudy,44.99,2019-01-04 22:00:00,0,10,325,2.51,2.34
95,43.02,0.5,30.51,0.58,partly-cloudy-night,305.2,0,0,,1033.7,,Partly Cloudy,44.22,2019-01-04 23:00:00,0,10,320,3.95,3.12
96,41.41,0.48,31.69,0.62,partly-cloudy-night,305.9,0,0,,1033.3,,Partly Cloudy,43.83,2019-01-05 00:00:00,0,10,286,5.58,4.41
97,40.47,0.45,32.87,0.64,partly-cloudy-night,306.9,0,0,,1032.5,,Partly Cloudy,44.1,2019-01-05 01:00:00,0,10,283,8.35,6.3
98,39.54,0.54,33.5,0.67,partly-cloudy-night,307.6,0,0,,1032.2,,Partly Cloudy,43.63,2019-01-05 02:00:00,0,10,285,9.2,6.95
99,38.6,0.65,33.97,0.7,partly-cloudy-night,308.2,0,0,,1031.9,,Mostly Cloudy,42.99,2019-01-05 03:00:00,0,10,292,9.57,7.26
100,37.72,0.73,33.9,0.72,partly-cloudy-night,308.5,0,0,,1031.6,,Mostly Cloudy,42.33,2019-01-05 04:00:00,0,10,284,9.79,7.41
101,36.98,0.74,32.99,0.71,partly-cloudy-night,308.2,0,0,,1031.3,,Mostly Cloudy,41.69,2019-01-05 05:00:00,0,10,260,9.92,7.36
102,36.43,0.71,31.65,0.69,partly-cloudy-night,307.6,0,0,,1031.4,,Mostly Cloudy,41.19,2019-01-05 06:00:00,0,10,323,9.92,7.25
103,36.96,0.64,29.82,0.63,partly-cloudy-night,306.1,0,0,,1031.0,,Mostly Cloudy,41.51,2019-01-05 07:00:00,0,10,299,9.32,7.0
104,37.04,0.53,28.54,0.59,partly-cloudy-night,305.6,0,0,,1030.9,,Partly Cloudy,41.65,2019-01-05 08:00:00,0,10,294,9.59,7.15
105,37.83,0.4,27.51,0.55,partly-cloudy-day,305.3,0,0,,1030.9,"{'azimuth': 127, 'altitude': 6, 'dni': 222, 'ghi': 24.6, 'dhi': 2.2, 'etr': 1407.4}",Partly Cloudy,42.45,2019-01-05 09:00:00,0,10,295,10.02,7.48
106,39.75,0.3,26.74,0.5,clear-day,305.2,0,0,,1030.5,"{'azimuth': 138, 'altitude': 14, 'dni': 495.8, 'ghi': 132.2, 'dhi': 12, 'etr': 1407.4}",Clear,44.03,2019-01-05 10:00:00,0,10,297,10.07,7.47
107,43.7,0.26,26.41,0.44,clear-day,305.4,0,0,,1030.0,"{'azimuth': 151, 'altitude': 21, 'dni': 620.9, 'ghi': 239.3, 'dhi': 21.8, 'etr': 1407.4}",Clear,47.03,2019-01-05 11:00:00,1,10,291,9.55,6.83
108,50.95,0.25,26.57,0.39,clear-day,305.8,0,0,,1029.4,"{'azimuth': 166, 'altitude': 25, 'dni': 676.9, 'ghi': 310.6, 'dhi': 28.2, 'etr': 1407.4}",Clear,50.95,2019-01-05 12:00:00,1,10,288,8.97,5.97
109,56.4,0.23,19.59,0.24,clear-day,298.1,0,0,,1028.4,"{'azimuth': 181, 'altitude': 26, 'dni': 697, 'ghi': 335.9, 'dhi': 30.5, 'etr': 1407.4}",Clear,56.4,2019-01-05 13:00:00,2,10,316,7.3,4.51
110,58.27,0.2,21.87,0.24,clear-day,296.5,0,0,,1028.0,"{'azimuth': 196, 'altitude': 24, 'dni': 688.5, 'ghi': 312, 'dhi': 28.4, 'etr': 1407.4}",Clear,58.27,2019-01-05 14:00:00,1,10,356,6.46,4.2
111,59.06,0.18,26.05,0.28,clear-day,295.2,0,0,,1027.7,"{'azimuth': 210, 'altitude': 20, 'dni': 638.3, 'ghi': 239.1, 'dhi': 21.7, 'etr': 1407.4}",Clear,59.06,2019-01-05 15:00:00,1,10,249,5.52,4.11
112,57.23,0.16,28.86,0.34,clear-day,294.2,0,0,,1027.6,"{'azimuth': 223, 'altitude': 13, 'dni': 514.6, 'ghi': 129.3, 'dhi': 11.8, 'etr': 1407.4}",Clear,57.23,2019-01-05 16:00:00,0,10,266,5.23,3.96
113,55.52,0.15,29.59,0.37,clear-day,293.3,0,0,,1027.6,"{'azimuth': 234, 'altitude': 5, 'dni': 207.9, 'ghi': 19.1, 'dhi': 1.7, 'etr': 1407.4}",Clear,55.52,2019-01-05 17:00:00,0,10,246,5.15,3.98
114,52.81,0.16,29.33,0.4,clear-night,292.5,0,0,,1027.8,,Clear,52.81,2019-01-05 18:00:00,0,10,329,5.68,4.6
115,50.77,0.15,29.3,0.43,clear-night,292.3,0,0,,1027.7,,Clear,50.77,2019-01-05 19:00:00,0,10,297,8.41,5.76
116,47.16,0.11,28.3,0.44,clear-night,292.3,0,0,,1027.7,,Clear,49.47,2019-01-05 20:00:00,0,10,285,8.19,5.77
117,46.02,0.05,26.77,0.43,clear-night,292.5,0,0,,1027.8,,Clear,48.43,2019-01-05 21:00:00,0,10,316,7.94,5.58
118,44.98,0.01,24.59,0.4,clear-night,293.0,0,0,,1028.3,,Clear,47.45,2019-01-05 22:00:00,0,10,315,7.71,5.39
119,44.13,0.01,22.87,0.39,clear-night,293.8,0,0,,1028.2,,Clear,46.79,2019-01-05 23:00:00,0,10,318,7.54,5.51
120,43.71,0.03,21.17,0.36,clear-night,294.7,0,0,,1028.1,,Clear,46.52,2019-01-06 00:00:00,0,10,323,7.36,5.67
121,46.6,0.05,13.75,0.23,clear-night,294.3,0,0,,1027.0,,Clear,49.72,2019-01-06 01:00:00,0,10,314,7.59,7.59
122,46.34,0.05,14.83,0.25,clear-night,294.9,0,0,,1026.9,,Clear,49.45,2019-01-06 02:00:00,0,10,310,7.41,7.41
123,45.62,0.04,17.83,0.29,clear-night,295.7,0,0,,1026.3,,Clear,48.67,2019-01-06 03:00:00,0,10,338,7.0,6.93
124,44.8,0.04,20.56,0.34,clear-night,296.5,0,0,,1026.4,,Clear,47.86,2019-01-06 04:00:00,0,10,326,7.76,6.6
125,44.05,0.04,22.24,0.37,clear-night,297.4,0,0,,1026.4,,Clear,47.22,2019-01-06 05:00:00,0,10,322,9.0,6.57
126,43.25,0.04,23.6,0.4,clear-night,298.4,0,0,,1026.9,,Clear,46.64,2019-01-06 06:00:00,0,10,320,9.73,6.78
127,43.48,0.03,23.42,0.39,clear-night,297.9,0,0,,1027.0,,Clear,47.05,2019-01-06 07:00:00,0,10,323,11.44,7.34
128,44.23,0.02,23.96,0.39,clear-night,298.8,0,0,,1027.3,,Clear,47.49,2019-01-06 08:00:00,0,10,325,11.83,6.87
129,45.85,0.01,24.25,0.38,clear-day,299.7,0,0,,1027.7,"{'azimuth': 127, 'altitude': 6, 'dni': 271.5, 'ghi': 30.2, 'dhi': 2.7, 'etr': 1407.4}",Clear,48.51,2019-01-06 09:00:00,0,10,328,11.08,6.09
130,50.38,0.0,25.06,0.37,clear-day,300.4,0,0,,1027.9,"{'azimuth': 138, 'altitude': 14, 'dni': 563.8, 'ghi': 150.8, 'dhi': 13.7, 'etr': 1407.4}",Clear,50.38,2019-01-06 10:00:00,0,10,329,10.48,5.45
131,53.82,0.0,26.75,0.35,clear-day,300.1,0,0,,1027.8,"{'azimuth': 151, 'altitude': 21, 'dni': 689.3, 'ghi': 266.5, 'dhi': 24.2, 'etr': 1407.4}",Clear,53.82,2019-01-06 11:00:00,1,10,322,10.17,5.19
132,57.65,0.0,28.83,0.33,clear-day,299.6,0,0,,1027.6,"{'azimuth': 165, 'altitude': 25, 'dni': 746.2, 'ghi': 343.6, 'dhi': 31.2, 'etr': 1407.4}",Clear,57.65,2019-01-06 12:00:00,2,10,314,9.83,5.04
133,62.31,0.0,24.67,0.24,clear-day,294.5,0,0,,1026.7,"{'azimuth': 181, 'altitude': 26, 'dni': 762, 'ghi': 368.8, 'dhi': 33.5, 'etr': 1407.4}",Clear,62.31,2019-01-06 13:00:00,2,10,342,9.08,5.9
134,63.68,0.0,28.69,0.27,clear-day,292.9,0,0,,1026.6,"{'azimuth': 196, 'altitude': 24, 'dni': 742, 'ghi': 338.1, 'dhi': 30.7, 'etr': 1407.4}",Clear,63.68,2019-01-06 14:00:00,2,10,8,8.24,5.32
135,63.65,0.01,33.44,0.32,clear-day,291.6,0,0,,1026.5,"{'azimuth': 210, 'altitude': 20, 'dni': 679.1, 'ghi': 256.2, 'dhi': 23.3, 'etr': 1407.4}",Clear,63.65,2019-01-06 15:00:00,1,10,35,6.52,4.48
136,61.28,0.01,36.15,0.39,clear-day,290.9,0,0,,1026.5,"{'azimuth': 223, 'altitude': 13, 'dni': 544.2, 'ghi': 138.3, 'dhi': 12.6, 'etr': 1407.4}",Clear,61.28,2019-01-06 16:00:00,0,10,348,5.48,3.74
137,58.92,0.01,36.08,0.42,clear-day,291.0,0,0,,1026.7,"{'azimuth': 234, 'altitude': 5, 'dni': 226.6, 'ghi': 21.5, 'dhi': 2, 'etr': 1407.4}",Clear,58.92,2019-01-06 17:00:00,0,10,318,5.02,3.36
138,55.69,0.01,34.72,0.45,clear-night,291.8,0,0,,1027.0,,Clear,55.69,2019-01-06 18:00:00,0,10,340,4.57,3.18
139,53.42,0.01,32.53,0.45,clear-night,291.9,0,0,,1027.0,,Clear,53.42,2019-01-06 19:00:00,0,10,315,5.45,3.73
140,51.71,0.0,31.5,0.46,clear-night,291.9,0,0,,1027.2,,Clear,51.71,2019-01-06 20:00:00,0,10,315,4.8,3.94
141,50.21,0.0,30.64,0.47,clear-night,291.8,0,0,,1027.5,,Clear,50.21,2019-01-06 21:00:00,0,10,316,5.27,4.3
