,num_incident,accident_type
19377,2012S001496,run_over
19378,2012S001497,rear-end_collision
19379,2012S001498,fall--motorcycle
19380,2012S001499,frontal-lateral_collision
19381,2012S001500,lateral_collision
19382,2012S001501,rear-end_collision
19383,2012S001502,lateral_collision
19384,2012S001503,frontal-lateral_collision
19385,2012S001504,lateral_collision
19386,2012S001505,rear-end_collision
19387,2012S001506,"rear-end_collision,lateral_collision"
19388,2012S001507,frontal-lateral_collision
19389,2012S001508,fall--motorcycle
19390,2012S001509,lateral_collision
19391,2012S001510,rear-end_collision
19392,2012S001511,frontal-lateral_collision
19393,2012S001512,rear-end_collision
19394,2012S001513,rear-end_collision
19395,2012S001514,lateral_collision
19396,2012S001515,frontal_collision
19397,2012S001516,lateral_collision
19398,2012S001517,multiple_rear-end_collision
19399,2012S001518,frontal-lateral_collision
19400,2012S001519,rear-end_collision
19401,2012S001520,multiple_rear-end_collision
19402,2012S001521,fall_inside_vehicle
19403,2012S001522,crash_into_stationary
19404,2012S001523,frontal-lateral_collision
19405,2012S001524,"fall--motorcycle,frontal-lateral_collision"
19406,2012S001525,rear-end_collision
19407,2012S001526,fall--motorcycle
19408,2012S001527,crash_into_stationary
19409,2012S001528,frontal-lateral_collision
19410,2012S001529,fall--motorcycle
19411,2012S001530,frontal-lateral_collision
19412,2012S001531,rear-end_collision
19413,2012S001532,crash_into_stationary
19414,2012S001533,frontal-lateral_collision
19415,2012S001534,lateral_collision
19416,2012S001535,crash_into_stationary
19417,2012S001536,lateral_collision
19418,2012S001537,fall_inside_vehicle
19419,2012S001538,run_over
19420,2012S001539,crash_into_stationary
19421,2012S001540,frontal-lateral_collision
19422,2012S001541,rear-end_collision
19423,2012S001542,multiple_rear-end_collision
19424,2012S001543,rear-end_collision
19425,2012S001544,multiple_rear-end_collision
19426,2012S001545,run_over
19427,2012S001546,rear-end_collision
19428,2012S001547,run_over
19429,2012S001548,lateral_collision
19430,2012S001549,run_over
19431,2012S001550,fall--motorcycle
19432,2012S001551,multiple_rear-end_collision
19433,2012S001552,frontal-lateral_collision
19434,2012S001553,fall_inside_vehicle
19435,2012S001554,rear-end_collision
19436,2012S001555,run_over
19437,2012S001556,Other_types
19438,2012S001557,lateral_collision
19439,2012S001558,multiple_rear-end_collision
19440,2012S001559,rear-end_collision
19441,2012S001560,frontal-lateral_collision
19442,2012S001561,frontal-lateral_collision
19443,2012S001562,"fall_inside_vehicle,lateral_collision"
19444,2012S001563,frontal-lateral_collision
19445,2012S001564,lateral_collision
19446,2012S001565,run_over
19447,2012S001566,frontal-lateral_collision
19448,2012S001567,multiple_rear-end_collision
19449,2012S001568,frontal-lateral_collision
19450,2012S001569,frontal-lateral_collision
19451,2012S001570,run_over
19452,2012S001571,"Other_types,frontal_collision"
19453,2012S001572,frontal-lateral_collision
19454,2012S001573,"overturning,crash_into_stationary"
19455,2012S001574,crash_into_stationary
19456,2012S001575,crash_into_stationary
19457,2012S001576,run_over
19458,2012S001577,lateral_collision
19459,2012S001578,crash_into_stationary
19460,2012S001579,rear-end_collision
19461,2012S001580,crash_into_stationary
19462,2012S001581,run_over
19463,2012S001582,lateral_collision
19464,2012S001583,lateral_collision
19465,2012S001584,multiple_rear-end_collision
19466,2012S001585,run_over
19467,2012S001586,crash_into_stationary
19468,2012S001587,lateral_collision
19469,2012S001588,crash_into_stationary
19470,2012S001589,crash_into_stationary
19471,2012S001590,frontal_collision
19472,2012S001591,crash_into_stationary
19473,2012S001592,frontal-lateral_collision
19474,2012S001593,frontal-lateral_collision
19475,2012S001594,multiple_rear-end_collision
19476,2012S001595,run_over
19477,2012S001596,rear-end_collision
19478,2012S001597,lateral_collision
19479,2012S001598,run_over
19480,2012S001599,fall--motorcycle
19481,2012S001600,lateral_collision
19482,2012S001601,"frontal-lateral_collision,rear-end_collision,run_over"
19483,2012S001602,frontal-lateral_collision
19484,2012S001603,lateral_collision
19485,2012S001604,frontal-lateral_collision
19486,2012S001605,fall--motorcycle
19487,2012S001606,frontal-lateral_collision
19488,2012S001607,rear-end_collision
19489,2012S001608,lateral_collision
19490,2012S001609,fall_inside_vehicle
19491,2012S001610,lateral_collision
19492,2012S001611,rear-end_collision
19493,2012S001612,fall--motorcycle
19494,2012S001613,fall_inside_vehicle
19495,2012S001614,fall_inside_vehicle
19496,2012S001615,frontal-lateral_collision
19497,2012S001616,lateral_collision
19498,2012S001617,frontal-lateral_collision
19499,2012S001618,rear-end_collision
19500,2012S001619,frontal-lateral_collision
19501,2012S001620,frontal-lateral_collision
19502,2012S001621,frontal-lateral_collision
19503,2012S001622,frontal-lateral_collision
19504,2012S001623,run_over
19505,2012S001624,rear-end_collision
19506,2012S001625,rear-end_collision
19507,2012S001626,lateral_collision
19508,2012S001627,frontal-lateral_collision
19509,2012S001628,Other_types
19510,2012S001629,lateral_collision
19511,2012S001630,rear-end_collision
19512,2012S001631,frontal-lateral_collision
19513,2012S001632,multiple_rear-end_collision
19514,2012S001633,run_over
19515,2012S001634,lateral_collision
19516,2012S001635,lateral_collision
19517,2012S001636,fall--motorcycle
19518,2012S001637,rear-end_collision
19519,2012S001638,multiple_rear-end_collision
19520,2012S001639,lateral_collision
19521,2012S001640,rear-end_collision
19522,2012S001641,lateral_collision
19523,2012S001642,multiple_rear-end_collision
19524,2012S001643,run_over
19525,2012S001644,run_over
19526,2012S001645,fall--motorcycle
19527,2012S001646,"crash_into_stationary,fall--motorcycle"
19528,2012S001647,frontal-lateral_collision
19529,2012S001648,rear-end_collision
19530,2012S001649,lateral_collision
19531,2012S001650,rear-end_collision
19532,2012S001651,"fall--motorcycle,lateral_collision"
19533,2012S001652,crash_into_stationary
19534,2012S001653,"Other_types,multiple_rear-end_collision"
19535,2012S001654,rear-end_collision
19536,2012S001655,rear-end_collision
19537,2012S001656,lateral_collision
19538,2012S001657,frontal-lateral_collision
19539,2012S001658,frontal-lateral_collision
19540,2012S001659,run_over
19541,2012S001660,frontal-lateral_collision
19542,2012S001661,rear-end_collision
19543,2012S001662,run_over
19544,2012S001663,fall--motorcycle
19545,2012S001664,frontal-lateral_collision
19546,2012S001665,rear-end_collision
19547,2012S001666,lateral_collision
19548,2012S001667,run_over
19549,2012S001668,"Other_types,frontal-lateral_collision"
19550,2012S001669,multiple_rear-end_collision
19551,2012S001670,lateral_collision
19552,2012S001671,run_over
19553,2012S001672,frontal-lateral_collision
19554,2012S001673,lateral_collision
19555,2012S001674,run_over
19556,2012S001675,run_over
19557,2012S001676,frontal-lateral_collision
19558,2012S001677,frontal-lateral_collision
19559,2012S001678,run_over
19560,2012S001679,fall--motorcycle
19561,2012S001680,lateral_collision
19562,2012S001681,lateral_collision
19563,2012S001682,rear-end_collision
19564,2012S001683,fall--motorcycle
19565,2012S001684,lateral_collision
19566,2012S001685,rear-end_collision
19567,2012S001686,crash_into_stationary
19568,2012S001687,fall--motorcycle
19569,2012S001688,run_over
19570,2012S001689,frontal-lateral_collision
19571,2012S001690,run_over
19572,2012S001691,lateral_collision
19573,2012S001692,crash_into_stationary
19574,2012S001693,run_over
19575,2012S001694,fall--motorcycle
19576,2012S001695,frontal-lateral_collision
19577,2012S001696,lateral_collision
19578,2012S001697,"lateral_collision,crash_into_stationary"
19579,2012S001698,lateral_collision
19580,2012S001699,frontal-lateral_collision
19581,2012S001700,rear-end_collision
19582,2012S001701,rear-end_collision
19583,2012S001702,frontal-lateral_collision
19584,2012S001703,rear-end_collision
19585,2012S001704,lateral_collision
19586,2012S001705,frontal-lateral_collision
19587,2012S001706,frontal-lateral_collision
19588,2012S001707,lateral_collision
19589,2012S001708,lateral_collision
19590,2012S001709,fall_inside_vehicle
19591,2012S001710,lateral_collision
19592,2012S001711,fall--motorcycle
19593,2012S001712,frontal-lateral_collision
19594,2012S001713,fall--motorcycle
19595,2012S001714,rear-end_collision
19596,2012S001715,fall--motorcycle
19597,2012S001716,crash_into_stationary
19598,2012S001717,rear-end_collision
19599,2012S001718,frontal-lateral_collision
19600,2012S001719,lateral_collision
19601,2012S001720,crash_into_stationary
19602,2012S001721,rear-end_collision
19603,2012S001722,rear-end_collision
19604,2012S001723,lateral_collision
19605,2012S001724,lateral_collision
19606,2012S001725,multiple_rear-end_collision
19607,2012S001726,lateral_collision
19608,2012S001727,frontal-lateral_collision
19609,2012S001728,fall--motorcycle
19610,2012S001729,fall--motorcycle
19611,2012S001730,run_over
19612,2012S001731,lateral_collision
19613,2012S001732,crash_into_stationary
19614,2012S001733,rear-end_collision
19615,2012S001734,run_over
19616,2012S001735,run_over
19617,2012S001736,run_over
19618,2012S001737,lateral_collision
19619,2012S001738,rear-end_collision
19620,2012S001739,lateral_collision
19621,2012S001740,rear-end_collision
19622,2012S001741,lateral_collision
19623,2012S001742,run_over
19624,2012S001743,frontal-lateral_collision
19625,2012S001744,rear-end_collision
19626,2012S001745,frontal-lateral_collision
19627,2012S001746,multiple_rear-end_collision
19628,2012S001747,frontal-lateral_collision
19629,2012S001748,lateral_collision
19630,2012S001749,rear-end_collision
19631,2012S001750,rear-end_collision
19632,2012S001751,fall--motorcycle
19633,2012S001752,multiple_rear-end_collision
19634,2012S001753,lateral_collision
19635,2012S001754,frontal-lateral_collision
19636,2012S001755,fall--motorcycle
19637,2012S001756,frontal-lateral_collision
19638,2012S001757,lateral_collision
19639,2012S001758,crash_into_stationary
19640,2012S001759,frontal-lateral_collision
19641,2012S001760,rear-end_collision
19642,2012S001761,rear-end_collision
19643,2012S001762,frontal-lateral_collision
19644,2012S001763,fall--motorcycle
19645,2012S001764,rear-end_collision
19646,2012S001765,run_over
19647,2012S001766,rear-end_collision
19648,2012S001767,"crash_into_stationary,lateral_collision"
19649,2012S001768,crash_into_stationary
19650,2012S001769,lateral_collision
19651,2012S001770,fall--motorcycle
19652,2012S001771,frontal-lateral_collision
19653,2012S001772,lateral_collision
19654,2012S001773,fall--motorcycle
19655,2012S001774,frontal-lateral_collision
19656,2012S001775,crash_into_stationary
19657,2012S001776,run_over
19658,2012S001777,lateral_collision
19659,2012S001778,rear-end_collision
19660,2012S001779,frontal-lateral_collision
19661,2012S001780,fall_inside_vehicle
19662,2012S001781,fall--motorcycle
19663,2012S001782,multiple_rear-end_collision
19664,2012S001783,rear-end_collision
19665,2012S001784,frontal_collision
19666,2012S001785,rear-end_collision
19667,2012S001786,frontal-lateral_collision
19668,2012S001787,frontal-lateral_collision
19669,2012S001788,fall--motorcycle
19670,2012S001789,lateral_collision
19671,2012S001790,multiple_rear-end_collision
19672,2012S001791,rear-end_collision
19673,2012S001792,"frontal-lateral_collision,frontal_collision"
19674,2012S001793,fall--motorcycle
19675,2012S001794,lateral_collision
19676,2012S001795,frontal-lateral_collision
19677,2012S001796,lateral_collision
19678,2012S001797,lateral_collision
19679,2012S001798,multiple_rear-end_collision
19680,2012S001799,lateral_collision
19681,2012S001800,frontal-lateral_collision
19682,2012S001801,rear-end_collision
19683,2012S001802,run_over
19684,2012S001803,"lateral_collision,Other_types"
19685,2012S001804,run_over
19686,2012S001805,lateral_collision
19687,2012S001806,multiple_rear-end_collision
19688,2012S001807,run_over
19689,2012S001808,frontal-lateral_collision
19690,2012S001809,crash_into_stationary
19691,2012S001810,run_over
19692,2012S001811,rear-end_collision
19693,2012S001812,fall_inside_vehicle
19694,2012S001813,frontal-lateral_collision
19695,2012S001814,frontal-lateral_collision
19696,2012S001815,run_over
19697,2012S001816,run_over
19698,2012S001817,rear-end_collision
19699,2012S001818,fall--motorcycle
19700,2012S001819,crash_into_stationary
19701,2012S001820,crash_into_stationary
19702,2012S001821,lateral_collision
19703,2012S001822,fall--motorcycle
19704,2012S001823,lateral_collision
19705,2012S001824,run_over
19706,2012S001825,frontal_collision
19707,2012S001826,lateral_collision
19708,2012S001827,run_over
19709,2012S001828,multiple_rear-end_collision
19710,2012S001829,rear-end_collision
19711,2012S001830,Other_types
19712,2012S001831,run_over
19713,2012S001832,frontal-lateral_collision
19714,2012S001833,run_over
19715,2012S001834,"Other_types,frontal-lateral_collision"
19716,2012S001835,lateral_collision
19717,2012S001836,run_over
19718,2012S001837,lateral_collision
19719,2012S001838,rear-end_collision
19720,2012S001839,rear-end_collision
19721,2012S001840,frontal-lateral_collision
19722,2012S001841,rear-end_collision
19723,2012S001842,frontal-lateral_collision
19724,2012S001843,frontal-lateral_collision
19725,2012S001844,run_over
19726,2012S001845,fall--motorcycle
19727,2012S001846,crash_into_stationary
19728,2012S001847,frontal-lateral_collision
19729,2012S001848,lateral_collision
19730,2012S001849,"fall--motorcycle,lateral_collision"
19731,2012S001850,frontal-lateral_collision
19732,2012S001851,lateral_collision
19733,2012S001852,frontal-lateral_collision
19734,2012S001853,lateral_collision
19735,2012S001854,lateral_collision
19736,2012S001855,crash_into_stationary
19737,2012S001856,rear-end_collision
19738,2012S001857,crash_into_stationary
19739,2012S001858,frontal-lateral_collision
19740,2012S001859,rear-end_collision
19741,2012S001860,rear-end_collision
19742,2012S001861,lateral_collision
19743,2012S001862,lateral_collision
19744,2012S001863,lateral_collision
19745,2012S001864,multiple_rear-end_collision
19746,2012S001865,frontal-lateral_collision
19747,2012S001866,lateral_collision
19748,2012S001867,frontal-lateral_collision
19749,2012S001868,frontal-lateral_collision
19750,2012S001869,lateral_collision
19751,2012S001870,lateral_collision
19752,2012S001871,frontal_collision
19753,2012S001872,rear-end_collision
19754,2012S001873,frontal-lateral_collision
19755,2012S001874,lateral_collision
19756,2012S001875,fall_inside_vehicle
19757,2012S001876,lateral_collision
19758,2012S001877,fall--motorcycle
19759,2012S001878,frontal-lateral_collision
19760,2012S001879,run_over
19761,2012S001880,rear-end_collision
19762,2012S001881,crash_into_stationary
19763,2012S001882,"crash_into_stationary,fall--motorcycle"
19764,2012S001883,frontal-lateral_collision
19765,2012S001884,crash_into_stationary
19766,2012S001885,frontal-lateral_collision
19767,2012S001886,rear-end_collision
19768,2012S001887,lateral_collision
19769,2012S001888,lateral_collision
19770,2012S001889,lateral_collision
19771,2012S001890,fall_inside_vehicle
19772,2012S001891,rear-end_collision
19773,2012S001892,rear-end_collision
19774,2012S001893,frontal-lateral_collision
19775,2012S001894,lateral_collision
19776,2012S001895,rear-end_collision
19777,2012S001896,"crash_into_stationary,lateral_collision"
19778,2012S001897,lateral_collision
19779,2012S001898,rear-end_collision
19780,2012S001899,lateral_collision
19781,2012S001900,frontal-lateral_collision
19782,2012S001901,rear-end_collision
19783,2012S001902,multiple_rear-end_collision
19784,2012S001903,run_over
19785,2012S001904,"crash_into_stationary,run_over"
19786,2012S001905,rear-end_collision
19787,2012S001906,crash_into_stationary
19788,2012S001907,rear-end_collision
19789,2012S001908,run_over
19790,2012S001909,"rear-end_collision,fall--motorcycle"
19791,2012S001910,frontal-lateral_collision
19792,2012S001911,rear-end_collision
19793,2012S001912,frontal-lateral_collision
19794,2012S001913,lateral_collision
19795,2012S001914,lateral_collision
19796,2012S001915,run_over
19797,2012S001916,run_over
19798,2012S001917,fall--motorcycle
19799,2012S001918,multiple_rear-end_collision
19800,2012S001919,frontal-lateral_collision
19801,2012S001920,rear-end_collision
19802,2012S001921,fall--motorcycle
19803,2012S001922,run_over
19804,2012S001923,frontal-lateral_collision
19805,2012S001924,fall--motorcycle
19806,2012S001925,frontal-lateral_collision
19807,2012S001926,rear-end_collision
19808,2012S001927,lateral_collision
19809,2012S001928,run_over
19810,2012S001929,crash_into_stationary
19811,2012S001930,lateral_collision
19812,2012S001931,frontal-lateral_collision
19813,2012S001932,frontal-lateral_collision
19814,2012S001933,crash_into_stationary
19815,2012S001934,fall--motorcycle
19816,2012S001935,Other_types
19817,2012S001936,run_over
19818,2012S001937,rear-end_collision
19819,2012S001938,run_over
19820,2012S001939,rear-end_collision
19821,2012S001940,rear-end_collision
19822,2012S001941,frontal-lateral_collision
19823,2012S001942,rear-end_collision
19824,2012S001943,lateral_collision
19825,2012S001944,crash_into_stationary
19826,2012S001945,rear-end_collision
19827,2012S001946,frontal-lateral_collision
19828,2012S001947,run_over
19829,2012S001948,run_over
19830,2012S001949,frontal-lateral_collision
19831,2012S001950,multiple_rear-end_collision
19832,2012S001951,frontal-lateral_collision
19833,2012S001952,frontal-lateral_collision
19834,2012S001953,run_over
19835,2012S001954,lateral_collision
19836,2012S001955,crash_into_stationary
19837,2012S001956,rear-end_collision
19838,2012S001957,crash_into_stationary
19839,2012S001958,crash_into_stationary
19840,2012S001959,rear-end_collision
19841,2012S001960,lateral_collision
19842,2012S001961,rear-end_collision
19843,2012S001962,rear-end_collision
19844,2012S001963,frontal_collision
19845,2012S001964,"rear-end_collision,fall--motorcycle"
19846,2012S001965,run_over
19847,2012S001966,lateral_collision
19848,2012S001967,frontal-lateral_collision
19849,2012S001968,frontal-lateral_collision
19850,2012S001969,multiple_rear-end_collision
19851,2012S001970,rear-end_collision
19852,2012S001971,crash_into_stationary
19853,2012S001972,lateral_collision
19854,2012S001973,frontal-lateral_collision
19855,2012S001974,multiple_rear-end_collision
19856,2012S001975,fall--motorcycle
19857,2012S001976,frontal-lateral_collision
19858,2012S001977,run_over
19859,2012S001978,rear-end_collision
19860,2012S001979,fall--motorcycle
19861,2012S001980,fall--motorcycle
19862,2012S001981,rear-end_collision
19863,2012S001982,frontal-lateral_collision
19864,2012S001983,frontal-lateral_collision
19865,2012S001984,run_over
19866,2012S001985,frontal_collision
19867,2012S001986,lateral_collision
19868,2012S001987,frontal-lateral_collision
19869,2012S001988,lateral_collision
19870,2012S001989,multiple_rear-end_collision
19871,2012S001990,frontal-lateral_collision
19872,2012S001991,frontal-lateral_collision
19873,2012S001992,rear-end_collision
19874,2012S001993,frontal-lateral_collision
19875,2012S001994,crash_into_stationary
19876,2012S001995,frontal-lateral_collision
19877,2012S001996,"run_over,rear-end_collision"
19878,2012S001997,frontal-lateral_collision
19879,2012S001998,fall_inside_vehicle
19880,2012S001999,lateral_collision
19881,2012S002000,frontal-lateral_collision
19882,2012S002001,lateral_collision
19883,2012S002002,multiple_rear-end_collision
19884,2012S002003,lateral_collision
19885,2012S002004,lateral_collision
19886,2012S002005,run_over
19887,2012S002006,fall_inside_vehicle
19888,2012S002007,lateral_collision
19889,2012S002008,frontal-lateral_collision
19890,2012S002009,lateral_collision
19891,2012S002010,"crash_into_stationary,lateral_collision"
19892,2012S002011,fall--motorcycle
19893,2012S002012,Other_types
19894,2012S002013,lateral_collision
19895,2012S002014,lateral_collision
19896,2012S002015,frontal_collision
19897,2012S002016,lateral_collision
19898,2012S002017,"frontal-lateral_collision,Other_types"
19899,2012S002018,rear-end_collision
19900,2012S002019,frontal-lateral_collision
19901,2012S002020,lateral_collision
19902,2012S002021,lateral_collision
19903,2012S002022,frontal-lateral_collision
19904,2012S002023,lateral_collision
19905,2012S002024,run_over
19906,2012S002025,lateral_collision
19907,2012S002026,rear-end_collision
19908,2012S002027,rear-end_collision
19909,2012S002028,run_over
19910,2012S002029,run_over
19911,2012S002030,rear-end_collision
19912,2012S002031,frontal-lateral_collision
19913,2012S002032,fall--motorcycle
19914,2012S002033,crash_into_stationary
19915,2012S002034,frontal-lateral_collision
19916,2012S002035,frontal-lateral_collision
19917,2012S002036,lateral_collision
19918,2012S002037,frontal-lateral_collision
19919,2012S002038,frontal-lateral_collision
19920,2012S002039,rear-end_collision
19921,2012S002040,multiple_rear-end_collision
19922,2012S002041,rear-end_collision
19923,2012S002042,lateral_collision
19924,2012S002043,fall--motorcycle
19925,2012S002044,frontal-lateral_collision
19926,2012S002045,rear-end_collision
19927,2012S002046,lateral_collision
19928,2012S002047,frontal-lateral_collision
19929,2012S002048,rear-end_collision
19930,2012S002049,lateral_collision
19931,2012S002050,rear-end_collision
19932,2012S002051,lateral_collision
19933,2012S002052,frontal-lateral_collision
19934,2012S002053,Other_types
19935,2012S002054,rear-end_collision
19936,2012S002055,lateral_collision
19937,2012S002056,frontal-lateral_collision
19938,2012S002057,rear-end_collision
19939,2012S002058,crash_into_stationary
19940,2012S002059,lateral_collision
19941,2012S002060,rear-end_collision
19942,2012S002061,lateral_collision
19943,2012S002062,"fall--motorcycle,frontal-lateral_collision"
19944,2012S002063,lateral_collision
19945,2012S002064,lateral_collision
19946,2012S002065,run_over
19947,2012S002066,run_over
19948,2012S002067,lateral_collision
19949,2012S002068,run_over
19950,2012S002069,frontal-lateral_collision
19951,2012S002070,run_over
19952,2012S002071,lateral_collision
19953,2012S002072,multiple_rear-end_collision
19954,2012S002073,"frontal-lateral_collision,lateral_collision"
19955,2012S002074,run_over
19956,2012S002075,rear-end_collision
19957,2012S002076,frontal-lateral_collision
19958,2012S002077,crash_into_stationary
19959,2012S002078,rear-end_collision
19960,2012S002079,rear-end_collision
19961,2012S002080,rear-end_collision
19962,2012S002081,"rear-end_collision,fall--motorcycle"
19963,2012S002082,fall--motorcycle
19964,2012S002083,fall--motorcycle
19965,2012S002084,frontal-lateral_collision
19966,2012S002085,rear-end_collision
19967,2012S002086,fall--motorcycle
19968,2012S002087,frontal-lateral_collision
19969,2012S002088,lateral_collision
19970,2012S002089,"fall--motorcycle,rear-end_collision"
19971,2012S002090,frontal-lateral_collision
19972,2012S002091,rear-end_collision
19973,2012S002092,"crash_into_stationary,frontal-lateral_collision"
19974,2012S002093,frontal-lateral_collision
19975,2012S002094,"fall--motorcycle,frontal-lateral_collision"
19976,2012S002095,rear-end_collision
19977,2012S002096,lateral_collision
19978,2012S002097,fall--motorcycle
19979,2012S002098,lateral_collision
19980,2012S002099,lateral_collision
19981,2012S002100,"rear-end_collision,run_over"
19982,2012S002101,crash_into_stationary
19983,2012S002102,run_over
19984,2012S002103,lateral_collision
19985,2012S002104,rear-end_collision
19986,2012S002105,frontal-lateral_collision
19987,2012S002106,fall--motorcycle
19988,2012S002107,"rear-end_collision,fall--motorcycle"
19989,2012S002108,run_over
19990,2012S002109,fall--motorcycle
19991,2012S002110,lateral_collision
19992,2012S002111,run_over
19993,2012S002112,run_over
19994,2012S002113,frontal-lateral_collision
19995,2012S002114,frontal-lateral_collision
19996,2012S002115,"lateral_collision,Other_types"
19997,2012S002116,rear-end_collision
19998,2012S002117,lateral_collision
19999,2012S002118,lateral_collision
20000,2012S002119,run_over
20001,2012S002120,"crash_into_stationary,lateral_collision"
20002,2012S002121,"frontal-lateral_collision,rear-end_collision"
20003,2012S002122,frontal-lateral_collision
20004,2012S002123,crash_into_stationary
20005,2012S002124,frontal-lateral_collision
20006,2012S002125,lateral_collision
20007,2012S002126,frontal-lateral_collision
20008,2012S002127,crash_into_stationary
20009,2012S002128,lateral_collision
20010,2012S002129,rear-end_collision
20011,2012S002130,run_over
20012,2012S002131,lateral_collision
20013,2012S002132,rear-end_collision
20014,2012S002133,rear-end_collision
20015,2012S002134,crash_into_stationary
20016,2012S002135,fall--motorcycle
20017,2012S002136,fall_inside_vehicle
20018,2012S002137,frontal-lateral_collision
20019,2012S002138,lateral_collision
20020,2012S002139,run_over
20021,2012S002140,lateral_collision
20022,2012S002141,frontal-lateral_collision
20023,2012S002142,lateral_collision
20024,2012S002143,crash_into_stationary
20025,2012S002144,run_over
20026,2012S002145,lateral_collision
20027,2012S002146,fall--motorcycle
20028,2012S002147,rear-end_collision
20029,2012S002148,rear-end_collision
20030,2012S002149,fall--motorcycle
20031,2012S002150,lateral_collision
20032,2012S002151,rear-end_collision
20033,2012S002152,frontal-lateral_collision
20034,2012S002153,lateral_collision
20035,2012S002154,lateral_collision
20036,2012S002155,lateral_collision
20037,2012S002156,frontal-lateral_collision
20038,2012S002157,fall--motorcycle
20039,2012S002158,"rear-end_collision,frontal-lateral_collision,crash_into_stationary"
20040,2012S002159,fall--motorcycle
20041,2012S002160,fall--motorcycle
20042,2012S002161,run_over
20043,2012S002162,run_over
20044,2012S002163,frontal-lateral_collision
20045,2012S002164,lateral_collision
20046,2012S002165,run_over
20047,2012S002166,frontal-lateral_collision
20048,2012S002167,multiple_rear-end_collision
20049,2012S002168,rear-end_collision
20050,2012S002169,fall--motorcycle
20051,2012S002170,crash_into_stationary
20052,2012S002171,Other_types
20053,2012S002172,fall_inside_vehicle
20054,2012S002173,frontal-lateral_collision
20055,2012S002174,lateral_collision
20056,2012S002175,lateral_collision
20057,2012S002176,frontal-lateral_collision
20058,2012S002177,frontal-lateral_collision
20059,2012S002178,lateral_collision
20060,2012S002179,Other_types
20061,2012S002180,multiple_rear-end_collision
20062,2012S002181,fall_inside_vehicle
20063,2012S002182,rear-end_collision
20064,2012S002183,lateral_collision
20065,2012S002184,rear-end_collision
20066,2012S002185,run_over
20067,2012S002186,lateral_collision
20068,2012S002187,fall--motorcycle
20069,2012S002188,lateral_collision
20070,2012S002189,multiple_rear-end_collision
20071,2012S002190,rear-end_collision
20072,2012S002191,run_over
20073,2012S002192,"fall--motorcycle,lateral_collision"
20074,2012S002193,lateral_collision
20075,2012S002194,rear-end_collision
20076,2012S002195,rear-end_collision
20077,2012S002196,rear-end_collision
20078,2012S002197,"run_over,rear-end_collision"
20079,2012S002198,frontal-lateral_collision
20080,2012S002199,fall--motorcycle
20081,2012S002200,frontal-lateral_collision
20082,2012S002201,frontal-lateral_collision
20083,2012S002202,rear-end_collision
20084,2012S002203,lateral_collision
20085,2012S002204,lateral_collision
20086,2012S002205,fall--motorcycle
20087,2012S002206,lateral_collision
20088,2012S002207,rear-end_collision
20089,2012S002208,rear-end_collision
20090,2012S002209,lateral_collision
20091,2012S002210,lateral_collision
20092,2012S002211,frontal-lateral_collision
20093,2012S002212,rear-end_collision
20094,2012S002213,lateral_collision
20095,2012S002214,"frontal-lateral_collision,run_over"
20096,2012S002215,lateral_collision
20097,2012S002216,frontal-lateral_collision
20098,2012S002217,fall--motorcycle
20099,2012S002218,rear-end_collision
20100,2012S002219,rear-end_collision
20101,2012S002220,lateral_collision
20102,2012S002221,frontal-lateral_collision
20103,2012S002222,crash_into_stationary
20104,2012S002223,frontal-lateral_collision
20105,2012S002224,frontal-lateral_collision
20106,2012S002225,lateral_collision
20107,2012S002226,rear-end_collision
20108,2012S002227,rear-end_collision
20109,2012S002228,fall--motorcycle
20110,2012S002229,run_over
20111,2012S002230,lateral_collision
20112,2012S002231,run_over
20113,2012S002232,multiple_rear-end_collision
20114,2012S002233,frontal-lateral_collision
20115,2012S002234,run_over
20116,2012S002235,"fall--motorcycle,rear-end_collision"
20117,2012S002236,rear-end_collision
20118,2012S002237,frontal-lateral_collision
20119,2012S002238,rear-end_collision
20120,2012S002239,Other_types
20121,2012S002240,rear-end_collision
20122,2012S002241,"crash_into_stationary,frontal-lateral_collision"
20123,2012S002242,lateral_collision
20124,2012S002243,crash_into_stationary
20125,2012S002244,frontal-lateral_collision
20126,2012S002245,crash_into_stationary
20127,2012S002246,rear-end_collision
20128,2012S002247,rear-end_collision
20129,2012S002248,rear-end_collision
20130,2012S002249,fall_inside_vehicle
20131,2012S002250,run_over
20132,2012S002251,frontal-lateral_collision
20133,2012S002252,rear-end_collision
20134,2012S002253,"rear-end_collision,lateral_collision"
20135,2012S002254,"frontal-lateral_collision,crash_into_stationary"
20136,2012S002255,frontal-lateral_collision
20137,2012S002256,frontal-lateral_collision
20138,2012S002257,lateral_collision
20139,2012S002258,lateral_collision
20140,2012S002259,rear-end_collision
20141,2012S002260,fall_inside_vehicle
20142,2012S002261,rear-end_collision
20143,2012S002262,frontal-lateral_collision
20144,2012S002263,frontal-lateral_collision
20145,2012S002264,fall--motorcycle
20146,2012S002266,lateral_collision
20147,2012S002267,lateral_collision
20148,2012S002268,Other_types
20149,2012S002269,run_over
20150,2012S002270,lateral_collision
20151,2012S002271,lateral_collision
20152,2012S002272,Other_types
20153,2012S002273,lateral_collision
20154,2012S002274,run_over
20155,2012S002275,frontal-lateral_collision
20156,2012S002276,crash_into_stationary
20157,2012S002277,frontal_collision
20158,2012S002278,lateral_collision
20159,2012S002279,lateral_collision
