,num_incident,accident_type
64924,2016S008664,run_over
64925,2016S008665,fall_inside_vehicle
64926,2016S008666,lateral_collision
64927,2016S008667,lateral_collision
64928,2016S008668,fall--motorcycle
64929,2016S008669,lateral_collision
64930,2016S008670,fall--motorcycle
64931,2016S008671,rear-end_collision
64932,2016S008672,rear-end_collision
64933,2016S008673,rear-end_collision
64934,2016S008674,crash_into_stationary
64935,2016S008675,frontal-lateral_collision
64936,2016S008676,fall_inside_vehicle
64937,2016S008677,crash_into_stationary
64938,2016S008678,frontal-lateral_collision
64939,2016S008679,lateral_collision
64940,2016S008680,rear-end_collision
64941,2016S008681,frontal-lateral_collision
64942,2016S008682,rear-end_collision
64943,2016S008683,run_over
64944,2016S008684,run_over
64945,2016S008685,fall--motorcycle
64946,2016S008686,rear-end_collision
64947,2016S008687,lateral_collision
64948,2016S008688,lateral_collision
64949,2016S008689,Other_types
64950,2016S008690,lateral_collision
64951,2016S008691,crash_into_stationary
64952,2016S008692,fall--motorcycle
64953,2016S008693,frontal-lateral_collision
64954,2016S008694,lateral_collision
64955,2016S008695,frontal-lateral_collision
64956,2016S008696,run_over
64957,2016S008697,lateral_collision
64958,2016S008698,rear-end_collision
64959,2016S008699,frontal-lateral_collision
64960,2016S008700,rear-end_collision
64961,2016S008701,rear-end_collision
64962,2016S008702,multiple_rear-end_collision
64963,2016S008703,fall--motorcycle
64964,2016S008704,lateral_collision
64965,2016S008705,rear-end_collision
64966,2016S008706,run_over
64967,2016S008707,crash_into_stationary
64968,2016S008708,frontal-lateral_collision
64969,2016S008709,Other_types
64970,2016S008710,crash_into_stationary
64971,2016S008711,frontal_collision
64972,2016S008712,lateral_collision
64973,2016S008713,frontal-lateral_collision
64974,2016S008714,fall--motorcycle
64975,2016S008715,lateral_collision
64976,2016S008716,crash_into_stationary
64977,2016S008717,rear-end_collision
64978,2016S008718,"rear-end_collision,fall--motorcycle"
64979,2016S008719,"fall--motorcycle,lateral_collision"
64980,2016S008720,"Other_types,fall--motorcycle"
64981,2016S008721,lateral_collision
64982,2016S008722,frontal-lateral_collision
64983,2016S008723,lateral_collision
64984,2016S008724,frontal-lateral_collision
64985,2016S008725,fall--motorcycle
64986,2016S008726,lateral_collision
64987,2016S008727,rear-end_collision
64988,2016S008728,frontal-lateral_collision
64989,2016S008729,rear-end_collision
64990,2016S008730,rear-end_collision
64991,2016S008731,lateral_collision
64992,2016S008732,fall--motorcycle
64993,2016S008733,fall--motorcycle
64994,2016S008734,lateral_collision
64995,2016S008735,fall--motorcycle
64996,2016S008736,"frontal-lateral_collision,run_over"
64997,2016S008737,multiple_rear-end_collision
64998,2016S008738,"crash_into_stationary,frontal-lateral_collision"
64999,2016S008739,run_over
65000,2016S008740,lateral_collision
65001,2016S008741,run_over
65002,2016S008742,run_over
65003,2016S008743,rear-end_collision
65004,2016S008744,frontal_collision
65005,2016S008745,lateral_collision
65006,2016S008746,rear-end_collision
65007,2016S008747,lateral_collision
65008,2016S008748,fall--motorcycle
65009,2016S008749,lateral_collision
65010,2016S008750,run_over
65011,2016S008751,lateral_collision
65012,2016S008752,rear-end_collision
65013,2016S008753,frontal-lateral_collision
65014,2016S008754,rear-end_collision
65015,2016S008755,lateral_collision
65016,2016S008756,frontal-lateral_collision
65017,2016S008757,fall--motorcycle
65018,2016S008758,frontal-lateral_collision
65019,2016S008759,frontal-lateral_collision
65020,2016S008760,rear-end_collision
65021,2016S008761,lateral_collision
65022,2016S008762,rear-end_collision
65023,2016S008763,run_over
65024,2016S008764,"crash_into_stationary,overturning"
65025,2016S008765,run_over
65026,2016S008766,run_over
65027,2016S008767,frontal-lateral_collision
65028,2016S008768,rear-end_collision
65029,2016S008769,lateral_collision
65030,2016S008770,frontal-lateral_collision
65031,2016S008771,frontal-lateral_collision
65032,2016S008772,multiple_rear-end_collision
65033,2016S008773,lateral_collision
65034,2016S008774,frontal-lateral_collision
65035,2016S008775,frontal-lateral_collision
65036,2016S008776,rear-end_collision
65037,2016S008777,"crash_into_stationary,lateral_collision"
65038,2016S008778,rear-end_collision
65039,2016S008779,fall--motorcycle
65040,2016S008780,run_over
65041,2016S008781,fall--motorcycle
65042,2016S008782,lateral_collision
65043,2016S008783,lateral_collision
65044,2016S008784,run_over
65045,2016S008785,fall--motorcycle
65046,2016S008786,fall--motorcycle
65047,2016S008787,fall_inside_vehicle
65048,2016S008788,frontal-lateral_collision
65049,2016S008789,lateral_collision
65050,2016S008790,frontal-lateral_collision
65051,2016S008791,rear-end_collision
65052,2016S008792,frontal-lateral_collision
65053,2016S008793,fall--motorcycle
65054,2016S008794,lateral_collision
65055,2016S008795,rear-end_collision
65056,2016S008796,multiple_rear-end_collision
65057,2016S008797,fall_inside_vehicle
65058,2016S008798,frontal-lateral_collision
65059,2016S008799,"crash_into_stationary,lateral_collision"
65060,2016S008800,lateral_collision
65061,2016S008801,frontal-lateral_collision
65062,2016S008802,frontal_collision
65063,2016S008803,run_over
65064,2016S008804,run_over
65065,2016S008805,fall--motorcycle
65066,2016S008806,rear-end_collision
65067,2016S008807,rear-end_collision
65068,2016S008808,lateral_collision
65069,2016S008809,rear-end_collision
65070,2016S008810,lateral_collision
65071,2016S008811,"fall--motorcycle,lateral_collision"
65072,2016S008812,run_over
65073,2016S008813,rear-end_collision
65074,2016S008814,rear-end_collision
65075,2016S008815,"lateral_collision,fall--motorcycle"
65076,2016S008816,frontal_collision
65077,2016S008817,run_over
65078,2016S008818,fall_inside_vehicle
65079,2016S008819,rear-end_collision
65080,2016S008820,frontal-lateral_collision
65081,2016S008821,rear-end_collision
65082,2016S008822,run_over
65083,2016S008823,fall--motorcycle
65084,2016S008824,lateral_collision
65085,2016S008825,lateral_collision
65086,2016S008826,run_over
65087,2016S008827,fall--motorcycle
65088,2016S008828,frontal-lateral_collision
65089,2016S008829,run_over
65090,2016S008830,fall--motorcycle
65091,2016S008831,rear-end_collision
65092,2016S008832,lateral_collision
65093,2016S008833,lateral_collision
65094,2016S008834,lateral_collision
65095,2016S008835,frontal-lateral_collision
65096,2016S008836,rear-end_collision
65097,2016S008837,run_over
65098,2016S008838,run_over
65099,2016S008839,overturning
65100,2016S008840,lateral_collision
65101,2016S008841,frontal-lateral_collision
65102,2016S008842,lateral_collision
65103,2016S008843,frontal-lateral_collision
65104,2016S008844,lateral_collision
65105,2016S008845,lateral_collision
65106,2016S008846,frontal_collision
65107,2016S008847,multiple_rear-end_collision
65108,2016S008848,frontal-lateral_collision
65109,2016S008849,"fall--motorcycle,rear-end_collision"
65110,2016S008850,fall_inside_vehicle
65111,2016S008851,lateral_collision
65112,2016S008852,run_over
65113,2016S008853,lateral_collision
65114,2016S008854,rear-end_collision
65115,2016S008855,multiple_rear-end_collision
65116,2016S008856,run_over
65117,2016S008857,fall--motorcycle
65118,2016S008858,frontal-lateral_collision
65119,2016S008859,rear-end_collision
65120,2016S008860,fall_inside_vehicle
65121,2016S008861,lateral_collision
65122,2016S008862,fall--motorcycle
65123,2016S008863,frontal-lateral_collision
65124,2016S008864,lateral_collision
65125,2016S008865,rear-end_collision
65126,2016S008866,lateral_collision
65127,2016S008867,lateral_collision
65128,2016S008868,rear-end_collision
65129,2016S008869,frontal-lateral_collision
65130,2016S008870,crash_into_stationary
65131,2016S008871,rear-end_collision
65132,2016S008872,lateral_collision
65133,2016S008873,rear-end_collision
65134,2016S008874,crash_into_stationary
65135,2016S008875,lateral_collision
65136,2016S008876,lateral_collision
65137,2016S008877,frontal-lateral_collision
65138,2016S008878,fall--motorcycle
65139,2016S008879,lateral_collision
65140,2016S008880,lateral_collision
65141,2016S008881,frontal-lateral_collision
65142,2016S008882,rear-end_collision
65143,2016S008883,frontal_collision
65144,2016S008884,lateral_collision
65145,2016S008885,lateral_collision
65146,2016S008886,frontal-lateral_collision
65147,2016S008887,fall--motorcycle
65148,2016S008888,lateral_collision
65149,2016S008889,lateral_collision
65150,2016S008890,lateral_collision
65151,2016S008891,lateral_collision
65152,2016S008892,fall--motorcycle
65153,2016S008893,fall--motorcycle
65154,2016S008894,lateral_collision
65155,2016S008895,lateral_collision
65156,2016S008896,rear-end_collision
65157,2016S008897,lateral_collision
65158,2016S008898,rear-end_collision
65159,2016S008899,rear-end_collision
65160,2016S008900,lateral_collision
65161,2016S008901,"crash_into_stationary,fall--motorcycle"
65162,2016S008902,rear-end_collision
65163,2016S008903,frontal-lateral_collision
65164,2016S008904,crash_into_stationary
65165,2016S008905,crash_into_stationary
65166,2016S008906,frontal-lateral_collision
65167,2016S008907,rear-end_collision
65168,2016S008908,fall--motorcycle
65169,2016S008909,fall--motorcycle
65170,2016S008910,frontal-lateral_collision
65171,2016S008911,"rear-end_collision,lateral_collision"
65172,2016S008912,frontal-lateral_collision
65173,2016S008913,fall--motorcycle
65174,2016S008914,rear-end_collision
65175,2016S008915,lateral_collision
65176,2016S008916,rear-end_collision
65177,2016S008917,fall--motorcycle
65178,2016S008918,frontal-lateral_collision
65179,2016S008919,rear-end_collision
65180,2016S008920,multiple_rear-end_collision
65181,2016S008921,crash_into_stationary
65182,2016S008922,lateral_collision
65183,2016S008923,lateral_collision
65184,2016S008924,run_over
65185,2016S008925,run_over
65186,2016S008926,frontal-lateral_collision
65187,2016S008927,run_over
65188,2016S008928,Other_types
65189,2016S008929,lateral_collision
65190,2016S008930,frontal-lateral_collision
65191,2016S008931,lateral_collision
65192,2016S008932,rear-end_collision
65193,2016S008933,crash_into_stationary
65194,2016S008934,multiple_rear-end_collision
65195,2016S008935,run_over
65196,2016S008936,multiple_rear-end_collision
65197,2016S008937,fall--motorcycle
65198,2016S008938,"fall--motorcycle,run_over"
65199,2016S008939,"rear-end_collision,fall--motorcycle"
65200,2016S008940,run_over
65201,2016S008941,"fall--motorcycle,rear-end_collision"
65202,2016S008942,fall--motorcycle
65203,2016S008943,frontal-lateral_collision
65204,2016S008944,multiple_rear-end_collision
65205,2016S008945,run_over
65206,2016S008946,lateral_collision
65207,2016S008947,fall--motorcycle
65208,2016S008948,lateral_collision
65209,2016S008949,frontal-lateral_collision
65210,2016S008950,rear-end_collision
65211,2016S008951,rear-end_collision
65212,2016S008952,rear-end_collision
65213,2016S008953,fall--motorcycle
65214,2016S008954,rear-end_collision
65215,2016S008955,fall--motorcycle
65216,2016S008956,lateral_collision
65217,2016S008957,crash_into_stationary
65218,2016S008958,fall--motorcycle
65219,2016S008959,frontal-lateral_collision
65220,2016S008960,fall--motorcycle
65221,2016S008961,run_over
65222,2016S008962,lateral_collision
65223,2016S008963,fall--motorcycle
65224,2016S008965,frontal-lateral_collision
65225,2016S008966,lateral_collision
65226,2016S008967,run_over
65227,2016S008968,frontal-lateral_collision
65228,2016S008969,frontal-lateral_collision
65229,2016S008970,frontal-lateral_collision
65230,2016S008971,run_over
65231,2016S008972,rear-end_collision
65232,2016S008973,run_over
65233,2016S008974,run_over
65234,2016S008975,run_over
65235,2016S008976,rear-end_collision
65236,2016S008977,lateral_collision
65237,2016S008978,lateral_collision
65238,2016S008979,"fall--motorcycle,rear-end_collision"
65239,2016S008980,lateral_collision
65240,2016S008981,"crash_into_stationary,rear-end_collision"
65241,2016S008982,fall--motorcycle
65242,2016S008983,lateral_collision
65243,2016S008984,rear-end_collision
65244,2016S008985,fall--motorcycle
65245,2016S008986,lateral_collision
65246,2016S008987,frontal-lateral_collision
65247,2016S008988,rear-end_collision
65248,2016S008989,Other_types
65249,2016S008990,frontal-lateral_collision
65250,2016S008991,lateral_collision
65251,2016S008992,frontal_collision
65252,2016S008993,fall--motorcycle
65253,2016S008994,run_over
65254,2016S008995,lateral_collision
65255,2016S008996,rear-end_collision
65256,2016S008997,rear-end_collision
65257,2016S008998,run_over
65258,2016S008999,frontal_collision
65259,2016S009000,Other_types
65260,2016S009001,frontal-lateral_collision
65261,2016S009002,lateral_collision
65262,2016S009003,run_over
65263,2016S009004,lateral_collision
65264,2016S009005,rear-end_collision
65265,2016S009006,run_over
65266,2016S009007,lateral_collision
65267,2016S009008,lateral_collision
65268,2016S009009,lateral_collision
65269,2016S009010,lateral_collision
65270,2016S009011,frontal-lateral_collision
65271,2016S009012,frontal-lateral_collision
65272,2016S009013,fall--motorcycle
65273,2016S009014,rear-end_collision
65274,2016S009015,multiple_rear-end_collision
65275,2016S009016,frontal-lateral_collision
65276,2016S009017,crash_into_stationary
65277,2016S009018,run_over
65278,2016S009019,Other_types
65279,2016S009020,lateral_collision
65280,2016S009021,rear-end_collision
65281,2016S009022,run_over
65282,2016S009023,frontal-lateral_collision
65283,2016S009024,frontal-lateral_collision
65284,2016S009025,rear-end_collision
65285,2016S009026,lateral_collision
65286,2016S009027,multiple_rear-end_collision
65287,2016S009028,frontal-lateral_collision
65288,2016S009029,fall--motorcycle
65289,2016S009030,frontal-lateral_collision
65290,2016S009031,fall_inside_vehicle
65291,2016S009032,multiple_rear-end_collision
65292,2016S009033,run_over
65293,2016S009034,fall_inside_vehicle
65294,2016S009035,run_over
65295,2016S009036,frontal-lateral_collision
65296,2016S009037,lateral_collision
65297,2016S009038,frontal-lateral_collision
65298,2016S009039,frontal-lateral_collision
65299,2016S009040,run_over
65300,2016S009041,"frontal-lateral_collision,crash_into_stationary"
65301,2016S009042,rear-end_collision
65302,2016S009043,rear-end_collision
65303,2016S009044,rear-end_collision
65304,2016S009045,lateral_collision
65305,2016S009046,frontal-lateral_collision
65306,2016S009047,frontal-lateral_collision
65307,2016S009048,frontal-lateral_collision
65308,2016S009049,lateral_collision
65309,2016S009050,lateral_collision
65310,2016S009051,"crash_into_stationary,lateral_collision"
65311,2016S009052,rear-end_collision
65312,2016S009053,fall--motorcycle
65313,2016S009054,fall--motorcycle
65314,2016S009055,rear-end_collision
65315,2016S009056,fall_inside_vehicle
65316,2016S009057,fall_inside_vehicle
65317,2016S009058,"frontal-lateral_collision,crash_into_stationary"
65318,2016S009059,frontal-lateral_collision
65319,2016S009060,lateral_collision
65320,2016S009061,run_over
65321,2016S009062,lateral_collision
65322,2016S009063,run_over
65323,2016S009064,run_over
65324,2016S009065,rear-end_collision
65325,2016S009066,frontal-lateral_collision
65326,2016S009067,rear-end_collision
65327,2016S009068,multiple_rear-end_collision
65328,2016S009069,lateral_collision
65329,2016S009070,rear-end_collision
65330,2016S009071,rear-end_collision
65331,2016S009072,rear-end_collision
65332,2016S009073,Other_types
65333,2016S009074,frontal-lateral_collision
65334,2016S009075,rear-end_collision
65335,2016S009076,frontal-lateral_collision
65336,2016S009077,run_over
65337,2016S009078,rear-end_collision
65338,2016S009079,run_over
65339,2016S009080,run_over
65340,2016S009081,run_over
65341,2016S009082,frontal-lateral_collision
65342,2016S009083,multiple_rear-end_collision
65343,2016S009084,frontal-lateral_collision
65344,2016S009085,fall_inside_vehicle
65345,2016S009086,"crash_into_stationary,lateral_collision"
65346,2016S009087,frontal_collision
65347,2016S009088,frontal-lateral_collision
65348,2016S009089,crash_into_stationary
65349,2016S009090,"rear-end_collision,fall--motorcycle"
65350,2016S009091,"run_over,rear-end_collision"
65351,2016S009092,crash_into_stationary
65352,2016S009093,lateral_collision
65353,2016S009094,frontal-lateral_collision
65354,2016S009095,frontal-lateral_collision
65355,2016S009096,frontal-lateral_collision
65356,2016S009097,lateral_collision
65357,2016S009098,frontal-lateral_collision
65358,2016S009099,"Other_types,fall--motorcycle"
65359,2016S009100,run_over
65360,2016S009101,rear-end_collision
65361,2016S009102,run_over
65362,2016S009103,fall--motorcycle
65363,2016S009104,frontal-lateral_collision
65364,2016S009105,rear-end_collision
65365,2016S009106,rear-end_collision
65366,2016S009107,frontal_collision
65367,2016S009108,rear-end_collision
65368,2016S009109,frontal-lateral_collision
65369,2016S009110,lateral_collision
65370,2016S009111,rear-end_collision
65371,2016S009112,fall--motorcycle
65372,2016S009113,crash_into_stationary
65373,2016S009114,crash_into_stationary
65374,2016S009115,crash_into_stationary
65375,2016S009116,rear-end_collision
65376,2016S009117,crash_into_stationary
65377,2016S009118,rear-end_collision
65378,2016S009119,frontal-lateral_collision
65379,2016S009120,run_over
65380,2016S009121,frontal-lateral_collision
65381,2016S009122,frontal-lateral_collision
65382,2016S009123,frontal-lateral_collision
65383,2016S009124,rear-end_collision
65384,2016S009125,lateral_collision
65385,2016S009126,lateral_collision
65386,2016S009127,lateral_collision
65387,2016S009128,Other_types
65388,2016S009129,lateral_collision
65389,2016S009130,rear-end_collision
65390,2016S009131,crash_into_stationary
65391,2016S009132,crash_into_stationary
65392,2016S009133,crash_into_stationary
65393,2016S009134,run_over
65394,2016S009135,lateral_collision
65395,2016S009136,"fall--motorcycle,run_over"
65396,2016S009137,"rear-end_collision,fall--motorcycle"
65397,2016S009138,fall_inside_vehicle
65398,2016S009139,lateral_collision
65399,2016S009140,lateral_collision
65400,2016S009141,lateral_collision
65401,2016S009142,lateral_collision
65402,2016S009143,rear-end_collision
65403,2016S009144,frontal-lateral_collision
65404,2016S009145,fall_inside_vehicle
65405,2016S009146,"fall_inside_vehicle,lateral_collision"
65406,2016S009147,fall--motorcycle
65407,2016S009148,run_over
65408,2016S009149,run_over
65409,2016S009150,multiple_rear-end_collision
65410,2016S009151,"fall--motorcycle,run_over"
65411,2016S009152,lateral_collision
65412,2016S009153,run_over
65413,2016S009154,rear-end_collision
65414,2016S009155,rear-end_collision
65415,2016S009156,multiple_rear-end_collision
65416,2016S009157,rear-end_collision
65417,2016S009158,lateral_collision
65418,2016S009159,run_over
65419,2016S009160,crash_into_stationary
65420,2016S009161,frontal-lateral_collision
65421,2016S009162,run_over
65422,2016S009163,Other_types
65423,2016S009164,frontal-lateral_collision
65424,2016S009165,run_over
65425,2016S009166,rear-end_collision
65426,2016S009167,rear-end_collision
65427,2016S009168,run_over
65428,2016S009169,lateral_collision
65429,2016S009170,lateral_collision
65430,2016S009171,frontal-lateral_collision
65431,2016S009172,"rear-end_collision,fall--motorcycle"
65432,2016S009173,multiple_rear-end_collision
65433,2016S009174,crash_into_stationary
65434,2016S009175,frontal-lateral_collision
65435,2016S009176,rear-end_collision
65436,2016S009177,fall--motorcycle
65437,2016S009178,lateral_collision
65438,2016S009179,lateral_collision
65439,2016S009180,"lateral_collision,fall--motorcycle"
65440,2016S009181,lateral_collision
65441,2016S009182,frontal-lateral_collision
65442,2016S009183,rear-end_collision
65443,2016S009184,"frontal-lateral_collision,rear-end_collision"
65444,2016S009185,rear-end_collision
65445,2016S009186,"crash_into_stationary,lateral_collision"
65446,2016S009187,frontal-lateral_collision
65447,2016S009188,Other_types
65448,2016S009189,fall--motorcycle
65449,2016S009190,frontal-lateral_collision
65450,2016S009191,lateral_collision
65451,2016S009192,frontal-lateral_collision
65452,2016S009193,run_over
65453,2016S009194,rear-end_collision
65454,2016S009195,lateral_collision
65455,2016S009196,lateral_collision
65456,2016S009197,frontal-lateral_collision
65457,2016S009198,frontal-lateral_collision
65458,2016S009199,rear-end_collision
65459,2016S009200,fall_inside_vehicle
65460,2016S009201,rear-end_collision
65461,2016S009202,fall_inside_vehicle
65462,2016S009203,lateral_collision
65463,2016S009204,run_over
65464,2016S009205,fall--motorcycle
65465,2016S009206,rear-end_collision
65466,2016S009207,rear-end_collision
65467,2016S009208,run_over
65468,2016S009209,multiple_rear-end_collision
65469,2016S009210,fall_inside_vehicle
65470,2016S009211,lateral_collision
65471,2016S009212,frontal-lateral_collision
65472,2016S009213,frontal-lateral_collision
65473,2016S009214,run_over
65474,2016S009215,run_over
65475,2016S009216,frontal-lateral_collision
65476,2016S009217,multiple_rear-end_collision
65477,2016S009218,rear-end_collision
65478,2016S009219,lateral_collision
65479,2016S009220,multiple_rear-end_collision
65480,2016S009221,fall_inside_vehicle
65481,2016S009222,lateral_collision
65482,2016S009223,frontal-lateral_collision
65483,2016S009224,lateral_collision
65484,2016S009225,fall_inside_vehicle
65485,2016S009226,rear-end_collision
65486,2016S009227,frontal-lateral_collision
65487,2016S009228,rear-end_collision
65488,2016S009229,rear-end_collision
65489,2016S009230,fall--motorcycle
65490,2016S009231,rear-end_collision
65491,2016S009232,frontal-lateral_collision
65492,2016S009233,lateral_collision
65493,2016S009234,lateral_collision
65494,2016S009235,frontal-lateral_collision
65495,2016S009236,rear-end_collision
65496,2016S009237,fall_inside_vehicle
65497,2016S009238,rear-end_collision
65498,2016S009239,run_over
65499,2016S009240,lateral_collision
65500,2016S009241,lateral_collision
65501,2016S009242,Other_types
65502,2016S009243,run_over
65503,2016S009244,rear-end_collision
65504,2016S009245,fall--motorcycle
65505,2016S009246,frontal-lateral_collision
65506,2016S009247,frontal-lateral_collision
65507,2016S009248,run_over
65508,2016S009249,rear-end_collision
65509,2016S009250,fall--motorcycle
65510,2016S009251,rear-end_collision
65511,2016S009252,lateral_collision
65512,2016S009253,frontal-lateral_collision
65513,2016S009254,fall--motorcycle
65514,2016S009255,lateral_collision
65515,2016S009256,frontal-lateral_collision
65516,2016S009257,rear-end_collision
65517,2016S009258,run_over
65518,2016S009259,multiple_rear-end_collision
65519,2016S009260,"multiple_rear-end_collision,crash_into_stationary"
65520,2016S009261,run_over
65521,2016S009262,lateral_collision
65522,2016S009263,rear-end_collision
65523,2016S009264,fall_inside_vehicle
65524,2016S009265,frontal-lateral_collision
65525,2016S009266,lateral_collision
65526,2016S009267,fall--motorcycle
65527,2016S009268,frontal-lateral_collision
65528,2016S009269,rear-end_collision
65529,2016S009270,frontal-lateral_collision
65530,2016S009271,lateral_collision
65531,2016S009272,run_over
65532,2016S009273,frontal-lateral_collision
65533,2016S009274,frontal-lateral_collision
65534,2016S009275,multiple_rear-end_collision
65535,2016S009276,run_over
65536,2016S009277,frontal-lateral_collision
65537,2016S009278,rear-end_collision
65538,2016S009279,rear-end_collision
65539,2016S009280,lateral_collision
65540,2016S009281,fall--motorcycle
65541,2016S009282,Other_types
65542,2016S009283,frontal-lateral_collision
65543,2016S009284,"fall--motorcycle,frontal-lateral_collision"
65544,2016S009285,Other_types
65545,2016S009286,frontal_collision
65546,2016S009287,frontal-lateral_collision
65547,2016S009288,rear-end_collision
65548,2016S009289,lateral_collision
65549,2016S009290,run_over
65550,2016S009291,fall--motorcycle
65551,2016S009292,rear-end_collision
65552,2016S009293,"fall--motorcycle,rear-end_collision"
65553,2016S009294,rear-end_collision
65554,2016S009295,run_over
65555,2016S009296,frontal-lateral_collision
65556,2016S009297,frontal-lateral_collision
65557,2016S009298,rear-end_collision
65558,2016S009299,rear-end_collision
65559,2016S009300,lateral_collision
65560,2016S009301,lateral_collision
65561,2016S009302,rear-end_collision
65562,2016S009303,run_over
65563,2016S009304,rear-end_collision
65564,2016S009305,rear-end_collision
65565,2016S009306,"run_over,rear-end_collision"
65566,2016S009307,rear-end_collision
65567,2016S009308,frontal-lateral_collision
65568,2016S009309,"Other_types,run_over"
65569,2016S009310,run_over
65570,2016S009311,frontal-lateral_collision
65571,2016S009312,fall--motorcycle
65572,2016S009313,frontal-lateral_collision
65573,2016S009314,frontal-lateral_collision
65574,2016S009315,rear-end_collision
65575,2016S009316,lateral_collision
65576,2016S009317,frontal-lateral_collision
65577,2016S009318,fall--motorcycle
65578,2016S009319,"crash_into_stationary,fall--motorcycle"
65579,2016S009320,frontal-lateral_collision
65580,2016S009321,"lateral_collision,crash_into_stationary"
65581,2016S009322,crash_into_stationary
65582,2016S009323,rear-end_collision
65583,2016S009324,"frontal-lateral_collision,fall--motorcycle"
65584,2016S009325,frontal-lateral_collision
65585,2016S009326,crash_into_stationary
65586,2016S009327,fall--motorcycle
65587,2016S009328,crash_into_stationary
65588,2016S009330,rear-end_collision
65589,2016S009331,frontal-lateral_collision
65590,2016S009332,fall_inside_vehicle
65591,2016S009333,lateral_collision
65592,2016S009334,run_over
65593,2016S009335,crash_into_stationary
65594,2016S009336,run_over
65595,2016S009337,rear-end_collision
65596,2016S009338,lateral_collision
65597,2016S009339,run_over
65598,2016S009340,fall--motorcycle
65599,2016S009341,lateral_collision
65600,2016S009342,crash_into_stationary
65601,2016S009343,crash_into_stationary
65602,2016S009344,rear-end_collision
65603,2016S009345,frontal_collision
65604,2016S009346,fall--motorcycle
65605,2016S009347,multiple_rear-end_collision
65606,2016S009348,fall--motorcycle
65607,2016S009349,"crash_into_stationary,fall--motorcycle"
65608,2016S009350,"overturning,crash_into_stationary"
65609,2016S009351,run_over
65610,2016S009352,rear-end_collision
65611,2016S009353,fall_inside_vehicle
65612,2016S009354,fall--motorcycle
65613,2016S009355,lateral_collision
65614,2016S009356,run_over
65615,2016S009357,"fall--motorcycle,lateral_collision"
65616,2016S009358,rear-end_collision
65617,2016S009359,rear-end_collision
65618,2016S009360,crash_into_stationary
65619,2016S009361,rear-end_collision
65620,2016S009362,"fall--motorcycle,rear-end_collision"
65621,2016S009363,fall_inside_vehicle
65622,2016S009364,frontal-lateral_collision
65623,2016S009365,lateral_collision
65624,2016S009366,"lateral_collision,fall--motorcycle"
65625,2016S009367,lateral_collision
65626,2016S009368,lateral_collision
65627,2016S009369,lateral_collision
65628,2016S009370,frontal-lateral_collision
65629,2016S009371,rear-end_collision
65630,2016S009372,fall--motorcycle
65631,2016S009373,rear-end_collision
65632,2016S009374,lateral_collision
65633,2016S009375,run_over
65634,2016S009376,frontal-lateral_collision
65635,2016S009377,lateral_collision
65636,2016S009378,run_over
65637,2016S009379,lateral_collision
65638,2016S009380,rear-end_collision
65639,2016S009381,rear-end_collision
65640,2016S009382,lateral_collision
65641,2016S009383,lateral_collision
65642,2016S009384,rear-end_collision
65643,2016S009385,run_over
65644,2016S009386,multiple_rear-end_collision
65645,2016S009387,lateral_collision
65646,2016S009388,crash_into_stationary
65647,2016S009389,frontal-lateral_collision
65648,2016S009390,rear-end_collision
65649,2016S009391,frontal-lateral_collision
65650,2016S009392,Other_types
65651,2016S009393,Other_types
65652,2016S009394,fall_inside_vehicle
65653,2016S009395,fall--motorcycle
65654,2016S009396,run_over
65655,2016S009397,rear-end_collision
65656,2016S009398,crash_into_stationary
65657,2016S009399,lateral_collision
65658,2016S009400,multiple_rear-end_collision
65659,2016S009401,crash_into_stationary
65660,2016S009402,"lateral_collision,Other_types"
65661,2016S009403,lateral_collision
65662,2016S009404,lateral_collision
65663,2016S009405,crash_into_stationary
65664,2016S009406,crash_into_stationary
65665,2016S009407,"crash_into_stationary,run_over"
65666,2016S009408,lateral_collision
65667,2016S009409,run_over
65668,2016S009410,multiple_rear-end_collision
65669,2016S009411,lateral_collision
65670,2016S009412,run_over
65671,2016S009413,lateral_collision
65672,2016S009414,lateral_collision
65673,2016S009415,rear-end_collision
65674,2016S009416,"fall--motorcycle,crash_into_stationary"
65675,2016S009417,multiple_rear-end_collision
65676,2016S009418,lateral_collision
65677,2016S009419,lateral_collision
65678,2016S009420,frontal-lateral_collision
65679,2016S009421,lateral_collision
65680,2016S009422,multiple_rear-end_collision
65681,2016S009423,lateral_collision
65682,2016S009424,multiple_rear-end_collision
65683,2016S009425,frontal-lateral_collision
65684,2016S009426,lateral_collision
65685,2016S009427,lateral_collision
65686,2016S009428,lateral_collision
65687,2016S009429,run_over
65688,2016S009430,frontal-lateral_collision
65689,2016S009431,lateral_collision
65690,2016S009432,rear-end_collision
65691,2016S009433,rear-end_collision
65692,2016S009434,run_over
65693,2016S009435,rear-end_collision
65694,2016S009436,multiple_rear-end_collision
65695,2016S009437,frontal-lateral_collision
65696,2016S009438,lateral_collision
65697,2016S009439,crash_into_stationary
65698,2016S009440,lateral_collision
65699,2016S009441,lateral_collision
65700,2016S009442,fall--motorcycle
65701,2016S009443,fall--motorcycle
65702,2016S009444,run_over
65703,2016S009445,run_over
65704,2016S009446,multiple_rear-end_collision
65705,2016S009447,frontal-lateral_collision
65706,2016S009448,frontal-lateral_collision
65707,2016S009449,rear-end_collision
65708,2016S009450,multiple_rear-end_collision
65709,2016S009451,"crash_into_stationary,fall--motorcycle"
