,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,precipType,pressure,solar,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,53.73,0.19,39.31,0.58,partly-cloudy-night,0,0,,,,Partly Cloudy,53.73,2010-01-01 00:00:00,0,6.216,310,15.5,11.58
1,52.88,0.19,35.46,0.51,partly-cloudy-night,0,0,,995.61,,Partly Cloudy,52.88,2010-01-01 01:00:00,0,6.216,261,17.0,8.92
2,51.34,0.19,34.13,0.52,partly-cloudy-night,0,0,,,,Partly Cloudy,51.34,2010-01-01 02:00:00,0,6.216,280,19.49,9.17
3,50.69,0.19,33.0,0.51,partly-cloudy-night,0,0,,,,Partly Cloudy,50.69,2010-01-01 03:00:00,0,6.216,292,23.99,14.0
4,50.69,0.19,32.31,0.49,partly-cloudy-night,0,0,,996.9,,Partly Cloudy,50.69,2010-01-01 04:00:00,0,6.216,307,28.77,15.3
5,43.75,0.19,32.28,0.52,partly-cloudy-night,0,0,,,,Partly Cloudy,49.15,2010-01-01 05:00:00,0,6.216,282,27.62,14.2
6,44.43,0.44,31.82,0.54,partly-cloudy-night,0,0,,,,Partly Cloudy,47.72,2010-01-01 06:00:00,0,6.216,277,20.98,7.01
7,43.77,0.19,29.99,0.5,partly-cloudy-night,0,0,,998.6,,Partly Cloudy,47.72,2010-01-01 07:00:00,0,6.216,269,18.99,8.51
8,44.14,0.19,28.04,0.46,partly-cloudy-night,0,0,,,,Partly Cloudy,47.95,2010-01-01 08:00:00,0,6.216,247,17.48,8.32
9,43.97,0.19,28.94,0.47,partly-cloudy-day,0,0,,,"{'azimuth': 128, 'altitude': 6, 'dni': 252.5, 'ghi': 27.8, 'dhi': 2.5, 'etr': 1407.4}",Partly Cloudy,48.36,2010-01-01 09:00:00,0,6.216,261,19.99,10.09
10,51.23,0.19,29.38,0.43,partly-cloudy-day,0,0,,1000.4,"{'azimuth': 139, 'altitude': 14, 'dni': 524.3, 'ghi': 138.9, 'dhi': 12.6, 'etr': 1407.4}",Partly Cloudy,51.23,2010-01-01 10:00:00,0,6.216,286,24.52,13.25
11,53.07,0.19,30.01,0.41,partly-cloudy-day,0,0,,,"{'azimuth': 152, 'altitude': 20, 'dni': 641.1, 'ghi': 244.9, 'dhi': 22.3, 'etr': 1407.4}",Partly Cloudy,53.07,2010-01-01 11:00:00,1,6.216,320,21.96,9.03
12,54.0,0.19,30.73,0.41,partly-cloudy-day,0,0,,,"{'azimuth': 166, 'altitude': 24, 'dni': 693.8, 'ghi': 314.8, 'dhi': 28.6, 'etr': 1407.4}",Partly Cloudy,54.0,2010-01-01 12:00:00,1,6.216,299,32.09,18.66
13,54.18,0.19,30.33,0.4,partly-cloudy-day,0,0,,1001.4,"{'azimuth': 181, 'altitude': 26, 'dni': 707.6, 'ghi': 336.4, 'dhi': 30.6, 'etr': 1407.4}",Partly Cloudy,54.18,2010-01-01 13:00:00,2,6.216,307,31.05,14.66
14,54.91,0.19,31.57,0.41,partly-cloudy-day,0,0,,,"{'azimuth': 196, 'altitude': 24, 'dni': 688, 'ghi': 306.3, 'dhi': 27.8, 'etr': 1407.4}",Partly Cloudy,54.91,2010-01-01 14:00:00,1,6.216,280,32.11,17.97
15,55.55,0.19,32.75,0.42,partly-cloudy-day,0,0,,,"{'azimuth': 210, 'altitude': 19, 'dni': 627.2, 'ghi': 229.2, 'dhi': 20.8, 'etr': 1407.4}",Partly Cloudy,55.55,2010-01-01 15:00:00,1,6.216,288,16.99,11.62
16,55.84,0.19,32.17,0.41,partly-cloudy-day,0,0,,,"{'azimuth': 223, 'altitude': 13, 'dni': 494.1, 'ghi': 119.2, 'dhi': 10.8, 'etr': 1407.4}",Partly Cloudy,55.84,2010-01-01 16:00:00,0,6.216,280,24.07,11.09
17,55.83,0.19,33.08,0.42,partly-cloudy-day,0,0,,,"{'azimuth': 234, 'altitude': 4, 'dni': 175.8, 'ghi': 14.3, 'dhi': 1.3, 'etr': 1407.4}",Partly Cloudy,55.83,2010-01-01 17:00:00,0,6.216,281,18.0,17.55
18,54.2,0.19,33.49,0.45,partly-cloudy-night,0,0,,,,Partly Cloudy,54.2,2010-01-01 18:00:00,0,6.216,280,23.54,12.78
19,52.23,0.19,33.89,0.5,partly-cloudy-night,0,0,,,,Partly Cloudy,52.23,2010-01-01 19:00:00,0,6.216,303,14.99,8.47
20,51.34,0.19,34.32,0.52,partly-cloudy-night,0,0,,,,Partly Cloudy,51.34,2010-01-01 20:00:00,0,6.216,310,16.0,7.51
21,51.93,0.19,35.31,0.53,partly-cloudy-night,0,0,,,,Partly Cloudy,51.93,2010-01-01 21:00:00,0,6.216,282,15.5,9.62
22,50.69,0.19,35.95,0.57,partly-cloudy-night,0,0,,,,Partly Cloudy,50.69,2010-01-01 22:00:00,0,6.216,292,15.99,13.23
23,50.99,,35.59,0.55,clear-night,0,0,,,,Clear,50.99,2010-01-01 23:00:00,0,,330,19.99,6.0
24,45.97,,35.82,0.61,clear-night,0,0,,,,Clear,48.82,2010-01-02 00:00:00,0,,309,12.5,6.58
25,46.67,,36.02,0.61,clear-night,0,0,,,,Clear,48.82,2010-01-02 01:00:00,0,,319,14.51,5.26
26,45.42,,35.9,0.62,clear-night,0,0,,,,Clear,48.5,2010-01-02 02:00:00,0,,315,9.0,6.92
27,43.06,,35.26,0.64,clear-night,0,0,,,,Clear,46.96,2010-01-02 03:00:00,0,,306,9.0,8.03
28,44.18,,34.86,0.66,clear-night,0,0,,,,Clear,45.75,2010-01-02 04:00:00,0,,322,9.98,3.74
29,45.81,,34.21,0.59,clear-night,0,0,,,,Clear,47.64,2010-01-02 05:00:00,0,,302,8.99,4.45
30,44.53,,34.37,0.67,clear-night,0,0,,,,Clear,44.53,2010-01-02 06:00:00,0,,317,10.99,2.17
31,40.23,,34.0,0.67,clear-night,0,0,,,,Clear,44.21,2010-01-02 07:00:00,0,,334,12.49,6.96
32,41.16,,33.41,0.64,clear-night,0,0,,,,Clear,45.0,2010-01-02 08:00:00,0,,299,12.99,7.01
33,43.31,,33.99,0.61,clear-day,0,0,,,"{'azimuth': 128, 'altitude': 6, 'etr': 1407.4}",Clear,46.65,2010-01-02 09:00:00,,,299,15.49,6.68
34,41.66,0.25,34.39,0.63,partly-cloudy-day,0,0,,1016.29,"{'azimuth': 139, 'altitude': 14, 'dni': 508.2, 'ghi': 134.7, 'dhi': 12.2, 'etr': 1407.4}",Partly Cloudy,46.11,2010-01-02 10:00:00,0,,296,12.0,8.85
35,50.67,,36.55,0.58,clear-day,0,0,,1016.19,"{'azimuth': 152, 'altitude': 20, 'etr': 1407.4}",Clear,50.67,2010-01-02 11:00:00,,10.0,302,10.51,4.38
36,51.17,,36.57,0.57,clear-day,0,0,,1016.19,"{'azimuth': 166, 'altitude': 24, 'etr': 1407.4}",Clear,51.17,2010-01-02 12:00:00,,10.0,243,26.0,5.07
37,51.62,0.19,35.03,0.53,partly-cloudy-day,0,0,,1017.38,"{'azimuth': 181, 'altitude': 26, 'dni': 708.6, 'ghi': 337.9, 'dhi': 30.7, 'etr': 1407.4}",Partly Cloudy,51.62,2010-01-02 13:00:00,2,6.216,291,22.0,2.82
38,51.42,0.19,36.51,0.57,partly-cloudy-day,0,0,,,"{'azimuth': 196, 'altitude': 24, 'dni': 689.3, 'ghi': 308.2, 'dhi': 28, 'etr': 1407.4}",Partly Cloudy,51.42,2010-01-02 14:00:00,1,6.216,327,12.01,1.69
39,53.59,0.19,36.51,0.52,partly-cloudy-day,0,0,,,"{'azimuth': 210, 'altitude': 20, 'dni': 629.2, 'ghi': 231.3, 'dhi': 21, 'etr': 1407.4}",Partly Cloudy,53.59,2010-01-02 15:00:00,1,6.216,290,20.73,1.83
40,51.42,0.19,35.11,0.54,partly-cloudy-day,0,0,,1018.49,"{'azimuth': 223, 'altitude': 13, 'dni': 497.4, 'ghi': 121.3, 'dhi': 11, 'etr': 1407.4}",Partly Cloudy,51.42,2010-01-02 16:00:00,0,6.216,279,5.01,1.0
41,50.51,0.19,36.44,0.58,partly-cloudy-day,0,0,,,"{'azimuth': 234, 'altitude': 4, 'dni': 183.2, 'ghi': 15.4, 'dhi': 1.4, 'etr': 1407.4}",Partly Cloudy,50.51,2010-01-02 17:00:00,0,6.216,124,5.01,1.76
42,49.07,0.19,39.33,0.69,partly-cloudy-night,0,0,,,,Partly Cloudy,49.07,2010-01-02 18:00:00,0,6.216,98,4.52,1.97
43,49.47,0.75,43.0,0.78,partly-cloudy-night,0,0,,1020.41,,Mostly Cloudy,49.47,2010-01-02 19:00:00,0,6.216,96,6.02,2.65
44,51.9,0.75,43.97,0.74,partly-cloudy-night,0,0,,,,Mostly Cloudy,51.9,2010-01-02 20:00:00,0,6.216,137,5.01,3.83
45,51.35,0.75,42.89,0.73,partly-cloudy-night,0,0,,,,Mostly Cloudy,51.35,2010-01-02 21:00:00,0,6.216,119,6.02,3.52
46,50.03,0.75,42.47,0.75,partly-cloudy-night,0,0,,1021.49,,Mostly Cloudy,50.03,2010-01-02 22:00:00,0,6.216,101,8.51,3.53
47,49.63,0.75,41.15,0.72,partly-cloudy-night,0,0,,,,Mostly Cloudy,49.63,2010-01-02 23:00:00,0,6.216,90,8.51,2.5
48,49.15,0.75,41.1,0.74,partly-cloudy-night,0,0,,,,Mostly Cloudy,49.15,2010-01-03 00:00:00,0,6.216,104,6.5,2.5
49,47.97,0.75,38.01,0.67,partly-cloudy-night,0,0,,1021.79,,Mostly Cloudy,48.49,2010-01-03 01:00:00,0,6.216,90,6.51,3.0
50,47.97,0.75,38.11,0.67,partly-cloudy-night,0,0,,,,Mostly Cloudy,48.49,2010-01-03 02:00:00,0,6.216,90,6.01,3.0
51,47.79,0.75,38.21,0.69,partly-cloudy-night,0,0,,,,Mostly Cloudy,47.79,2010-01-03 03:00:00,0,6.216,91,4.01,2.41
52,47.51,0.75,38.19,0.7,partly-cloudy-night,0,0,,1020.78,,Mostly Cloudy,47.51,2010-01-03 04:00:00,0,6.216,90,4.5,2.12
53,46.96,0.75,39.56,0.75,partly-cloudy-night,0,0,,,,Mostly Cloudy,46.96,2010-01-03 05:00:00,0,6.216,49,3.5,1.0
54,46.96,0.44,39.66,0.76,partly-cloudy-night,0,0,,,,Partly Cloudy,46.96,2010-01-03 06:00:00,0,6.216,330,5.51,2.01
55,43.84,0.44,38.67,0.77,partly-cloudy-night,0,0,,1019.49,,Partly Cloudy,45.44,2010-01-03 07:00:00,0,6.216,350,6.5,3.71
56,43.06,0.19,39.1,0.86,partly-cloudy-night,0,0,,,,Partly Cloudy,43.06,2010-01-03 08:00:00,0,6.216,322,6.5,2.55
57,43.06,0.19,39.16,0.86,partly-cloudy-day,0,0,,,"{'azimuth': 127, 'altitude': 6, 'dni': 252.4, 'ghi': 27.8, 'dhi': 2.5, 'etr': 1407.4}",Partly Cloudy,43.06,2010-01-03 09:00:00,0,6.216,314,6.5,2.29
58,46.68,0.44,40.01,0.77,partly-cloudy-day,0,0,,,"{'azimuth': 139, 'altitude': 14, 'dni': 446.2, 'ghi': 118.5, 'dhi': 10.8, 'etr': 1407.4}",Partly Cloudy,46.68,2010-01-03 10:00:00,0,6.216,308,7.51,2.84
59,49.0,0.44,40.81,0.73,partly-cloudy-day,0,0,,,"{'azimuth': 152, 'altitude': 20, 'dni': 545.8, 'ghi': 209.3, 'dhi': 19, 'etr': 1407.4}",Partly Cloudy,49.0,2010-01-03 11:00:00,1,6.216,299,7.0,2.41
60,51.19,0.59,41.53,0.69,partly-cloudy-day,0,0,,,"{'azimuth': 166, 'altitude': 25, 'dni': 502.6, 'ghi': 229.3, 'dhi': 20.8, 'etr': 1407.4}",Mostly Cloudy,51.19,2010-01-03 12:00:00,1,6.216,283,7.0,2.41
61,54.63,0.59,43.71,0.67,partly-cloudy-day,0,0,,1020.01,"{'azimuth': 181, 'altitude': 26, 'dni': 512.9, 'ghi': 245.5, 'dhi': 22.3, 'etr': 1407.4}",Mostly Cloudy,54.63,2010-01-03 13:00:00,2,6.216,247,6.01,4.07
62,54.81,0.44,44.28,0.68,partly-cloudy-day,0,0,,1020.01,"{'azimuth': 196, 'altitude': 24, 'dni': 586.9, 'ghi': 263.6, 'dhi': 24, 'etr': 1407.4}",Partly Cloudy,54.81,2010-01-03 14:00:00,1,6.216,137,3.01,2.39
63,56.24,0.44,44.39,0.64,partly-cloudy-day,0,0,,,"{'azimuth': 210, 'altitude': 20, 'dni': 536.3, 'ghi': 198.4, 'dhi': 18, 'etr': 1407.4}",Partly Cloudy,56.24,2010-01-03 15:00:00,1,6.216,172,4.01,4.01
64,55.54,0.31,45.45,0.69,partly-cloudy-day,0,0,,,"{'azimuth': 223, 'altitude': 13, 'dni': 467.1, 'ghi': 115.1, 'dhi': 10.5, 'etr': 1407.4}",Partly Cloudy,55.54,2010-01-03 16:00:00,0,6.216,121,3.5,0.81
65,54.36,0.31,46.44,0.75,partly-cloudy-day,0,0,,,"{'azimuth': 234, 'altitude': 5, 'dni': 177.9, 'ghi': 15.4, 'dhi': 1.4, 'etr': 1407.4}",Partly Cloudy,54.36,2010-01-03 17:00:00,0,6.216,117,4.5,3.25
66,53.91,0.31,46.69,0.76,partly-cloudy-night,0,0,,,,Partly Cloudy,53.91,2010-01-03 18:00:00,0,6.216,140,1.5,1.38
67,53.32,0.44,47.55,0.81,partly-cloudy-night,0,0,,1015.52,,Partly Cloudy,53.32,2010-01-03 19:00:00,0,6.216,258,2.5,2.17
68,52.2,0.44,48.09,0.86,partly-cloudy-night,0,0,,1015.52,,Partly Cloudy,52.2,2010-01-03 20:00:00,0,6.216,260,3.51,2.17
69,51.01,0.44,47.9,0.89,partly-cloudy-night,0,0,,,,Partly Cloudy,51.01,2010-01-03 21:00:00,0,6.216,275,2.99,2.5
70,51.01,0.44,47.69,0.88,partly-cloudy-night,0,0,,1013.71,,Partly Cloudy,51.01,2010-01-03 22:00:00,0,6.216,225,2.99,2.29
71,51.01,0.44,47.26,0.87,partly-cloudy-night,0,0,,,,Partly Cloudy,51.01,2010-01-03 23:00:00,0,6.216,258,5.01,1.0
72,50.69,0.19,45.9,0.84,partly-cloudy-night,0,0,,,,Partly Cloudy,50.69,2010-01-04 00:00:00,0,6.216,285,3.99,1.5
73,50.69,0.44,44.61,0.8,partly-cloudy-night,0,0,,1012.91,,Partly Cloudy,50.69,2010-01-04 01:00:00,0,6.216,282,6.0,1.62
74,49.15,0.75,42.93,0.79,partly-cloudy-night,0,0,,,,Mostly Cloudy,49.15,2010-01-04 02:00:00,0,6.216,332,5.01,0.88
75,48.82,0.75,41.38,0.75,partly-cloudy-night,0,0,,,,Mostly Cloudy,48.82,2010-01-04 03:00:00,0,6.216,304,4.5,1.5
76,48.82,0.44,41.81,0.77,partly-cloudy-night,0,0,,1011.9,,Partly Cloudy,48.82,2010-01-04 04:00:00,0,6.216,265,5.5,2.5
77,46.15,0.19,41.55,0.8,partly-cloudy-night,0,0,,,,Partly Cloudy,47.29,2010-01-04 05:00:00,0,6.216,327,4.5,3.5
78,45.75,0.19,42.53,0.88,partly-cloudy-night,0,0,,,,Partly Cloudy,45.75,2010-01-04 06:00:00,0,6.216,0,4.5,0.5
79,46.44,0.19,42.76,0.87,partly-cloudy-night,0,0,,1012.09,,Partly Cloudy,46.44,2010-01-04 07:00:00,0,6.216,324,4.01,2.12
80,47.06,0.59,42.85,0.85,partly-cloudy-night,0,0,,,,Mostly Cloudy,47.06,2010-01-04 08:00:00,0,6.216,296,3.52,1.73
81,47.03,0.75,42.89,0.85,partly-cloudy-day,0,0,,,"{'azimuth': 127, 'altitude': 6, 'dni': 143.6, 'ghi': 15.9, 'dhi': 1.4, 'etr': 1407.4}",Mostly Cloudy,47.03,2010-01-04 09:00:00,0,6.216,302,3.52,2.16
82,48.18,0.75,44.44,0.87,partly-cloudy-day,0,0,,1012.71,"{'azimuth': 139, 'altitude': 14, 'dni': 298.6, 'ghi': 79.5, 'dhi': 7.2, 'etr': 1407.4}",Mostly Cloudy,48.18,2010-01-04 10:00:00,0,5.591,323,4.01,1.66
83,50.04,0.75,45.12,0.83,partly-cloudy-day,0,0,,,"{'azimuth': 151, 'altitude': 20, 'dni': 365.2, 'ghi': 140.4, 'dhi': 12.8, 'etr': 1407.4}",Mostly Cloudy,50.04,2010-01-04 11:00:00,1,5.591,26,3.5,1.74
84,51.53,0.75,45.13,0.79,partly-cloudy-day,0,0,,,"{'azimuth': 166, 'altitude': 25, 'dni': 395.4, 'ghi': 180.9, 'dhi': 16.4, 'etr': 1407.4}",Mostly Cloudy,51.53,2010-01-04 12:00:00,1,5.285,50,5.51,1.42
85,51.42,0.75,46.46,0.83,partly-cloudy-day,0,0,,1011.0,"{'azimuth': 181, 'altitude': 26, 'dni': 403.6, 'ghi': 193.9, 'dhi': 17.6, 'etr': 1407.4}",Mostly Cloudy,51.42,2010-01-04 13:00:00,1,5.591,77,7.01,1.66
86,51.23,0.59,45.81,0.82,partly-cloudy-day,0,0,,,"{'azimuth': 196, 'altitude': 24, 'dni': 500.3, 'ghi': 225.8, 'dhi': 20.5, 'etr': 1407.4}",Mostly Cloudy,51.23,2010-01-04 14:00:00,1,5.591,55,4.01,2.37
87,51.23,0.59,46.22,0.83,partly-cloudy-day,0,0,,,"{'azimuth': 210, 'altitude': 20, 'dni': 457.7, 'ghi': 170.5, 'dhi': 15.5, 'etr': 1407.4}",Mostly Cloudy,51.23,2010-01-04 15:00:00,1,5.591,353,5.5,1.91
88,51.23,0.59,46.35,0.83,partly-cloudy-day,0,0,,1008.6,"{'azimuth': 223, 'altitude': 13, 'dni': 364.6, 'ghi': 90.8, 'dhi': 8.3, 'etr': 1407.4}",Mostly Cloudy,51.23,2010-01-04 16:00:00,0,5.285,94,5.01,1.74
89,51.23,0.59,46.6,0.84,partly-cloudy-day,0,0,,,"{'azimuth': 234, 'altitude': 5, 'dni': 143.5, 'ghi': 12.9, 'dhi': 1.2, 'etr': 1407.4}",Mostly Cloudy,51.23,2010-01-04 17:00:00,0,5.285,82,5.5,1.83
90,51.42,0.59,46.72,0.84,partly-cloudy-night,0,0,,,,Mostly Cloudy,51.42,2010-01-04 18:00:00,0,5.286,90,3.01,0.71
91,51.01,0.44,47.6,0.88,partly-cloudy-night,0,0,,1007.21,,Partly Cloudy,51.01,2010-01-04 19:00:00,0,3.73,90,5.5,3.53
92,50.69,0.75,48.97,0.94,partly-cloudy-night,0,0,,,,Mostly Cloudy,50.69,2010-01-04 20:00:00,0,2.488,99,7.01,4.54
93,50.36,0.75,48.85,0.95,rain,0.0767,1,rain,,,Light Rain,50.36,2010-01-04 21:00:00,0,3.73,23,6.0,3.01
94,50.36,0.75,47.65,0.9,rain,0.0799,1,rain,,,Light Rain,50.36,2010-01-04 22:00:00,0,3.108,70,9.02,3.5
95,48.7,0.75,47.65,0.92,rain,0.0399,1,rain,,,Light Rain,49.93,2010-01-04 23:00:00,0,3.108,32,6.5,4.12
96,48.6,0.75,47.65,0.95,rain,0.0566,1,rain,,,Light Rain,49.15,2010-01-05 00:00:00,0,3.73,39,7,3.13
97,48.46,0.75,47.74,0.95,rain,0.0816,1,rain,,,Light Rain,49.15,2010-01-05 01:00:00,0,4.974,49,8.49,3.29
98,49.15,0.75,47.74,0.95,rain,0.0599,1,rain,,,Light Rain,49.15,2010-01-05 02:00:00,0,3.73,263,6.51,2.01
99,49.43,0.75,47.97,0.95,rain,0.0935,1,rain,,,Light Rain,49.43,2010-01-05 03:00:00,0,3.73,270,8,2.99
100,49.24,0.75,46.34,0.9,rain,0.1301,1,rain,,,Rain,49.24,2010-01-05 04:00:00,0,3.73,313,8.01,2.5
101,49.72,0.75,46.66,0.89,rain,0.0249,1,rain,,,Light Rain,49.72,2010-01-05 05:00:00,0,5.591,288,7.5,2.7
102,49.0,0.75,48.0,0.94,partly-cloudy-night,0.0,0,,,,Mostly Cloudy,49.78,2010-01-05 06:00:00,0,3.73,325,6.01,3.5
103,49.79,0.75,47.9,0.93,partly-cloudy-night,0.0,0,,,,Mostly Cloudy,49.79,2010-01-05 07:00:00,0,3.73,312,6.5,2.7
104,50.1,0.75,46.24,0.87,partly-cloudy-night,0.0,0,,,,Mostly Cloudy,50.1,2010-01-05 08:00:00,0,5.599,314,4.5,1.25
105,50.1,0.75,46.45,0.87,partly-cloudy-day,0.0,0,,,"{'azimuth': 127, 'altitude': 6, 'dni': 144, 'ghi': 15.9, 'dhi': 1.4, 'etr': 1407.4}",Mostly Cloudy,50.1,2010-01-05 09:00:00,0,5.599,280,3.52,1.76
106,49.98,0.75,46.4,0.87,partly-cloudy-day,0.0,0,,999.9,"{'azimuth': 138, 'altitude': 14, 'dni': 299.1, 'ghi': 79.8, 'dhi': 7.3, 'etr': 1407.4}",Mostly Cloudy,49.98,2010-01-05 10:00:00,0,5.906,314,6,2.13
107,50.91,0.75,47.32,0.87,partly-cloudy-day,0.0,0,,,"{'azimuth': 151, 'altitude': 21, 'dni': 365.7, 'ghi': 141, 'dhi': 12.8, 'etr': 1407.4}",Mostly Cloudy,50.91,2010-01-05 11:00:00,1,5.906,321,4.52,1.35
108,51.26,0.75,47.04,0.85,rain,0.0333,1,rain,,"{'azimuth': 166, 'altitude': 25, 'dni': 395.9, 'ghi': 181.8, 'dhi': 16.5, 'etr': 1407.4}",Light Rain,51.26,2010-01-05 12:00:00,1,5.599,5,3.5,1.0
109,51.82,0.75,47.23,0.84,rain,0.0067,1,rain,999.3,"{'azimuth': 181, 'altitude': 26, 'dni': 404.2, 'ghi': 195, 'dhi': 17.7, 'etr': 1407.4}",Drizzle,51.82,2010-01-05 13:00:00,2,5.599,66,3.01,1.26
110,53.27,0.75,47.15,0.8,partly-cloudy-day,0.0,0,,,"{'azimuth': 196, 'altitude': 24, 'dni': 393.9, 'ghi': 178.7, 'dhi': 16.2, 'etr': 1407.4}",Mostly Cloudy,53.27,2010-01-05 14:00:00,1,5.599,60,3.01,1.93
111,52.55,0.75,47.0,0.81,partly-cloudy-day,0.0,0,,,"{'azimuth': 210, 'altitude': 20, 'dni': 360.8, 'ghi': 135.3, 'dhi': 12.3, 'etr': 1407.4}",Mostly Cloudy,52.55,2010-01-05 15:00:00,1,5.599,1,4.52,1.51
112,52.35,0.75,46.26,0.8,partly-cloudy-day,0.0,0,,999.7,"{'azimuth': 223, 'altitude': 13, 'dni': 288.5, 'ghi': 72.7, 'dhi': 6.6, 'etr': 1407.4}",Mostly Cloudy,52.35,2010-01-05 16:00:00,0,4.673,13,3.99,2.98
113,50.72,0.75,45.94,0.84,rain,0.0399,1,rain,,"{'azimuth': 234, 'altitude': 5, 'dni': 117.2, 'ghi': 10.8, 'dhi': 1, 'etr': 1407.4}",Light Rain,50.72,2010-01-05 17:00:00,0,4.657,0,19.55,0.42
114,50.78,0.75,46.64,0.86,rain,0.0199,1,rain,,,Light Rain,50.78,2010-01-05 18:00:00,0,4.371,90,3.51,0.71
115,50.36,0.75,45.95,0.85,partly-cloudy-night,0.0,0,,1001.0,,Mostly Cloudy,50.36,2010-01-05 19:00:00,0,6.216,75,4.01,1.5
116,50.03,0.75,45.46,0.84,partly-cloudy-night,0.0,0,,,,Mostly Cloudy,50.03,2010-01-05 20:00:00,0,6.216,62,2.5,1.0
117,49.15,0.75,44.92,0.85,partly-cloudy-night,0.0,0,,,,Mostly Cloudy,49.15,2010-01-05 21:00:00,0,6.216,90,2.5,1.5
118,48.32,0.75,44.92,0.88,partly-cloudy-night,0.0,0,,1002.0,,Mostly Cloudy,48.32,2010-01-05 22:00:00,0,6.216,65,2.99,1.0
119,48.32,0.75,45.76,0.91,partly-cloudy-night,0.0,0,,,,Mostly Cloudy,48.32,2010-01-05 23:00:00,0,6.216,90,1.5,1.0
120,48.49,0.44,45.69,0.9,rain,0.0133,1,rain,,,Drizzle,48.49,2010-01-06 00:00:00,0,3.73,223,3,2.41
121,48.49,0.75,45.69,0.9,rain,0.0267,1,rain,1002.4,,Light Rain,48.49,2010-01-06 01:00:00,0,6.216,272,6,1.99
122,46.22,0.75,39.65,0.74,partly-cloudy-night,0.0,0,,,,Mostly Cloudy,47.62,2010-01-06 02:00:00,0,6.216,325,8.99,3.87
123,41.72,0.75,35.1,0.67,partly-cloudy-night,0.0,0,,,,Mostly Cloudy,45.44,2010-01-06 03:00:00,0,6.216,304,8,6.94
124,41.19,0.44,34.56,0.7,partly-cloudy-night,0.0,0,,1002.6,,Partly Cloudy,43.56,2010-01-06 04:00:00,0,6.216,315,7.99,4.29
125,39.2,0.44,34.97,0.71,partly-cloudy-night,0.0,0,,,,Partly Cloudy,43.79,2010-01-06 05:00:00,0,6.216,327,7.99,7.99
126,39.64,0.44,32.38,0.65,partly-cloudy-night,0.0,0,,,,Partly Cloudy,43.56,2010-01-06 06:00:00,0,6.216,332,10.99,6.61
127,43.88,0.19,31.96,0.63,partly-cloudy-night,0.0,0,,1002.6,,Partly Cloudy,43.88,2010-01-06 07:00:00,0,6.216,268,8,2.88
128,40.35,0.31,30.64,0.64,partly-cloudy-night,0.0,0,,,,Partly Cloudy,41.92,2010-01-06 08:00:00,0,6.216,274,8.49,3.17
129,38.02,0.31,31.15,0.69,partly-cloudy-day,0.0,0,,,"{'azimuth': 127, 'altitude': 6, 'dni': 237.5, 'ghi': 26.4, 'dhi': 2.4, 'etr': 1407.4}",Partly Cloudy,40.6,2010-01-06 09:00:00,0,6.216,308,8.52,4.0
130,41.61,0.31,30.92,0.62,partly-cloudy-day,0.0,0,,1004.29,"{'azimuth': 138, 'altitude': 14, 'dni': 492.1, 'ghi': 131.7, 'dhi': 12, 'etr': 1407.4}",Partly Cloudy,42.96,2010-01-06 10:00:00,0,6.216,279,5.51,3.1
131,40.9,0.19,30.21,0.58,partly-cloudy-day,0.0,0,,,"{'azimuth': 151, 'altitude': 21, 'dni': 645, 'ghi': 249.5, 'dhi': 22.7, 'etr': 1407.4}",Partly Cloudy,44.27,2010-01-06 11:00:00,1,6.216,267,7.5,5.9
132,43.99,0.19,30.76,0.54,partly-cloudy-day,0.0,0,,,"{'azimuth': 165, 'altitude': 25, 'dni': 698.3, 'ghi': 321.7, 'dhi': 29.2, 'etr': 1407.4}",Partly Cloudy,46.64,2010-01-06 12:00:00,2,6.216,310,8.49,5.46
133,45.68,0.19,31.11,0.51,partly-cloudy-day,0.0,0,,1004.29,"{'azimuth': 181, 'altitude': 26, 'dni': 713.1, 'ghi': 345.4, 'dhi': 31.4, 'etr': 1407.4}",Partly Cloudy,48.28,2010-01-06 13:00:00,2,6.216,281,7.5,5.9
134,47.79,0.19,29.23,0.45,partly-cloudy-day,0.0,0,,,"{'azimuth': 196, 'altitude': 24, 'dni': 695.2, 'ghi': 317.1, 'dhi': 28.8, 'etr': 1407.4}",Partly Cloudy,49.68,2010-01-06 14:00:00,1,6.216,287,7.5,5.1
135,47.58,0.19,28.94,0.44,partly-cloudy-day,0.0,0,,,"{'azimuth': 210, 'altitude': 20, 'dni': 637.6, 'ghi': 240.9, 'dhi': 21.9, 'etr': 1407.4}",Partly Cloudy,49.87,2010-01-06 15:00:00,1,6.216,287,9.5,5.87
136,50.32,0.19,29.27,0.44,partly-cloudy-day,0.0,0,,1004.1,"{'azimuth': 223, 'altitude': 13, 'dni': 511.7, 'ghi': 130.4, 'dhi': 11.9, 'etr': 1407.4}",Partly Cloudy,50.32,2010-01-06 16:00:00,0,6.216,310,7.99,6.75
137,47.24,0.19,29.31,0.46,partly-cloudy-day,0.0,0,,,"{'azimuth': 234, 'altitude': 5, 'dni': 214.4, 'ghi': 20.5, 'dhi': 1.9, 'etr': 1407.4}",Partly Cloudy,49.2,2010-01-06 17:00:00,0,6.216,304,7.5,5.06
