,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,precipType,pressure,solar,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
1249,40.85,0.44,41.57,0.87,partly-cloudy-night,0,0,,1001.4,,Partly Cloudy,45.18,2010-02-22 01:00:00,0,6.216,264,10.49,8.11
1250,44.86,0.19,41.26,0.87,partly-cloudy-night,0,0,,,,Partly Cloudy,44.86,2010-02-22 02:00:00,0,6.216,286,6.99,1.5
1251,44.21,0.19,40.92,0.88,partly-cloudy-night,0,0,,,,Partly Cloudy,44.21,2010-02-22 03:00:00,0,6.216,291,7.5,2.41
1252,43.88,0.19,40.79,0.89,partly-cloudy-night,0,0,,1000.7,,Partly Cloudy,43.88,2010-02-22 04:00:00,0,5.591,324,5.5,2.67
1253,42.75,0.19,40.0,0.86,partly-cloudy-night,0,0,,,,Partly Cloudy,43.88,2010-02-22 05:00:00,0,5.591,346,4.99,3.0
1254,42.81,0.19,39.8,0.82,partly-cloudy-night,0,0,,,,Partly Cloudy,44.94,2010-02-22 06:00:00,0,6.216,299,7.49,4.26
1255,43.55,0.19,40.93,0.84,partly-cloudy-night,0,0,,1000.7,,Partly Cloudy,45.45,2010-02-22 07:00:00,0,6.216,333,7.49,4.08
1256,44.09,0.19,39.66,0.8,partly-cloudy-day,0,0,,,"{'azimuth': 107, 'altitude': 3, 'dni': 125.6, 'ghi': 8.1, 'dhi': 0.7, 'etr': 1390.7}",Partly Cloudy,45.36,2010-02-22 08:00:00,0,6.216,317,4.5,3.34
1257,44.91,0.19,41.63,0.82,partly-cloudy-day,0,0,,,"{'azimuth': 117, 'altitude': 14, 'dni': 515, 'ghi': 135.1, 'dhi': 12.3, 'etr': 1390.7}",Partly Cloudy,46.88,2010-02-22 09:00:00,0,6.216,284,4.48,4.48
1258,54.33,0.19,42.74,0.65,partly-cloudy-day,0,0,,,"{'azimuth': 129, 'altitude': 23, 'dni': 671.8, 'ghi': 291.2, 'dhi': 26.5, 'etr': 1390.7}",Partly Cloudy,54.33,2010-02-22 10:00:00,1,6.216,281,5.01,3.47
1259,57.73,0.19,43.78,0.6,partly-cloudy-day,0,0,,,"{'azimuth': 143, 'altitude': 31, 'dni': 749.2, 'ghi': 424.2, 'dhi': 38.6, 'etr': 1390.6}",Partly Cloudy,57.73,2010-02-22 11:00:00,2,6.216,261,10.02,5.49
1260,58.06,0.19,44.08,0.6,partly-cloudy-day,0,0,,,"{'azimuth': 160, 'altitude': 36, 'dni': 787.6, 'ghi': 513.3, 'dhi': 46.7, 'etr': 1390.6}",Partly Cloudy,58.06,2010-02-22 12:00:00,3,6.216,242,11.8,11.8
1261,57.45,0.31,45.25,0.64,partly-cloudy-day,0,0,,1000.9,"{'azimuth': 178, 'altitude': 38, 'dni': 747.4, 'ghi': 511.3, 'dhi': 46.5, 'etr': 1390.6}",Partly Cloudy,57.45,2010-02-22 13:00:00,4,6.216,235,12.02,8.82
1262,55.56,0.47,46.73,0.72,partly-cloudy-day,0,0,,,"{'azimuth': 197, 'altitude': 37, 'dni': 655.1, 'ghi': 433.1, 'dhi': 39.4, 'etr': 1390.5}",Partly Cloudy,55.56,2010-02-22 14:00:00,3,6.216,225,9.02,8.61
1263,55.74,0.59,46.74,0.72,partly-cloudy-day,0,0,,,"{'azimuth': 214, 'altitude': 32, 'dni': 547.8, 'ghi': 320.1, 'dhi': 29.1, 'etr': 1390.5}",Mostly Cloudy,55.74,2010-02-22 15:00:00,2,6.216,226,8.67,8.67
1264,58.37,0.59,46.45,0.65,partly-cloudy-day,0,0,,998.7,"{'azimuth': 229, 'altitude': 25, 'dni': 497.9, 'ghi': 228.5, 'dhi': 20.8, 'etr': 1390.5}",Mostly Cloudy,58.37,2010-02-22 16:00:00,1,6.216,250,13.0,6.76
1265,57.45,0.59,45.46,0.64,partly-cloudy-day,0,0,,,"{'azimuth': 241, 'altitude': 15, 'dni': 398.3, 'ghi': 117, 'dhi': 10.6, 'etr': 1390.5}",Mostly Cloudy,57.45,2010-02-22 17:00:00,1,6.216,262,7.5,6.14
1266,55.18,0.59,47.26,0.75,partly-cloudy-day,0,0,,,"{'azimuth': 252, 'altitude': 5, 'dni': 161, 'ghi': 16.1, 'dhi': 1.5, 'etr': 1390.4}",Mostly Cloudy,55.18,2010-02-22 18:00:00,0,6.216,231,10.23,10.23
1267,54.37,0.19,46.55,0.75,partly-cloudy-night,0,0,,999.3,,Partly Cloudy,54.37,2010-02-22 19:00:00,0,6.216,231,13.1,13.1
1268,52.67,0.19,46.71,0.8,partly-cloudy-night,0,0,,,,Partly Cloudy,52.67,2010-02-22 20:00:00,0,6.216,239,12.59,12.59
1269,53.51,0.19,46.72,0.78,partly-cloudy-night,0,0,,,,Partly Cloudy,53.51,2010-02-22 21:00:00,0,6.216,234,13.0,10.62
1270,52.88,0.19,47.59,0.82,partly-cloudy-night,0,0,,1001.0,,Partly Cloudy,52.88,2010-02-22 22:00:00,0,6.216,226,8.52,7.95
1271,54.44,0.19,47.58,0.78,partly-cloudy-night,0,0,,,,Partly Cloudy,54.44,2010-02-22 23:00:00,0,6.216,242,7.71,7.71
1272,53.51,0.19,47.69,0.81,partly-cloudy-night,0,0,,,,Partly Cloudy,53.51,2010-02-23 00:00:00,0,6.216,245,7.49,7.49
1273,52.93,0.19,45.02,0.74,partly-cloudy-night,0,0,,1001.5,,Partly Cloudy,52.93,2010-02-23 01:00:00,0,6.216,302,7.3,7.3
1274,54.94,0.19,43.29,0.65,partly-cloudy-night,0,0,,,,Partly Cloudy,54.94,2010-02-23 02:00:00,0,6.216,272,8.99,4.99
1275,54.1,0.19,43.38,0.67,partly-cloudy-night,0,0,,,,Partly Cloudy,54.1,2010-02-23 03:00:00,0,6.216,254,10.51,9.52
1276,55.44,0.19,40.87,0.58,partly-cloudy-night,0,0,,1001.6,,Partly Cloudy,55.44,2010-02-23 04:00:00,0,6.216,281,11.01,9.02
1277,55.42,0.19,40.93,0.58,partly-cloudy-night,0,0,,,,Partly Cloudy,55.42,2010-02-23 05:00:00,0,6.216,281,12.52,10.16
1278,56.85,0.19,39.97,0.53,partly-cloudy-night,0,0,,,,Partly Cloudy,56.85,2010-02-23 06:00:00,0,6.216,263,13.01,11.96
1279,53.44,0.19,41.97,0.65,partly-cloudy-night,0,0,,1002.0,,Partly Cloudy,53.44,2010-02-23 07:00:00,0,6.216,262,12.5,8.0
1280,52.92,0.19,40.98,0.64,partly-cloudy-day,0,0,,,"{'azimuth': 107, 'altitude': 4, 'dni': 140.6, 'ghi': 9.8, 'dhi': 0.9, 'etr': 1390.1}",Partly Cloudy,52.92,2010-02-23 08:00:00,0,6.216,267,10.51,5.39
1281,55.51,0.19,41.8,0.6,partly-cloudy-day,0,0,,,"{'azimuth': 117, 'altitude': 14, 'dni': 521.3, 'ghi': 139.5, 'dhi': 12.7, 'etr': 1390}",Partly Cloudy,55.51,2010-02-23 09:00:00,0,6.216,248,11.02,9.11
1282,58.35,0.19,42.31,0.55,partly-cloudy-day,0,0,,,"{'azimuth': 129, 'altitude': 24, 'dni': 675.3, 'ghi': 296.4, 'dhi': 26.9, 'etr': 1390}",Partly Cloudy,58.35,2010-02-23 10:00:00,1,6.216,251,12.01,10.94
1283,59.83,0.19,43.85,0.55,partly-cloudy-day,0,0,,,"{'azimuth': 143, 'altitude': 31, 'dni': 751.6, 'ghi': 429.8, 'dhi': 39.1, 'etr': 1390}",Partly Cloudy,59.83,2010-02-23 11:00:00,2,6.216,264,13.07,13.07
1284,60.71,0.19,44.2,0.54,partly-cloudy-day,0,0,,,"{'azimuth': 160, 'altitude': 37, 'dni': 789.6, 'ghi': 519, 'dhi': 47.2, 'etr': 1390}",Partly Cloudy,60.71,2010-02-23 12:00:00,3,6.216,267,14.99,12.96
1285,63.38,0.19,43.96,0.49,partly-cloudy-day,0,0,,,"{'azimuth': 179, 'altitude': 39, 'dni': 802.2, 'ghi': 553.2, 'dhi': 50.3, 'etr': 1389.9}",Partly Cloudy,63.38,2010-02-23 13:00:00,4,6.216,280,16.0,13.68
1286,63.55,0.19,42.75,0.47,partly-cloudy-day,0,0,,,"{'azimuth': 197, 'altitude': 37, 'dni': 793.2, 'ghi': 528.6, 'dhi': 48.1, 'etr': 1389.9}",Partly Cloudy,63.55,2010-02-23 14:00:00,4,6.216,278,32.24,16.7
1287,65.01,0.19,41.19,0.42,partly-cloudy-day,0,0,,,"{'azimuth': 214, 'altitude': 32, 'dni': 760, 'ghi': 448, 'dhi': 40.7, 'etr': 1389.9}",Partly Cloudy,65.01,2010-02-23 15:00:00,3,6.216,279,19.99,16.07
1288,64.15,0.19,43.27,0.47,partly-cloudy-day,0,0,,,"{'azimuth': 229, 'altitude': 25, 'dni': 691.6, 'ghi': 320.9, 'dhi': 29.2, 'etr': 1389.9}",Partly Cloudy,64.15,2010-02-23 16:00:00,2,6.216,279,28.77,14.9
1289,63.44,0.19,43.43,0.48,partly-cloudy-day,0,0,,,"{'azimuth': 241, 'altitude': 16, 'dni': 555.8, 'ghi': 165.8, 'dhi': 15.1, 'etr': 1389.8}",Partly Cloudy,63.44,2010-02-23 17:00:00,1,6.216,244,14.99,11.44
1290,61.14,0.19,44.43,0.54,partly-cloudy-day,0,0,,,"{'azimuth': 252, 'altitude': 5, 'dni': 233.9, 'ghi': 24.3, 'dhi': 2.2, 'etr': 1389.8}",Partly Cloudy,61.14,2010-02-23 18:00:00,0,6.216,242,16.0,14.03
1291,58.86,0.19,43.04,0.56,partly-cloudy-night,0,0,,,,Partly Cloudy,58.86,2010-02-23 19:00:00,0,6.216,248,11.88,11.88
1292,57.87,0.19,41.45,0.54,partly-cloudy-night,0,0,,,,Partly Cloudy,57.87,2010-02-23 20:00:00,0,6.216,270,11.5,10.94
1293,57.44,0.19,41.47,0.55,partly-cloudy-night,0,0,,,,Partly Cloudy,57.44,2010-02-23 21:00:00,0,6.216,270,10.51,9.06
1294,56.73,0.19,42.72,0.59,partly-cloudy-night,0,0,,1004.81,,Partly Cloudy,56.73,2010-02-23 22:00:00,0,6.216,306,13.5,10.49
1295,55.73,0.19,42.47,0.61,partly-cloudy-night,0,0,,,,Partly Cloudy,55.73,2010-02-23 23:00:00,0,6.216,310,8.49,7.0
1296,56.64,0.19,41.51,0.57,partly-cloudy-night,0,0,,,,Partly Cloudy,56.64,2010-02-24 00:00:00,0,6.216,306,8.49,1.29
1297,55.96,0.19,41.41,0.58,partly-cloudy-night,0,0,,1005.3,,Partly Cloudy,55.96,2010-02-24 01:00:00,0,6.216,274,12.51,12.07
1298,55.44,0.19,41.14,0.59,partly-cloudy-night,0,0,,,,Partly Cloudy,55.44,2010-02-24 02:00:00,0,6.216,295,32.02,3.71
1299,55.42,0.19,41.29,0.59,partly-cloudy-night,0,0,,,,Partly Cloudy,55.42,2010-02-24 03:00:00,0,6.216,300,11.51,4.0
1300,54.43,0.19,41.83,0.62,partly-cloudy-night,0,0,,1004.7,,Partly Cloudy,54.43,2010-02-24 04:00:00,0,6.216,285,10.49,5.58
1301,54.03,0.19,41.13,0.62,partly-cloudy-night,0,0,,,,Partly Cloudy,54.03,2010-02-24 05:00:00,0,6.216,312,8.49,6.16
1302,56.29,0.19,40.79,0.56,partly-cloudy-night,0,0,,,,Partly Cloudy,56.29,2010-02-24 06:00:00,0,6.216,283,8.99,3.21
1303,54.76,0.19,40.35,0.58,partly-cloudy-night,0,0,,1005.3,,Partly Cloudy,54.76,2010-02-24 07:00:00,0,6.216,279,13.99,8.17
1304,53.78,0.19,40.09,0.6,partly-cloudy-day,0,0,,,"{'azimuth': 106, 'altitude': 4, 'dni': 155.6, 'ghi': 11.7, 'dhi': 1.1, 'etr': 1389.4}",Partly Cloudy,53.78,2010-02-24 08:00:00,0,6.216,245,12.01,8.34
1305,56.48,0.19,40.59,0.55,partly-cloudy-day,0,0,,,"{'azimuth': 117, 'altitude': 14, 'dni': 527.5, 'ghi': 144.1, 'dhi': 13.1, 'etr': 1389.4}",Partly Cloudy,56.48,2010-02-24 09:00:00,0,6.216,251,13.0,10.01
1306,59.03,0.19,39.86,0.49,partly-cloudy-day,0,0,,1007.6,"{'azimuth': 129, 'altitude': 24, 'dni': 678.8, 'ghi': 301.7, 'dhi': 27.4, 'etr': 1389.4}",Partly Cloudy,59.03,2010-02-24 10:00:00,1,6.216,269,13.0,12.07
1307,61.74,0.19,36.53,0.39,partly-cloudy-day,0,0,,,"{'azimuth': 143, 'altitude': 32, 'dni': 754, 'ghi': 435.4, 'dhi': 39.6, 'etr': 1389.4}",Partly Cloudy,61.74,2010-02-24 11:00:00,3,6.216,271,17.65,17.65
1308,62.37,0.19,35.46,0.37,partly-cloudy-day,0,0,,,"{'azimuth': 160, 'altitude': 37, 'dni': 791.4, 'ghi': 524.7, 'dhi': 47.7, 'etr': 1389.3}",Partly Cloudy,62.37,2010-02-24 12:00:00,3,6.216,281,33.7,20.56
1309,63.38,0.19,33.19,0.32,partly-cloudy-day,0,0,,,"{'azimuth': 179, 'altitude': 39, 'dni': 803.9, 'ghi': 558.8, 'dhi': 50.8, 'etr': 1389.3}",Partly Cloudy,63.38,2010-02-24 13:00:00,4,6.216,279,32.24,20.0
1310,65.03,0.25,30.23,0.27,partly-cloudy-day,,,rain,,"{'azimuth': 197, 'altitude': 38, 'dni': 770, 'ghi': 517.3, 'dhi': 47, 'etr': 1389.3}",Partly Cloudy,65.03,2010-02-24 14:00:00,4,,276,,23.61
1311,64.12,0.25,28.41,0.26,partly-cloudy-day,,,rain,,"{'azimuth': 214, 'altitude': 33, 'dni': 738.2, 'ghi': 438.9, 'dhi': 39.9, 'etr': 1389.3}",Partly Cloudy,64.12,2010-02-24 15:00:00,3,,295,,22.48
1312,64.12,0.19,31.1,0.29,partly-cloudy-day,,,rain,,"{'azimuth': 229, 'altitude': 25, 'dni': 694.4, 'ghi': 325.6, 'dhi': 29.6, 'etr': 1389.2}",Partly Cloudy,64.12,2010-02-24 16:00:00,2,6.216,284,38.56,24.76
1313,63.37,0.19,32.03,0.31,partly-cloudy-day,0,0,,,"{'azimuth': 241, 'altitude': 16, 'dni': 560.5, 'ghi': 169.8, 'dhi': 15.4, 'etr': 1389.2}",Partly Cloudy,63.37,2010-02-24 17:00:00,1,6.216,280,35.1,21.71
1314,63.09,0.19,33.81,0.33,partly-cloudy-day,0,0,,,"{'azimuth': 252, 'altitude': 6, 'dni': 244.7, 'ghi': 26.5, 'dhi': 2.4, 'etr': 1389.2}",Partly Cloudy,63.09,2010-02-24 18:00:00,0,6.216,295,35.83,15.5
1315,61.88,0.19,33.87,0.35,partly-cloudy-night,0,0,,1010.7,,Partly Cloudy,61.88,2010-02-24 19:00:00,0,6.216,277,14.99,11.46
1316,60.0,0.25,39.22,0.46,partly-cloudy-night,,,rain,,,Partly Cloudy,60.0,2010-02-24 20:00:00,0,,281,,10.29
1317,56.39,0.25,41.0,0.56,partly-cloudy-night,,,rain,,,Partly Cloudy,56.39,2010-02-24 21:00:00,0,,251,,11.39
1318,50.99,0.25,36.49,0.57,partly-cloudy-night,,,rain,1011.21,,Partly Cloudy,50.99,2010-02-24 22:00:00,0,,260,,8.05
1319,52.79,0.25,39.22,0.6,partly-cloudy-night,,,rain,,,Partly Cloudy,52.79,2010-02-24 23:00:00,0,,240,,4.69
1320,51.15,0.19,40.24,0.66,partly-cloudy-night,0,0,,,,Partly Cloudy,51.15,2010-02-25 00:00:00,0,6.216,244,5.5,5.12
1321,50.33,0.19,40.24,0.68,partly-cloudy-night,0,0,,,,Partly Cloudy,50.33,2010-02-25 01:00:00,0,6.216,276,6.28,6.28
1322,52.44,0.19,40.11,0.63,partly-cloudy-night,0,0,,,,Partly Cloudy,52.44,2010-02-25 02:00:00,0,6.216,245,7.71,7.71
1323,54.76,0.19,42.12,0.62,partly-cloudy-night,0,0,,,,Partly Cloudy,54.76,2010-02-25 03:00:00,0,6.216,263,8.84,8.84
1324,54.52,0.19,41.85,0.62,partly-cloudy-night,0,0,,1009.1,,Partly Cloudy,54.52,2010-02-25 04:00:00,0,6.216,253,10.04,10.04
1325,53.51,0.19,43.24,0.68,partly-cloudy-night,0,0,,,,Partly Cloudy,53.51,2010-02-25 05:00:00,0,6.216,245,10.51,10.26
1326,53.22,0.19,43.34,0.69,partly-cloudy-night,0,0,,,,Partly Cloudy,53.22,2010-02-25 06:00:00,0,6.216,248,11.54,11.54
1327,53.51,0.19,43.64,0.69,partly-cloudy-night,0,0,,1007.7,,Partly Cloudy,53.51,2010-02-25 07:00:00,0,6.216,289,11.02,7.26
1328,53.42,0.19,42.64,0.67,partly-cloudy-day,0,0,,,"{'azimuth': 106, 'altitude': 4, 'dni': 170.7, 'ghi': 13.7, 'dhi': 1.2, 'etr': 1388.8}",Partly Cloudy,53.42,2010-02-25 08:00:00,0,6.216,351,8.0,4.72
1329,53.61,0.19,43.76,0.69,partly-cloudy-day,0,0,,,"{'azimuth': 117, 'altitude': 15, 'dni': 533.7, 'ghi': 148.7, 'dhi': 13.5, 'etr': 1388.8}",Partly Cloudy,53.61,2010-02-25 09:00:00,0,6.216,324,4.49,3.29
1330,59.09,0.19,45.93,0.62,partly-cloudy-day,0,0,,1007.31,"{'azimuth': 129, 'altitude': 24, 'dni': 682.2, 'ghi': 307.1, 'dhi': 27.9, 'etr': 1388.7}",Partly Cloudy,59.09,2010-02-25 10:00:00,1,6.216,235,10.02,9.09
1331,59.7,0.19,45.81,0.6,partly-cloudy-day,0,0,,,"{'azimuth': 143, 'altitude': 32, 'dni': 756.4, 'ghi': 441.1, 'dhi': 40.1, 'etr': 1388.7}",Partly Cloudy,59.7,2010-02-25 11:00:00,3,6.216,234,10.01,9.98
1332,61.05,0.19,44.71,0.55,partly-cloudy-day,0,0,,,"{'azimuth': 160, 'altitude': 37, 'dni': 793.3, 'ghi': 530.4, 'dhi': 48.2, 'etr': 1388.7}",Partly Cloudy,61.05,2010-02-25 12:00:00,4,6.216,239,14.0,11.38
1333,62.79,0.6,44.54,0.51,partly-cloudy-day,0,0,,1006.0,"{'azimuth': 179, 'altitude': 40, 'dni': 579.4, 'ghi': 405.9, 'dhi': 36.9, 'etr': 1388.7}",Mostly Cloudy,62.79,2010-02-25 13:00:00,3,6.216,249,15.01,10.06
1334,63.83,0.19,44.55,0.49,partly-cloudy-day,0,0,,,"{'azimuth': 198, 'altitude': 38, 'dni': 796.7, 'ghi': 539.5, 'dhi': 49, 'etr': 1388.6}",Partly Cloudy,63.83,2010-02-25 14:00:00,4,6.216,248,14.5,14.32
1335,62.71,0.31,45.17,0.53,partly-cloudy-day,0,0,,,"{'azimuth': 215, 'altitude': 33, 'dni': 713.4, 'ghi': 427.9, 'dhi': 38.9, 'etr': 1388.6}",Partly Cloudy,62.71,2010-02-25 15:00:00,3,6.216,234,15.52,9.6
1336,61.53,0.31,44.82,0.54,partly-cloudy-day,0,0,,1003.6,"{'azimuth': 229, 'altitude': 26, 'dni': 650.9, 'ghi': 308.4, 'dhi': 28, 'etr': 1388.6}",Partly Cloudy,61.53,2010-02-25 16:00:00,2,6.216,223,12.51,12.3
1337,62.08,0.19,45.28,0.54,partly-cloudy-day,0,0,,,"{'azimuth': 242, 'altitude': 16, 'dni': 565, 'ghi': 173.8, 'dhi': 15.8, 'etr': 1388.6}",Partly Cloudy,62.08,2010-02-25 17:00:00,1,6.216,235,13.52,12.97
1338,60.96,0.31,45.01,0.56,partly-cloudy-day,0,0,,,"{'azimuth': 253, 'altitude': 6, 'dni': 238.4, 'ghi': 26.9, 'dhi': 2.4, 'etr': 1388.5}",Partly Cloudy,60.96,2010-02-25 18:00:00,0,6.216,241,14.02,10.93
1339,61.5,0.31,44.35,0.53,partly-cloudy-night,0,0,,1003.1,,Partly Cloudy,61.5,2010-02-25 19:00:00,0,6.216,253,15.32,15.32
1340,59.94,0.19,46.11,0.6,partly-cloudy-night,0,0,,,,Partly Cloudy,59.94,2010-02-25 20:00:00,0,6.216,238,14.54,14.54
1341,58.94,0.19,46.34,0.63,partly-cloudy-night,0,0,,,,Partly Cloudy,58.94,2010-02-25 21:00:00,0,6.216,242,12.01,11.34
1342,56.81,0.19,47.93,0.72,partly-cloudy-night,0,0,,,,Partly Cloudy,56.81,2010-02-25 22:00:00,0,6.216,215,11.6,11.6
1343,58.25,0.19,48.13,0.69,partly-cloudy-night,0,0,,,,Partly Cloudy,58.25,2010-02-25 23:00:00,0,6.216,227,11.12,11.12
1344,58.24,0.19,45.81,0.63,partly-cloudy-night,0,0,,,,Partly Cloudy,58.24,2010-02-26 00:00:00,0,6.216,243,11.68,11.68
1345,58.94,0.19,44.78,0.59,partly-cloudy-night,0,0,,,,Partly Cloudy,58.94,2010-02-26 01:00:00,0,6.216,257,14.01,10.69
1346,58.44,0.19,43.39,0.57,partly-cloudy-night,0,0,,,,Partly Cloudy,58.44,2010-02-26 02:00:00,0,6.216,266,10.01,10.01
1347,56.94,0.19,44.34,0.63,partly-cloudy-night,0,0,,,,Partly Cloudy,56.94,2010-02-26 03:00:00,0,6.216,257,9.02,8.17
1348,57.42,0.19,41.81,0.56,partly-cloudy-night,0,0,,,,Partly Cloudy,57.42,2010-02-26 04:00:00,0,6.216,271,10.01,8.35
1349,57.17,0.19,40.74,0.54,partly-cloudy-night,0,0,,,,Partly Cloudy,57.17,2010-02-26 05:00:00,0,6.216,278,7.99,7.3
1350,56.5,0.19,35.61,0.45,partly-cloudy-night,0,0,,,,Partly Cloudy,56.5,2010-02-26 06:00:00,0,6.216,261,26.0,8.99
1351,56.34,0.19,33.14,0.41,partly-cloudy-night,0,0,,,,Partly Cloudy,56.34,2010-02-26 07:00:00,0,6.216,261,12.13,12.13
1352,54.55,0.19,33.29,0.44,partly-cloudy-day,0,0,,,"{'azimuth': 106, 'altitude': 4, 'dni': 185.6, 'ghi': 15.9, 'dhi': 1.4, 'etr': 1388.1}",Partly Cloudy,54.55,2010-02-26 08:00:00,0,6.216,274,16.99,11.46
1353,55.83,0.19,34.2,0.44,partly-cloudy-day,0,0,,,"{'azimuth': 116, 'altitude': 15, 'dni': 539.8, 'ghi': 153.5, 'dhi': 14, 'etr': 1388.1}",Partly Cloudy,55.83,2010-02-26 09:00:00,0,6.216,270,12.01,9.93
1354,57.74,0.13,35.2,0.43,partly-cloudy-day,0,0,,1010.01,"{'azimuth': 129, 'altitude': 24, 'dni': 704.2, 'ghi': 321, 'dhi': 29.2, 'etr': 1388.1}",Partly Cloudy,57.74,2010-02-26 10:00:00,1,,283,14.0,12.19
1355,59.52,0.19,35.85,0.41,partly-cloudy-day,0,0,,,"{'azimuth': 143, 'altitude': 32, 'dni': 758.7, 'ghi': 446.7, 'dhi': 40.6, 'etr': 1388.1}",Partly Cloudy,59.52,2010-02-26 11:00:00,3,6.216,273,16.99,14.1
1356,61.0,0.19,35.9,0.39,partly-cloudy-day,0,0,,,"{'azimuth': 160, 'altitude': 38, 'dni': 795.2, 'ghi': 536.1, 'dhi': 48.7, 'etr': 1388}",Partly Cloudy,61.0,2010-02-26 12:00:00,4,6.216,263,27.63,13.39
1357,62.46,0.19,34.24,0.35,partly-cloudy-day,0,0,,1010.2,"{'azimuth': 179, 'altitude': 40, 'dni': 807.2, 'ghi': 570, 'dhi': 51.8, 'etr': 1388}",Partly Cloudy,62.46,2010-02-26 13:00:00,4,6.216,269,16.0,14.61
1358,63.55,0.19,33.2,0.32,partly-cloudy-day,0,0,,,"{'azimuth': 198, 'altitude': 38, 'dni': 798.3, 'ghi': 544.9, 'dhi': 49.5, 'etr': 1388}",Partly Cloudy,63.55,2010-02-26 14:00:00,4,6.216,279,18.0,15.16
1359,64.11,0.19,33.61,0.32,partly-cloudy-day,0,0,,,"{'azimuth': 215, 'altitude': 33, 'dni': 766, 'ghi': 463.3, 'dhi': 42.1, 'etr': 1388}",Partly Cloudy,64.11,2010-02-26 15:00:00,3,6.216,276,16.0,13.9
1360,63.68,0.19,35.08,0.34,partly-cloudy-day,0,0,,1010.01,"{'azimuth': 230, 'altitude': 26, 'dni': 699.8, 'ghi': 334.9, 'dhi': 30.4, 'etr': 1387.9}",Partly Cloudy,63.68,2010-02-26 16:00:00,2,6.216,252,16.0,11.46
1361,62.44,0.19,39.5,0.43,partly-cloudy-day,0,0,,,"{'azimuth': 242, 'altitude': 16, 'dni': 569.4, 'ghi': 177.8, 'dhi': 16.2, 'etr': 1387.9}",Partly Cloudy,62.44,2010-02-26 17:00:00,1,6.216,255,15.01,10.92
1362,59.76,0.19,39.8,0.48,partly-cloudy-day,0,0,,,"{'azimuth': 253, 'altitude': 6, 'dni': 265.6, 'ghi': 31.1, 'dhi': 2.8, 'etr': 1387.9}",Partly Cloudy,59.76,2010-02-26 18:00:00,0,6.216,246,15.01,12.16
1363,58.55,0.19,32.73,0.38,partly-cloudy-night,0,0,,1011.9,,Partly Cloudy,58.55,2010-02-26 19:00:00,0,6.216,269,10.52,6.6
1364,56.85,0.19,33.64,0.41,partly-cloudy-night,0,0,,,,Partly Cloudy,56.85,2010-02-26 20:00:00,0,6.216,0,6.0,4.12
1365,52.88,0.19,43.85,0.71,partly-cloudy-night,0,0,,,,Partly Cloudy,52.88,2010-02-26 21:00:00,0,6.216,75,6.0,5.31
1366,52.88,0.19,45.69,0.76,partly-cloudy-night,0,0,,1013.2,,Partly Cloudy,52.88,2010-02-26 22:00:00,0,6.216,61,7.0,6.4
1367,50.69,0.19,41.81,0.71,partly-cloudy-night,0,0,,,,Partly Cloudy,50.69,2010-02-26 23:00:00,0,6.216,29,7.0,5.96
1368,47.6,0.19,40.72,0.73,partly-cloudy-night,0,0,,,,Partly Cloudy,49.15,2010-02-27 00:00:00,0,6.216,344,7.01,4.41
1369,47.88,0.19,41.19,0.74,partly-cloudy-night,0,0,,1013.09,,Partly Cloudy,49.22,2010-02-27 01:00:00,0,6.216,4,5.5,4.12
1370,45.62,0.19,40.89,0.76,partly-cloudy-night,0,0,,,,Partly Cloudy,47.95,2010-02-27 02:00:00,0,6.216,337,5.31,5.31
1371,44.11,0.19,40.56,0.8,partly-cloudy-night,0,0,,,,Partly Cloudy,46.51,2010-02-27 03:00:00,0,6.216,328,6.0,5.01
1372,42.79,0.19,39.75,0.78,partly-cloudy-night,0,0,,1011.79,,Partly Cloudy,46.14,2010-02-27 04:00:00,0,6.216,345,7.51,6.5
1373,42.53,0.44,40.07,0.78,partly-cloudy-night,0,0,,,,Partly Cloudy,46.66,2010-02-27 05:00:00,0,6.216,350,8.41,8.41
1374,43.9,0.44,39.69,0.73,partly-cloudy-night,0,0,,,,Partly Cloudy,48.03,2010-02-27 06:00:00,0,6.216,347,9.19,9.19
1375,44.39,0.44,39.23,0.73,partly-cloudy-night,0,0,,1010.5,,Partly Cloudy,47.43,2010-02-27 07:00:00,0,6.216,335,9.01,6.38
1376,44.13,0.19,38.49,0.72,partly-cloudy-day,0,0,,,"{'azimuth': 106, 'altitude': 5, 'dni': 200.3, 'ghi': 18.3, 'dhi': 1.7, 'etr': 1387.5}",Partly Cloudy,47.08,2010-02-27 08:00:00,0,6.216,316,8.51,6.1
1377,49.22,0.44,40.19,0.69,partly-cloudy-day,0,0,,,"{'azimuth': 116, 'altitude': 15, 'dni': 463.7, 'ghi': 134.4, 'dhi': 12.2, 'etr': 1387.5}",Partly Cloudy,49.84,2010-02-27 09:00:00,0,6.216,342,6.02,3.32
1378,51.96,0.75,40.93,0.66,partly-cloudy-day,0,0,,1010.2,"{'azimuth': 128, 'altitude': 25, 'dni': 391.2, 'ghi': 180.6, 'dhi': 16.4, 'etr': 1387.4}",Mostly Cloudy,51.96,2010-02-27 10:00:00,1,6.216,0,5.02,3.32
