,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,solar,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
1004,72.53,0.19,62.59,0.72,partly-cloudy-night,,,,rain,,,Partly Cloudy,72.23,2018-08-20 04:00:00,0,6.216,322,,5.15
1005,70.54,,60.8,0.72,clear-night,,,,rain,,,Clear,70.43,2018-08-20 05:00:00,0,6.216,318,,6.83
1006,70.54,,60.8,0.72,clear-night,,,,rain,,,Clear,70.43,2018-08-20 06:00:00,0,6.216,308,,9.29
1007,69.67,,60.8,0.74,clear-night,,,,rain,,,Clear,69.54,2018-08-20 07:00:00,0,6.216,308,,9.29
1008,70.66,,61.7,0.74,clear-day,,,,rain,,"{'azimuth': 81, 'altitude': 9, 'etr': 1329}",Clear,70.44,2018-08-20 08:00:00,,6.216,320,32.21,6.94
1009,75.19,,62.59,0.66,clear-day,,,,rain,,"{'azimuth': 91, 'altitude': 20, 'etr': 1329}",Clear,74.92,2018-08-20 09:00:00,,6.216,320,26.4,7.5
1010,79.83,,63.5,0.58,clear-day,,,,rain,,"{'azimuth': 102, 'altitude': 32, 'etr': 1329}",Clear,79.45,2018-08-20 10:00:00,,6.216,330,24.17,4.59
1011,85.98,,63.5,0.49,clear-day,,,,rain,,"{'azimuth': 114, 'altitude': 42, 'etr': 1329}",Clear,84.85,2018-08-20 11:00:00,,6.216,330,,5.15
1012,86.66,,60.8,0.42,clear-day,,,,rain,,"{'azimuth': 131, 'altitude': 52, 'etr': 1329.1}",Clear,86.65,2018-08-20 12:00:00,,6.216,260,,5.25
1013,87.54,,59.9,0.39,clear-day,,,,rain,,"{'azimuth': 154, 'altitude': 59, 'etr': 1329.1}",Clear,87.54,2018-08-20 13:00:00,,6.216,231,,9.74
1014,89.15,0.19,62.6,0.42,partly-cloudy-day,,,,rain,,"{'azimuth': 183, 'altitude': 61, 'dni': 845.4, 'ghi': 812.9, 'dhi': 73.9, 'etr': 1329.1}",Partly Cloudy,88.45,2018-08-20 14:00:00,8,6.216,204,,6.83
1015,90.48,0.19,63.5,0.42,partly-cloudy-day,,,,rain,,"{'azimuth': 211, 'altitude': 58, 'dni': 837.8, 'ghi': 778.4, 'dhi': 70.8, 'etr': 1329.1}",Partly Cloudy,89.33,2018-08-20 15:00:00,7,6.216,221,,9.85
1016,90.58,0.19,67.1,0.51,partly-cloudy-day,,,,rain,,"{'azimuth': 232, 'altitude': 50, 'dni': 815.9, 'ghi': 688.7, 'dhi': 62.6, 'etr': 1329.2}",Partly Cloudy,87.54,2018-08-20 16:00:00,6,6.216,165,,12.76
1017,89.69,0.19,68.9,0.57,partly-cloudy-day,,,,rain,,"{'azimuth': 248, 'altitude': 40, 'dni': 775.1, 'ghi': 551.8, 'dhi': 50.2, 'etr': 1329.2}",Partly Cloudy,85.74,2018-08-20 17:00:00,4,6.216,161,,14.99
1018,88.66,0.19,68.91,0.59,partly-cloudy-day,,,,rain,,"{'azimuth': 260, 'altitude': 30, 'dni': 704.4, 'ghi': 381.7, 'dhi': 34.7, 'etr': 1329.2}",Partly Cloudy,84.85,2018-08-20 18:00:00,2,6.216,131,,9.16
1019,86.57,0.19,68.91,0.62,partly-cloudy-day,,,,rain,,"{'azimuth': 270, 'altitude': 18, 'dni': 575.8, 'ghi': 198.9, 'dhi': 18.1, 'etr': 1329.2}",Partly Cloudy,83.05,2018-08-20 19:00:00,1,6.216,104,,7.5
1020,86.57,0.19,68.91,0.62,partly-cloudy-day,,,,rain,,"{'azimuth': 280, 'altitude': 7, 'dni': 295.4, 'ghi': 40.2, 'dhi': 3.7, 'etr': 1329.2}",Partly Cloudy,83.05,2018-08-20 20:00:00,0,6.216,114,,6.38
1021,83.25,0.19,68.9,0.68,partly-cloudy-night,,,,rain,,,Partly Cloudy,80.33,2018-08-20 21:00:00,0,6.216,124,,6.36
1022,83.54,,69.81,0.7,clear-night,,,,rain,,,Clear,80.33,2018-08-20 22:00:00,0,6.216,131,,4.69
1023,82.55,,70.71,0.75,clear-night,,,,rain,,,Clear,79.45,2018-08-20 23:00:00,0,6.216,131,,2.34
1024,76.83,,68.9,0.79,clear-night,,,,rain,,,Clear,75.82,2018-08-21 00:00:00,0,6.216,262,,3.46
1025,75.85,,68.0,0.79,clear-night,,,,rain,,,Clear,74.94,2018-08-21 01:00:00,0,6.216,292,,5.25
1026,74.85,,67.1,0.79,clear-night,,,,rain,,,Clear,74.04,2018-08-21 02:00:00,0,6.216,294,,5.81
1027,75.73,,67.1,0.77,clear-night,,,,rain,,,Clear,74.94,2018-08-21 03:00:00,0,6.216,300,,3.47
1028,73.97,0.19,67.1,0.81,partly-cloudy-night,,,,rain,,,Partly Cloudy,73.13,2018-08-21 04:00:00,0,6.216,320,,8.05
1029,72.86,0.19,65.3,0.79,partly-cloudy-night,,,,rain,,,Partly Cloudy,72.23,2018-08-21 05:00:00,0,6.216,299,,5.7
1030,72.63,,63.5,0.74,clear-night,,,,rain,,,Clear,72.23,2018-08-21 06:00:00,0,6.216,305,,4.58
1031,71.75,,63.5,0.76,clear-night,,,,rain,,,Clear,71.33,2018-08-21 07:00:00,0,6.216,304,,8.04
1032,70.87,,63.5,0.79,clear-day,,,,rain,,"{'azimuth': 82, 'altitude': 9, 'etr': 1329.5}",Clear,70.43,2018-08-21 08:00:00,,6.216,307,,8.73
1033,81.61,0.19,62.59,0.55,partly-cloudy-day,,,,rain,,"{'azimuth': 102, 'altitude': 31, 'dni': 719.1, 'ghi': 411.5, 'dhi': 37.4, 'etr': 1329.6}",Partly Cloudy,80.33,2018-08-21 10:00:00,2,6.216,320,20.8,4.59
1034,85.98,,63.5,0.49,clear-day,,,,rain,,"{'azimuth': 115, 'altitude': 42, 'etr': 1329.6}",Clear,84.85,2018-08-21 11:00:00,,6.216,311,,3.47
1035,86.15,0.19,61.7,0.45,partly-cloudy-day,,,,rain,,"{'azimuth': 131, 'altitude': 51, 'dni': 820.6, 'ghi': 705.9, 'dhi': 64.2, 'etr': 1329.6}",Partly Cloudy,85.75,2018-08-21 12:00:00,6,6.216,183,,4.59
1036,89.14,0.19,62.6,0.42,partly-cloudy-day,,,,rain,,"{'azimuth': 154, 'altitude': 58, 'dni': 839.8, 'ghi': 786, 'dhi': 71.5, 'etr': 1329.6}",Partly Cloudy,88.44,2018-08-21 13:00:00,7,6.216,176,,5.7
1037,90.25,0.19,60.8,0.37,partly-cloudy-day,,,,rain,,"{'azimuth': 183, 'altitude': 61, 'dni': 845, 'ghi': 809.9, 'dhi': 73.6, 'etr': 1329.6}",Partly Cloudy,90.25,2018-08-21 14:00:00,8,6.216,214,,6.93
1038,90.06,0.19,62.6,0.41,partly-cloudy-day,,,,rain,,"{'azimuth': 211, 'altitude': 57, 'dni': 837.3, 'ghi': 775.2, 'dhi': 70.5, 'etr': 1329.7}",Partly Cloudy,89.34,2018-08-21 15:00:00,7,6.216,206,,8.04
1039,90.6,0.19,61.7,0.39,partly-cloudy-day,,,,rain,,"{'azimuth': 232, 'altitude': 50, 'dni': 815.2, 'ghi': 685, 'dhi': 62.3, 'etr': 1329.7}",Partly Cloudy,90.25,2018-08-21 16:00:00,6,6.216,195,,11.39
1040,90.06,0.19,62.6,0.41,partly-cloudy-day,,,,rain,,"{'azimuth': 248, 'altitude': 40, 'dni': 774, 'ghi': 547.9, 'dhi': 49.8, 'etr': 1329.7}",Partly Cloudy,89.34,2018-08-21 17:00:00,4,6.216,185,,12.76
1041,88.75,0.19,61.7,0.41,partly-cloudy-day,,,,rain,,"{'azimuth': 260, 'altitude': 29, 'dni': 702.4, 'ghi': 377.6, 'dhi': 34.3, 'etr': 1329.7}",Partly Cloudy,88.44,2018-08-21 18:00:00,2,6.216,185,,11.39
1042,87.75,0.19,63.51,0.46,partly-cloudy-day,,,,rain,,"{'azimuth': 270, 'altitude': 18, 'dni': 571.9, 'ghi': 194.9, 'dhi': 17.7, 'etr': 1329.8}",Partly Cloudy,86.65,2018-08-21 19:00:00,1,6.216,189,,10.84
1043,86.68,0.19,67.11,0.57,partly-cloudy-day,,,,rain,,"{'azimuth': 280, 'altitude': 7, 'dni': 285, 'ghi': 37.4, 'dhi': 3.4, 'etr': 1329.8}",Partly Cloudy,83.95,2018-08-21 20:00:00,0,6.216,176,,9.17
1044,84.71,0.19,67.1,0.6,partly-cloudy-night,,,,rain,,,Partly Cloudy,82.13,2018-08-21 21:00:00,0,6.216,195,,6.93
1045,82.47,,66.2,0.62,clear-night,,,,rain,,,Clear,80.33,2018-08-21 22:00:00,0,6.216,230,,2.34
1046,78.19,,65.3,0.66,clear-night,,,,rain,,,Clear,77.64,2018-08-21 23:00:00,0,6.216,285,,4.69
1047,77.01,,62.6,0.62,clear-night,,,,rain,,,Clear,76.74,2018-08-22 00:00:00,0,6.216,297,,4.59
1048,75.11,,61.7,0.63,clear-night,,,,rain,,,Clear,74.94,2018-08-22 01:00:00,0,6.216,302,,6.38
1049,75.11,,61.7,0.63,clear-night,,,,rain,,,Clear,74.94,2018-08-22 02:00:00,0,6.216,303,,6.94
1050,73.13,,59.9,0.63,clear-night,,,,rain,,,Clear,73.13,2018-08-22 03:00:00,0,6.216,287,,5.15
1051,73.13,,59.9,0.63,clear-night,,,,rain,,,Clear,73.13,2018-08-22 04:00:00,0,6.216,307,,6.27
1052,71.43,,60.8,0.69,clear-night,,,,rain,,,Clear,71.33,2018-08-22 05:00:00,0,6.216,319,,7.38
1053,71.43,,60.8,0.69,clear-night,,,,rain,,,Clear,71.33,2018-08-22 06:00:00,0,6.216,319,,6.27
1054,70.54,,60.8,0.72,clear-night,,,,rain,,,Clear,70.43,2018-08-22 07:00:00,0,6.216,330,,5.72
1055,71.42,,60.8,0.69,clear-day,,,,rain,,"{'azimuth': 82, 'altitude': 9, 'etr': 1330}",Clear,71.33,2018-08-22 08:00:00,,6.216,322,,6.27
1056,76.0,,61.7,0.62,clear-day,,,,rain,,"{'azimuth': 92, 'altitude': 20, 'etr': 1330.1}",Clear,75.82,2018-08-22 09:00:00,,6.216,330,,4.02
1057,81.61,,62.59,0.55,clear-day,,,,rain,,"{'azimuth': 102, 'altitude': 31, 'etr': 1330.1}",Clear,80.33,2018-08-22 10:00:00,,6.216,311,,4.02
1058,85.31,,61.7,0.46,clear-day,,,,rain,,"{'azimuth': 115, 'altitude': 42, 'etr': 1330.1}",Clear,84.85,2018-08-22 11:00:00,,6.216,252,,2.24
1059,88.45,0.19,59.9,0.38,partly-cloudy-day,,,,rain,,"{'azimuth': 132, 'altitude': 51, 'dni': 820.1, 'ghi': 703.1, 'dhi': 63.9, 'etr': 1330.1}",Partly Cloudy,88.45,2018-08-22 12:00:00,6,6.216,108,,4.59
1060,88.44,0.19,59.9,0.38,partly-cloudy-day,,,,rain,,"{'azimuth': 154, 'altitude': 58, 'dni': 839.4, 'ghi': 783.2, 'dhi': 71.2, 'etr': 1330.2}",Partly Cloudy,88.44,2018-08-22 13:00:00,7,6.216,117,,8.06
1061,87.54,0.19,59.9,0.39,partly-cloudy-day,,,,rain,,"{'azimuth': 183, 'altitude': 60, 'dni': 844.6, 'ghi': 806.8, 'dhi': 73.3, 'etr': 1330.2}",Partly Cloudy,87.54,2018-08-22 14:00:00,8,6.216,131,,9.17
1062,87.86,0.19,61.7,0.42,partly-cloudy-day,,,,rain,,"{'azimuth': 211, 'altitude': 57, 'dni': 836.8, 'ghi': 771.8, 'dhi': 70.2, 'etr': 1330.2}",Partly Cloudy,87.54,2018-08-22 15:00:00,7,6.216,135,,10.4
1063,87.36,0.19,62.6,0.45,partly-cloudy-day,,,,rain,,"{'azimuth': 232, 'altitude': 50, 'dni': 814.5, 'ghi': 681.4, 'dhi': 61.9, 'etr': 1330.2}",Partly Cloudy,86.65,2018-08-22 16:00:00,6,6.216,133,,10.41
1064,86.86,0.19,63.5,0.47,partly-cloudy-day,,,,rain,,"{'azimuth': 247, 'altitude': 40, 'dni': 772.8, 'ghi': 543.9, 'dhi': 49.4, 'etr': 1330.3}",Partly Cloudy,85.75,2018-08-22 17:00:00,4,6.216,158,,8.61
1065,87.26,0.19,64.4,0.49,partly-cloudy-day,,,,rain,,"{'azimuth': 260, 'altitude': 29, 'dni': 700.4, 'ghi': 373.4, 'dhi': 33.9, 'etr': 1330.3}",Partly Cloudy,85.75,2018-08-22 18:00:00,2,6.216,153,,8.61
1066,86.25,0.19,66.2,0.55,partly-cloudy-day,,,,rain,,"{'azimuth': 270, 'altitude': 18, 'dni': 567.9, 'ghi': 190.8, 'dhi': 17.3, 'etr': 1330.3}",Partly Cloudy,83.95,2018-08-22 19:00:00,1,6.216,134,,6.36
1067,84.76,0.19,69.81,0.68,partly-cloudy-day,,,,rain,,"{'azimuth': 280, 'altitude': 7, 'dni': 274.2, 'ghi': 34.5, 'dhi': 3.1, 'etr': 1330.3}",Partly Cloudy,81.25,2018-08-22 20:00:00,0,6.216,130,,3.36
1068,83.85,0.19,70.71,0.73,partly-cloudy-night,,,,rain,,,Partly Cloudy,80.33,2018-08-22 21:00:00,0,6.216,162,,3.47
1069,83.54,0.19,69.81,0.7,partly-cloudy-night,,,,rain,,,Partly Cloudy,80.33,2018-08-22 22:00:00,0,6.216,140,,1.12
1070,78.6,0.19,68.91,0.75,partly-cloudy-night,,,,rain,,,Partly Cloudy,77.64,2018-08-22 23:00:00,0,6.216,239,,2.8
1071,77.83,0.19,69.81,0.79,partly-cloudy-night,,,,rain,,,Partly Cloudy,76.74,2018-08-23 00:00:00,0,6.216,248,,4.03
1072,76.5,0.19,66.21,0.72,partly-cloudy-night,,,,rain,,,Partly Cloudy,75.82,2018-08-23 01:00:00,0,6.216,270,,1.12
1073,74.52,,64.4,0.72,clear-night,,,,rain,,,Clear,74.04,2018-08-23 02:00:00,0,6.216,318,,4.02
1074,73.63,,64.4,0.74,clear-night,,,,rain,,,Clear,73.13,2018-08-23 03:00:00,0,6.216,292,,5.81
1075,73.42,,62.59,0.7,clear-night,,,,rain,,,Clear,73.13,2018-08-23 04:00:00,0,6.216,311,,5.15
1076,72.53,,62.59,0.72,clear-night,,,,rain,,,Clear,72.23,2018-08-23 05:00:00,0,6.216,306,,6.83
1077,71.53,,61.7,0.72,clear-night,,,,rain,,,Clear,71.33,2018-08-23 06:00:00,0,6.216,304,,5.15
1078,71.42,,60.8,0.69,clear-night,,,,rain,,,Clear,71.33,2018-08-23 07:00:00,0,6.216,311,,5.7
1079,73.31,,61.7,0.67,clear-day,,,,rain,,"{'azimuth': 82, 'altitude': 9, 'etr': 1330.6}",Clear,73.13,2018-08-23 08:00:00,,6.216,330,,6.38
1080,75.1,,61.7,0.63,clear-day,,,,rain,,"{'azimuth': 92, 'altitude': 20, 'etr': 1330.6}",Clear,74.92,2018-08-23 09:00:00,,6.216,330,,5.7
1081,81.61,,62.59,0.55,clear-day,,,,rain,,"{'azimuth': 103, 'altitude': 31, 'etr': 1330.6}",Clear,80.33,2018-08-23 10:00:00,,6.216,320,,4.59
1082,87.19,,66.2,0.54,clear-day,,,,rain,,"{'azimuth': 116, 'altitude': 42, 'etr': 1330.7}",Clear,84.85,2018-08-23 11:00:00,,6.216,281,18.36,1.68
1083,86.86,,63.5,0.47,clear-day,,,,rain,,"{'azimuth': 132, 'altitude': 51, 'etr': 1330.7}",Clear,85.75,2018-08-23 12:00:00,,6.216,193,,5.15
1084,89.57,0.19,63.51,0.44,partly-cloudy-day,,,,rain,,"{'azimuth': 155, 'altitude': 58, 'dni': 839, 'ghi': 780.3, 'dhi': 70.9, 'etr': 1330.7}",Partly Cloudy,88.45,2018-08-23 13:00:00,7,6.216,212,,8.06
1085,90.58,0.19,67.1,0.51,partly-cloudy-day,,,,rain,,"{'azimuth': 183, 'altitude': 60, 'dni': 844.2, 'ghi': 803.6, 'dhi': 73.1, 'etr': 1330.7}",Partly Cloudy,87.54,2018-08-23 14:00:00,8,6.216,180,,13.2
1086,91.77,0.19,68.91,0.54,partly-cloudy-day,,,,rain,,"{'azimuth': 210, 'altitude': 57, 'dni': 836.3, 'ghi': 768.4, 'dhi': 69.9, 'etr': 1330.8}",Partly Cloudy,87.54,2018-08-23 15:00:00,7,6.216,165,,13.88
1087,92.42,0.19,69.8,0.56,partly-cloudy-day,,,,rain,,"{'azimuth': 232, 'altitude': 49, 'dni': 813.7, 'ghi': 677.6, 'dhi': 61.6, 'etr': 1330.8}",Partly Cloudy,87.54,2018-08-23 16:00:00,6,6.216,177,,13.75
1088,90.73,0.19,68.89,0.56,partly-cloudy-day,,,,rain,,"{'azimuth': 247, 'altitude': 39, 'dni': 771.6, 'ghi': 539.8, 'dhi': 49.1, 'etr': 1330.8}",Partly Cloudy,86.65,2018-08-23 17:00:00,4,6.216,173,,12.64
1089,89.7,0.19,68.89,0.57,partly-cloudy-day,,,,rain,,"{'azimuth': 259, 'altitude': 29, 'dni': 698.4, 'ghi': 369.1, 'dhi': 33.6, 'etr': 1330.8}",Partly Cloudy,85.75,2018-08-23 18:00:00,2,6.216,182,,11.53
1090,86.75,0.19,65.31,0.52,partly-cloudy-day,,,,rain,,"{'azimuth': 270, 'altitude': 18, 'dni': 563.7, 'ghi': 186.6, 'dhi': 17, 'etr': 1330.9}",Partly Cloudy,84.84,2018-08-23 19:00:00,1,6.216,217,,8.73
1091,84.71,0.19,67.1,0.6,partly-cloudy-day,,,,rain,,"{'azimuth': 279, 'altitude': 6, 'dni': 262.9, 'ghi': 31.8, 'dhi': 2.9, 'etr': 1330.9}",Partly Cloudy,82.13,2018-08-23 20:00:00,0,6.216,273,,12.09
1092,83.26,0.19,68.91,0.68,partly-cloudy-night,,,,rain,,,Partly Cloudy,80.33,2018-08-23 21:00:00,0,6.216,281,,6.93
1093,79.69,0.19,70.71,0.77,partly-cloudy-night,,,,rain,,,Partly Cloudy,78.52,2018-08-23 22:00:00,0,6.216,290,,6.38
1094,77.49,0.19,67.1,0.72,partly-cloudy-night,,,,rain,,,Partly Cloudy,76.73,2018-08-23 23:00:00,0,6.216,313,,8.06
1095,77.29,,65.3,0.68,clear-night,,,,rain,,,Clear,76.73,2018-08-24 00:00:00,0,6.216,330,,4.59
1096,75.52,,65.3,0.72,clear-night,,,,rain,,,Clear,74.94,2018-08-24 01:00:00,0,6.216,304,,5.7
1097,73.63,,64.4,0.74,clear-night,,,,rain,,,Clear,73.13,2018-08-24 02:00:00,0,6.216,297,,6.94
1098,72.75,,64.4,0.76,clear-night,,,,rain,,,Clear,72.23,2018-08-24 03:00:00,0,6.216,318,,5.15
1099,71.86,,64.4,0.79,clear-night,,,,rain,,,Clear,71.33,2018-08-24 04:00:00,0,6.216,324,,6.26
1100,71.86,,64.4,0.79,clear-night,,,,rain,,,Clear,71.33,2018-08-24 05:00:00,0,6.216,330,,4.59
1101,70.01,,63.5,0.81,clear-night,,,,rain,,,Clear,69.54,2018-08-24 06:00:00,0,6.216,318,,7.49
1102,70.88,0.19,63.5,0.79,partly-cloudy-night,,,,rain,,,Partly Cloudy,70.44,2018-08-24 07:00:00,0,6.216,305,,8.73
1103,72.75,0.19,64.4,0.76,partly-cloudy-day,,,,rain,,"{'azimuth': 83, 'altitude': 8, 'dni': 346.3, 'ghi': 56.1, 'dhi': 5.1, 'etr': 1331.2}",Partly Cloudy,72.23,2018-08-24 08:00:00,0,6.216,311,19.68,4.02
1104,74.4,0.19,63.5,0.7,partly-cloudy-day,,,,rain,,"{'azimuth': 92, 'altitude': 20, 'dni': 597.5, 'ghi': 221.4, 'dhi': 20.1, 'etr': 1331.2}",Partly Cloudy,74.02,2018-08-24 09:00:00,1,6.216,290,21.93,9.72
1105,78.0,0.19,63.5,0.62,partly-cloudy-day,,,,rain,,"{'azimuth': 103, 'altitude': 31, 'dni': 715.9, 'ghi': 403.4, 'dhi': 36.7, 'etr': 1331.2}",Partly Cloudy,77.63,2018-08-24 10:00:00,2,6.216,310,,7.49
1106,83.18,0.19,62.59,0.52,partly-cloudy-day,,,,rain,,"{'azimuth': 116, 'altitude': 41, 'dni': 781.6, 'ghi': 568.6, 'dhi': 51.7, 'etr': 1331.2}",Partly Cloudy,82.13,2018-08-24 11:00:00,4,6.216,298,,6.93
1107,85.31,0.19,61.7,0.46,partly-cloudy-day,,,,rain,,"{'azimuth': 132, 'altitude': 51, 'dni': 819.2, 'ghi': 697.6, 'dhi': 63.4, 'etr': 1331.2}",Partly Cloudy,84.84,2018-08-24 12:00:00,6,6.216,242,,4.59
1108,86.35,0.19,64.4,0.5,partly-cloudy-day,,,,rain,,"{'azimuth': 155, 'altitude': 57, 'dni': 838.6, 'ghi': 777.3, 'dhi': 70.7, 'etr': 1331.3}",Partly Cloudy,84.84,2018-08-24 13:00:00,7,6.216,198,,8.06
1109,86.86,0.19,63.5,0.47,partly-cloudy-day,,,,rain,,"{'azimuth': 183, 'altitude': 60, 'dni': 843.8, 'ghi': 800.4, 'dhi': 72.8, 'etr': 1331.3}",Partly Cloudy,85.75,2018-08-24 14:00:00,7,6.216,203,,9.17
1110,86.25,0.19,66.2,0.55,partly-cloudy-day,,,,rain,,"{'azimuth': 210, 'altitude': 56, 'dni': 835.8, 'ghi': 764.9, 'dhi': 69.5, 'etr': 1331.3}",Partly Cloudy,83.95,2018-08-24 15:00:00,7,6.216,143,,11.53
1111,87.64,0.19,67.1,0.55,partly-cloudy-day,,,,rain,,"{'azimuth': 231, 'altitude': 49, 'dni': 813, 'ghi': 673.8, 'dhi': 61.3, 'etr': 1331.3}",Partly Cloudy,84.85,2018-08-24 16:00:00,6,6.216,138,,12.09
1112,85.71,0.19,67.1,0.59,partly-cloudy-day,,,,rain,,"{'azimuth': 247, 'altitude': 39, 'dni': 770.4, 'ghi': 535.7, 'dhi': 48.7, 'etr': 1331.4}",Partly Cloudy,83.05,2018-08-24 17:00:00,4,6.216,126,,10.97
1113,84.71,0.19,67.1,0.6,partly-cloudy-day,,,,rain,,"{'azimuth': 259, 'altitude': 28, 'dni': 696.3, 'ghi': 364.8, 'dhi': 33.2, 'etr': 1331.4}",Partly Cloudy,82.13,2018-08-24 18:00:00,2,6.216,131,,10.29
1114,82.72,0.19,67.1,0.64,partly-cloudy-day,,,,rain,,"{'azimuth': 270, 'altitude': 17, 'dni': 559.4, 'ghi': 182.4, 'dhi': 16.6, 'etr': 1331.4}",Partly Cloudy,80.33,2018-08-24 19:00:00,1,6.216,105,,9.18
1115,82.98,0.19,68.01,0.66,partly-cloudy-day,,,,rain,,"{'azimuth': 279, 'altitude': 6, 'dni': 251.1, 'ghi': 29, 'dhi': 2.6, 'etr': 1331.4}",Partly Cloudy,80.33,2018-08-24 20:00:00,0,6.216,101,,8.06
1116,79.39,0.19,68.01,0.7,partly-cloudy-night,,,,rain,,,Partly Cloudy,78.54,2018-08-24 21:00:00,0,6.216,94,,4.02
1117,79.49,0.31,68.9,0.72,partly-cloudy-night,,,,rain,,,Partly Cloudy,78.54,2018-08-24 22:00:00,0,6.216,116,,3.46
1118,78.6,0.31,68.9,0.75,partly-cloudy-night,,,,rain,,,Partly Cloudy,77.64,2018-08-24 23:00:00,0,6.216,50,,1.68
1119,77.6,0.19,68,0.74,partly-cloudy-night,,,,rain,,,Partly Cloudy,76.73,2018-08-25 00:00:00,0,6.216,95,,3.36
1120,77.49,0.19,67.1,0.72,partly-cloudy-night,,,,rain,,,Partly Cloudy,76.73,2018-08-25 01:00:00,0,6.216,20,,1.68
1121,75.83,0.31,68,0.79,partly-cloudy-night,,,,rain,,,Partly Cloudy,74.92,2018-08-25 02:00:00,0,6.216,330,,2.91
1122,74.09,0.31,68,0.84,partly-cloudy-night,,,,rain,,,Partly Cloudy,73.13,2018-08-25 03:00:00,0,6.216,314,,5.25
1123,73.1,0.19,67.1,0.84,partly-cloudy-night,,,,rain,,,Partly Cloudy,72.23,2018-08-25 04:00:00,0,6.216,314,,5.25
1124,73.1,0.31,67.1,0.84,partly-cloudy-night,,,,rain,,,Partly Cloudy,72.23,2018-08-25 05:00:00,0,6.216,351,,4.03
1125,73.86,0.59,66.2,0.79,partly-cloudy-night,,,,rain,,,Mostly Cloudy,73.13,2018-08-25 06:00:00,0,6.216,14,,4.59
1126,73.13,0.75,55.39,0.54,partly-cloudy-night,,,,rain,,,Mostly Cloudy,73.13,2018-08-25 07:00:00,0,6.216,312,,9.29
1127,70.44,0.59,52.69,0.53,partly-cloudy-day,,,,rain,,"{'azimuth': 83, 'altitude': 8, 'dni': 245.7, 'ghi': 39, 'dhi': 3.5, 'etr': 1331.7}",Mostly Cloudy,70.44,2018-08-25 08:00:00,0,6.216,313,,8.73
1128,71.34,0.44,53.59,0.54,partly-cloudy-day,,,,rain,,"{'azimuth': 93, 'altitude': 20, 'dni': 505.8, 'ghi': 185.9, 'dhi': 16.9, 'etr': 1331.7}",Partly Cloudy,71.34,2018-08-25 09:00:00,1,6.216,317,,9.84
1129,74.02,0.31,54.5,0.51,partly-cloudy-day,,,,rain,,"{'azimuth': 104, 'altitude': 31, 'dni': 667.1, 'ghi': 373.9, 'dhi': 34, 'etr': 1331.8}",Partly Cloudy,74.02,2018-08-25 10:00:00,2,6.216,317,,8.62
1130,77.63,0.31,56.3,0.48,partly-cloudy-day,,,,rain,,"{'azimuth': 116, 'altitude': 41, 'dni': 728.8, 'ghi': 528.1, 'dhi': 48, 'etr': 1331.8}",Partly Cloudy,77.63,2018-08-25 11:00:00,4,6.216,317,25.28,6.94
1131,79.66,0.44,61.7,0.55,partly-cloudy-day,,,,rain,,"{'azimuth': 133, 'altitude': 50, 'dni': 695.7, 'ghi': 590.3, 'dhi': 53.7, 'etr': 1331.8}",Partly Cloudy,79.45,2018-08-25 12:00:00,5,6.216,143,25.28,5.7
1132,79.72,0.59,62.6,0.56,partly-cloudy-day,,,,rain,,"{'azimuth': 155, 'altitude': 57, 'dni': 605, 'ghi': 558.8, 'dhi': 50.8, 'etr': 1331.8}",Mostly Cloudy,79.42,2018-08-25 13:00:00,6,6.216,168,,6.93
1133,78.09,0.44,64.4,0.64,partly-cloudy-day,,,,rain,,"{'azimuth': 183, 'altitude': 59, 'dni': 716.6, 'ghi': 677.3, 'dhi': 61.6, 'etr': 1331.9}",Partly Cloudy,77.63,2018-08-25 14:00:00,6,6.216,120,,9.18
1134,78.19,0.31,65.3,0.66,partly-cloudy-day,,,,rain,,"{'azimuth': 210, 'altitude': 56, 'dni': 779.4, 'ghi': 710.5, 'dhi': 64.6, 'etr': 1331.9}",Partly Cloudy,77.63,2018-08-25 15:00:00,6,6.216,115,,12.08
1135,78.19,0.19,65.3,0.66,partly-cloudy-day,,,,rain,,"{'azimuth': 231, 'altitude': 49, 'dni': 812.2, 'ghi': 669.8, 'dhi': 60.9, 'etr': 1331.9}",Partly Cloudy,77.63,2018-08-25 16:00:00,5,6.216,115,,13.19
1136,78.28,0.31,66.21,0.68,partly-cloudy-day,,,,rain,,"{'azimuth': 247, 'altitude': 39, 'dni': 717.8, 'ghi': 495.9, 'dhi': 45.1, 'etr': 1331.9}",Partly Cloudy,77.63,2018-08-25 17:00:00,4,6.216,124,,11.39
1137,77.29,0.47,65.3,0.68,partly-cloudy-day,,,,rain,,"{'azimuth': 259, 'altitude': 28, 'dni': 573.4, 'ghi': 297.7, 'dhi': 27.1, 'etr': 1332}",Partly Cloudy,76.73,2018-08-25 18:00:00,2,6.216,114,,12.08
1138,77.19,0.19,64.4,0.66,partly-cloudy-day,,,,rain,,"{'azimuth': 269, 'altitude': 17, 'dni': 554.9, 'ghi': 178.2, 'dhi': 16.2, 'etr': 1332}",Partly Cloudy,76.73,2018-08-25 19:00:00,1,6.216,104,,12.09
