,apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,solar,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
28,73.95,0.44,67.12,0.82,partly-cloudy-night,,,,rain,,,Partly Cloudy,73.1,2018-07-10 04:00:00,0,6.216,310,,3.36
29,73.09,0.19,67.12,0.84,partly-cloudy-night,,,,rain,,,Partly Cloudy,72.22,2018-07-10 05:00:00,0,6.216,330,,3.39
30,72.08,0.19,66.21,0.84,partly-cloudy-night,,,,rain,,,Partly Cloudy,71.3,2018-07-10 06:00:00,0,6.216,315,,5.65
31,72.98,0.19,66.24,0.81,partly-cloudy-day,,,,rain,,"{'azimuth': 64, 'altitude': 5, 'dni': 182.1, 'ghi': 16.1, 'dhi': 1.5, 'etr': 1316.6}",Partly Cloudy,72.22,2018-07-10 07:00:00,0,6.216,330,,5.03
32,74.62,0.19,65.32,0.74,partly-cloudy-day,,,,rain,,"{'azimuth': 73, 'altitude': 15, 'dni': 514, 'ghi': 147.1, 'dhi': 13.4, 'etr': 1316.6}",Partly Cloudy,74.03,2018-07-10 08:00:00,0,6.216,314,,6.21
33,78.22,0.19,65.32,0.66,partly-cloudy-day,,,,rain,,"{'azimuth': 83, 'altitude': 26, 'dni': 666.6, 'ghi': 322.2, 'dhi': 29.3, 'etr': 1316.6}",Partly Cloudy,77.66,2018-07-10 09:00:00,2,6.216,313,,5.65
34,84.76,0.19,67.08,0.6,partly-cloudy-day,,,,rain,,"{'azimuth': 92, 'altitude': 37, 'dni': 751.3, 'ghi': 500.7, 'dhi': 45.5, 'etr': 1316.6}",Partly Cloudy,82.19,2018-07-10 10:00:00,3,6.216,311,,2.29
35,86.72,0.19,67.04,0.57,partly-cloudy-day,,,,rain,,"{'azimuth': 104, 'altitude': 48, 'dni': 802.3, 'ghi': 660.2, 'dhi': 60, 'etr': 1316.6}",Partly Cloudy,84.02,2018-07-10 11:00:00,5,6.216,227,,5.08
36,87.72,0.19,67.04,0.55,partly-cloudy-day,,,,rain,,"{'azimuth': 119, 'altitude': 59, 'dni': 832.9, 'ghi': 784.5, 'dhi': 71.3, 'etr': 1316.6}",Partly Cloudy,84.95,2018-07-10 12:00:00,7,6.216,191,,6.88
37,89.16,0.19,66.12,0.5,partly-cloudy-day,,,,rain,,"{'azimuth': 144, 'altitude': 67, 'dni': 849.2, 'ghi': 862.5, 'dhi': 78.4, 'etr': 1316.6}",Partly Cloudy,86.76,2018-07-10 13:00:00,9,6.216,198,,7.46
38,91.29,0.19,68.05,0.52,partly-cloudy-day,,,,rain,,"{'azimuth': 182, 'altitude': 71, 'dni': 854, 'ghi': 887.1, 'dhi': 80.6, 'etr': 1316.6}",Partly Cloudy,87.64,2018-07-10 14:00:00,9,6.216,164,,13.88
39,88.25,0.32,64.36,0.47,partly-cloudy-day,,,,rain,,"{'azimuth': 220, 'altitude': 67, 'dni': 790, 'ghi': 797.7, 'dhi': 72.5, 'etr': 1316.6}",Partly Cloudy,86.76,2018-07-10 15:00:00,8,6.216,153,,14.99
40,86.27,0.32,66.12,0.55,partly-cloudy-day,,,,rain,,"{'azimuth': 243, 'altitude': 58, 'dni': 773.4, 'ghi': 720, 'dhi': 65.5, 'etr': 1316.6}",Partly Cloudy,84.0,2018-07-10 16:00:00,7,6.216,191,,12.02
41,89.63,0.32,66.95,0.52,partly-cloudy-day,,,,rain,,"{'azimuth': 258, 'altitude': 47, 'dni': 743.2, 'ghi': 599.9, 'dhi': 54.5, 'etr': 1316.6}",Partly Cloudy,86.76,2018-07-10 17:00:00,5,6.216,184,,13.15
42,88.67,0.19,67.0,0.53,partly-cloudy-day,,,,rain,,"{'azimuth': 269, 'altitude': 36, 'dni': 744, 'ghi': 481.6, 'dhi': 43.8, 'etr': 1316.6}",Partly Cloudy,85.85,2018-07-10 18:00:00,3,6.216,191,,13.85
43,88.67,0.19,67.0,0.53,partly-cloudy-day,,,,rain,,"{'azimuth': 278, 'altitude': 25, 'dni': 654, 'ghi': 302.1, 'dhi': 27.5, 'etr': 1316.6}",Partly Cloudy,85.85,2018-07-10 19:00:00,1,6.216,203,,13.69
44,86.14,0.19,67.92,0.6,partly-cloudy-day,,,,rain,,"{'azimuth': 287, 'altitude': 14, 'dni': 489.2, 'ghi': 129, 'dhi': 11.7, 'etr': 1316.6}",Partly Cloudy,83.1,2018-07-10 20:00:00,0,6.216,203,,12.05
45,85.51,,68.85,0.64,clear-day,,,,rain,,"{'azimuth': 297, 'altitude': 3, 'etr': 1316.6}",Clear,82.19,2018-07-10 21:00:00,,6.216,198,,9.11
46,83.31,,68.88,0.68,clear-night,,,,rain,,,Clear,80.38,2018-07-10 22:00:00,0,6.216,212,,6.21
47,79.54,,68.88,0.72,clear-night,,,,rain,,,Clear,78.59,2018-07-10 23:00:00,0,6.216,221,,4.5
48,77.5,,67.04,0.72,clear-night,,,,rain,,,Clear,76.74,2018-07-11 00:00:00,0,6.216,229,,3.41
49,77.5,0.19,67.08,0.72,partly-cloudy-night,,,,rain,,,Partly Cloudy,76.74,2018-07-11 01:00:00,0,6.216,240,,1.64
50,75.82,0.19,68.0,0.79,partly-cloudy-night,,,,rain,,,Partly Cloudy,74.91,2018-07-11 02:00:00,0,6.216,,,0.0
51,74.96,0.19,68.0,0.81,partly-cloudy-night,,,,rain,,,Partly Cloudy,74.03,2018-07-11 03:00:00,0,6.216,281,,2.4
52,73.95,0.19,67.12,0.82,partly-cloudy-night,,,,rain,,,Partly Cloudy,73.1,2018-07-11 04:00:00,0,6.216,304,,3.36
53,73.95,0.19,67.12,0.82,partly-cloudy-night,,,,rain,,,Partly Cloudy,73.1,2018-07-11 05:00:00,0,6.216,313,,4.01
54,73.09,0.19,67.08,0.84,partly-cloudy-night,,,,rain,,,Partly Cloudy,72.22,2018-07-11 06:00:00,0,6.216,320,,1.64
55,72.2,0.44,67.08,0.87,partly-cloudy-day,,,,rain,,"{'azimuth': 64, 'altitude': 4, 'dni': 150.1, 'ghi': 12.9, 'dhi': 1.2, 'etr': 1316.7}",Partly Cloudy,71.3,2018-07-11 07:00:00,0,6.216,311,,5.11
56,75.84,0.31,68.0,0.79,partly-cloudy-day,,,,rain,,"{'azimuth': 74, 'altitude': 15, 'dni': 478.6, 'ghi': 136, 'dhi': 12.4, 'etr': 1316.7}",Partly Cloudy,74.93,2018-07-11 08:00:00,0,6.216,321,,2.86
57,79.54,0.31,68.88,0.72,partly-cloudy-day,,,,rain,,"{'azimuth': 83, 'altitude': 26, 'dni': 622.3, 'ghi': 299.7, 'dhi': 27.2, 'etr': 1316.7}",Partly Cloudy,78.59,2018-07-11 09:00:00,2,6.216,11,,1.64
58,84.76,0.44,69.81,0.68,partly-cloudy-day,,,,rain,,"{'azimuth': 92, 'altitude': 37, 'dni': 637.9, 'ghi': 424.2, 'dhi': 38.6, 'etr': 1316.7}",Partly Cloudy,81.25,2018-07-11 10:00:00,3,6.216,109,,4.01
59,84.76,0.6,69.81,0.68,partly-cloudy-day,,,,rain,,"{'azimuth': 104, 'altitude': 48, 'dni': 576.3, 'ghi': 473.4, 'dhi': 43, 'etr': 1316.7}",Mostly Cloudy,81.25,2018-07-11 11:00:00,4,6.216,138,,5.78
60,85.96,0.48,69.81,0.66,partly-cloudy-day,,,,rain,,"{'azimuth': 119, 'altitude': 59, 'dni': 683.9, 'ghi': 643.4, 'dhi': 58.5, 'etr': 1316.7}",Partly Cloudy,82.19,2018-07-11 12:00:00,6,6.216,129,,6.93
61,86.6,0.48,68.85,0.62,partly-cloudy-day,,,,rain,,"{'azimuth': 144, 'altitude': 67, 'dni': 697.4, 'ghi': 707.5, 'dhi': 64.3, 'etr': 1316.7}",Partly Cloudy,83.1,2018-07-11 13:00:00,7,6.216,134,,8.65
62,86.7,0.32,67.04,0.57,partly-cloudy-day,,,,rain,,"{'azimuth': 182, 'altitude': 71, 'dni': 795.4, 'ghi': 825.6, 'dhi': 75.1, 'etr': 1316.7}",Partly Cloudy,84.0,2018-07-11 14:00:00,8,6.216,130,,9.91
63,87.65,0.32,68.85,0.6,partly-cloudy-day,,,,rain,,"{'azimuth': 219, 'altitude': 67, 'dni': 789.8, 'ghi': 797.1, 'dhi': 72.5, 'etr': 1316.7}",Partly Cloudy,84.0,2018-07-11 15:00:00,8,6.216,152,,9.19
64,87.67,0.6,68.88,0.61,partly-cloudy-day,,,,rain,,"{'azimuth': 243, 'altitude': 58, 'dni': 596.6, 'ghi': 555, 'dhi': 50.5, 'etr': 1316.7}",Mostly Cloudy,84.0,2018-07-11 16:00:00,6,6.216,148,,9.75
65,86.74,0.6,67.12,0.57,partly-cloudy-day,,,,rain,,"{'azimuth': 258, 'altitude': 47, 'dni': 573.2, 'ghi': 462.3, 'dhi': 42, 'etr': 1316.7}",Mostly Cloudy,84.0,2018-07-11 17:00:00,4,6.216,156,,10.86
66,86.31,0.32,66.21,0.55,partly-cloudy-day,,,,rain,,"{'azimuth': 269, 'altitude': 36, 'dni': 692.8, 'ghi': 447.8, 'dhi': 40.7, 'etr': 1316.7}",Partly Cloudy,84.0,2018-07-11 18:00:00,3,6.216,155,,9.18
67,84.42,0.19,66.21,0.59,partly-cloudy-day,,,,rain,,"{'azimuth': 278, 'altitude': 25, 'dni': 653.4, 'ghi': 301.2, 'dhi': 27.4, 'etr': 1316.7}",Partly Cloudy,82.19,2018-07-11 19:00:00,1,6.216,154,,8.08
68,82.29,0.32,65.28,0.6,partly-cloudy-day,,,,rain,,"{'azimuth': 287, 'altitude': 14, 'dni': 454.5, 'ghi': 119.4, 'dhi': 10.9, 'etr': 1316.7}",Partly Cloudy,80.38,2018-07-11 20:00:00,0,6.216,188,,9.19
69,79.95,0.19,64.36,0.6,partly-cloudy-day,,,,rain,,"{'azimuth': 297, 'altitude': 3, 'dni': 120.2, 'ghi': 7.8, 'dhi': 0.7, 'etr': 1316.7}",Partly Cloudy,79.48,2018-07-11 21:00:00,0,6.216,110,,4.69
70,79.2,0.19,66.21,0.66,partly-cloudy-night,,,,rain,,,Partly Cloudy,78.55,2018-07-11 22:00:00,0,6.216,82,,6.91
71,79.2,0.19,66.21,0.66,partly-cloudy-night,,,,rain,,,Partly Cloudy,78.55,2018-07-11 23:00:00,0,6.216,82,,5.65
72,78.19,0.19,65.32,0.66,partly-cloudy-night,,,,rain,,,Partly Cloudy,77.63,2018-07-12 00:00:00,0,6.216,2,,5.78
73,77.4,0.19,66.21,0.7,partly-cloudy-night,,,,rain,,,Partly Cloudy,76.74,2018-07-12 01:00:00,0,6.216,71,,4.5
74,77.3,0.31,65.32,0.68,partly-cloudy-night,,,,rain,,,Partly Cloudy,76.74,2018-07-12 02:00:00,0,6.216,17,,7.43
75,74.76,0.19,66.21,0.77,partly-cloudy-night,,,,rain,,,Partly Cloudy,74.05,2018-07-12 03:00:00,0,6.216,204,,2.26
76,75.51,0.19,65.32,0.72,partly-cloudy-night,,,,rain,,,Partly Cloudy,74.93,2018-07-12 04:00:00,0,6.216,345,,5.65
77,73.76,,65.32,0.77,clear-night,,,,rain,,,Clear,73.15,2018-07-12 05:00:00,0,6.216,272,,4.01
78,71.67,,62.64,0.74,clear-night,,,,rain,,,Clear,71.36,2018-07-12 06:00:00,0,6.216,317,,8.63
79,71.56,,61.72,0.72,clear-day,,,,rain,,"{'azimuth': 64, 'altitude': 4, 'etr': 1316.7}",Clear,71.36,2018-07-12 07:00:00,,6.216,330,,8.05
80,75.21,0.19,62.64,0.66,partly-cloudy-day,,,,rain,,"{'azimuth': 74, 'altitude': 15, 'dni': 509.8, 'ghi': 143.9, 'dhi': 13.1, 'etr': 1316.7}",Partly Cloudy,74.93,2018-07-12 08:00:00,0,6.216,75,,4.04
81,78.79,0.19,61.72,0.56,partly-cloudy-day,,,,rain,,"{'azimuth': 83, 'altitude': 26, 'dni': 664.6, 'ghi': 318.9, 'dhi': 29, 'etr': 1316.7}",Partly Cloudy,78.59,2018-07-12 09:00:00,2,6.216,330,,8.05
82,83.48,,60.8,0.47,clear-day,,,,rain,,"{'azimuth': 92, 'altitude': 37, 'etr': 1316.7}",Clear,83.08,2018-07-12 10:00:00,,6.216,38,,7.29
83,85.37,,61.68,0.46,clear-day,,,,rain,,"{'azimuth': 104, 'altitude': 48, 'etr': 1316.7}",Clear,84.91,2018-07-12 11:00:00,,6.216,70,,6.72
84,86.56,0.19,62.56,0.46,partly-cloudy-day,,,,rain,,"{'azimuth': 119, 'altitude': 59, 'dni': 832.5, 'ghi': 782.2, 'dhi': 71.1, 'etr': 1316.7}",Partly Cloudy,85.85,2018-07-12 12:00:00,7,6.216,100,,9.21
85,86.83,0.19,65.24,0.52,partly-cloudy-day,,,,rain,,"{'azimuth': 144, 'altitude': 67, 'dni': 848.9, 'ghi': 860.5, 'dhi': 78.2, 'etr': 1316.8}",Partly Cloudy,84.95,2018-07-12 13:00:00,9,6.216,113,,12.59
86,86.32,0.19,66.21,0.55,partly-cloudy-day,,,,rain,,"{'azimuth': 182, 'altitude': 71, 'dni': 853.8, 'ghi': 885.4, 'dhi': 80.5, 'etr': 1316.8}",Partly Cloudy,84.02,2018-07-12 14:00:00,9,6.216,115,,15.53
87,84.65,0.19,64.36,0.53,partly-cloudy-day,,,,rain,,"{'azimuth': 219, 'altitude': 66, 'dni': 847.8, 'ghi': 854.9, 'dhi': 77.7, 'etr': 1316.8}",Partly Cloudy,83.1,2018-07-12 15:00:00,8,6.216,116,,16.67
88,85.88,0.19,65.24,0.53,partly-cloudy-day,,,,rain,,"{'azimuth': 242, 'altitude': 58, 'dni': 830.1, 'ghi': 771.5, 'dhi': 70.1, 'etr': 1316.8}",Partly Cloudy,84.0,2018-07-12 16:00:00,7,6.216,120,,16.1
89,84.01,0.19,62.56,0.5,partly-cloudy-day,,,,rain,,"{'azimuth': 257, 'altitude': 47, 'dni': 797.5, 'ghi': 642.6, 'dhi': 58.4, 'etr': 1316.8}",Partly Cloudy,83.08,2018-07-12 17:00:00,5,6.216,115,,13.85
90,82.95,0.19,61.64,0.5,partly-cloudy-day,,,,rain,,"{'azimuth': 269, 'altitude': 36, 'dni': 743.4, 'ghi': 479.9, 'dhi': 43.6, 'etr': 1316.8}",Partly Cloudy,82.19,2018-07-12 18:00:00,3,6.216,92,,13.15
91,82.71,0.19,60.72,0.48,partly-cloudy-day,,,,rain,,"{'azimuth': 278, 'altitude': 25, 'dni': 652.8, 'ghi': 300.3, 'dhi': 27.3, 'etr': 1316.8}",Partly Cloudy,82.19,2018-07-12 19:00:00,1,6.216,92,,14.94
92,80.94,0.19,58.87,0.48,partly-cloudy-day,,,,rain,,"{'azimuth': 287, 'altitude': 14, 'dni': 486.6, 'ghi': 127.2, 'dhi': 11.6, 'etr': 1316.8}",Partly Cloudy,80.38,2018-07-12 20:00:00,0,6.216,72,,12.02
93,78.59,,58.84,0.51,clear-day,,,,rain,,"{'azimuth': 297, 'altitude': 3, 'etr': 1316.8}",Clear,78.59,2018-07-12 21:00:00,,6.216,75,,9.21
94,77.66,,58.84,0.52,clear-night,,,,rain,,,Clear,77.66,2018-07-12 22:00:00,0,6.216,70,,8.55
95,76.86,,60.64,0.57,clear-night,,,,rain,,,Clear,76.78,2018-07-12 23:00:00,0,6.216,40,,5.65
96,75.86,,59.76,0.57,clear-night,,,,rain,,,Clear,75.86,2018-07-13 00:00:00,0,6.216,60,,3.39
97,73.1,0.19,58.04,0.59,partly-cloudy-night,,,,rain,,,Partly Cloudy,73.1,2018-07-13 01:00:00,0,6.216,317,,5.27
98,71.3,,56.28,0.59,clear-night,,,,rain,,,Clear,71.3,2018-07-13 02:00:00,0,6.216,340,,4.01
99,70.43,,56.28,0.61,clear-night,,,,rain,,,Clear,70.43,2018-07-13 03:00:00,0,6.216,323,,4.01
100,70.38,0.19,56.32,0.61,partly-cloudy-night,,,,rain,,,Partly Cloudy,70.38,2018-07-13 04:00:00,0,6.216,312,,4.56
101,68.59,0.19,56.32,0.65,partly-cloudy-night,,,,rain,,,Partly Cloudy,68.59,2018-07-13 05:00:00,0,6.216,313,,5.08
102,67.71,0.19,57.2,0.69,partly-cloudy-night,,,,rain,,,Partly Cloudy,67.71,2018-07-13 06:00:00,0,6.216,319,,6.21
103,67.71,,57.2,0.69,clear-day,,,,rain,,"{'azimuth': 64, 'altitude': 4, 'etr': 1316.8}",Clear,67.71,2018-07-13 07:00:00,,6.216,317,,6.21
104,73.19,,59.0,0.61,clear-day,,,,rain,,"{'azimuth': 74, 'altitude': 15, 'etr': 1316.8}",Clear,73.19,2018-07-13 08:00:00,,6.216,330,21.93,5.03
105,75.86,,59.0,0.56,clear-day,,,,rain,,"{'azimuth': 83, 'altitude': 26, 'etr': 1316.8}",Clear,75.86,2018-07-13 09:00:00,,6.216,330,21.93,4.49
106,81.59,,59.0,0.47,clear-day,,,,rain,,"{'azimuth': 93, 'altitude': 37, 'etr': 1316.8}",Clear,81.25,2018-07-13 10:00:00,,6.216,320,,2.84
107,85.79,,58.12,0.39,clear-day,,,,rain,,"{'azimuth': 104, 'altitude': 48, 'etr': 1316.8}",Clear,85.79,2018-07-13 11:00:00,,6.216,107,,5.65
108,86.66,,57.2,0.37,clear-day,,,,rain,,"{'azimuth': 120, 'altitude': 59, 'etr': 1316.8}",Clear,86.66,2018-07-13 12:00:00,,6.216,113,,10.31
109,86.72,0.44,58.08,0.38,partly-cloudy-day,,,,rain,,"{'azimuth': 144, 'altitude': 67, 'dni': 721.2, 'ghi': 730.2, 'dhi': 66.4, 'etr': 1316.8}",Partly Cloudy,86.72,2018-07-13 13:00:00,7,6.216,94,,10.35
110,83.47,0.31,60.76,0.47,partly-cloudy-day,,,,rain,,"{'azimuth': 182, 'altitude': 70, 'dni': 798.1, 'ghi': 826.9, 'dhi': 75.2, 'etr': 1316.9}",Partly Cloudy,83.08,2018-07-13 14:00:00,8,6.216,91,,12.02
111,84.54,0.31,61.64,0.47,partly-cloudy-day,,,,rain,,"{'azimuth': 219, 'altitude': 66, 'dni': 792.5, 'ghi': 798.4, 'dhi': 72.6, 'etr': 1316.9}",Partly Cloudy,84.02,2018-07-13 15:00:00,8,6.216,116,,10.29
112,82.94,0.44,64.32,0.56,partly-cloudy-day,,,,rain,,"{'azimuth': 242, 'altitude': 58, 'dni': 705.2, 'ghi': 654.8, 'dhi': 59.5, 'etr': 1316.9}",Partly Cloudy,81.32,2018-07-13 16:00:00,6,6.216,133,,11.6
113,84.33,0.19,63.48,0.52,partly-cloudy-day,,,,rain,,"{'azimuth': 257, 'altitude': 47, 'dni': 797.3, 'ghi': 641.7, 'dhi': 58.3, 'etr': 1316.9}",Partly Cloudy,83.1,2018-07-13 17:00:00,5,6.216,121,,10.49
114,83.21,0.19,62.56,0.52,partly-cloudy-day,,,,rain,,"{'azimuth': 268, 'altitude': 36, 'dni': 743.1, 'ghi': 479, 'dhi': 43.5, 'etr': 1316.9}",Partly Cloudy,82.19,2018-07-13 18:00:00,3,6.216,89,,7.48
115,82.49,0.19,59.8,0.47,partly-cloudy-day,,,,rain,,"{'azimuth': 278, 'altitude': 25, 'dni': 652.2, 'ghi': 299.2, 'dhi': 27.2, 'etr': 1316.9}",Partly Cloudy,82.19,2018-07-13 19:00:00,1,6.216,91,,8.01
116,82.22,0.19,61.6,0.51,partly-cloudy-day,,,,rain,,"{'azimuth': 287, 'altitude': 14, 'dni': 485.1, 'ghi': 126.2, 'dhi': 11.5, 'etr': 1316.9}",Partly Cloudy,81.32,2018-07-13 20:00:00,0,6.216,71,,6.21
117,81.11,0.19,59.84,0.5,partly-cloudy-day,,,,rain,,"{'azimuth': 296, 'altitude': 3, 'dni': 112.1, 'ghi': 6.9, 'dhi': 0.6, 'etr': 1316.9}",Partly Cloudy,80.38,2018-07-13 21:00:00,0,6.216,110,,4.62
118,78.62,0.19,59.8,0.53,partly-cloudy-night,,,,rain,,,Partly Cloudy,78.59,2018-07-13 22:00:00,0,6.216,92,,5.78
119,77.76,0.19,60.72,0.56,partly-cloudy-night,,,,rain,,,Partly Cloudy,77.66,2018-07-13 23:00:00,0,6.216,84,,3.44
120,75.99,0.19,61.64,0.61,partly-cloudy-night,,,,rain,,,Partly Cloudy,75.82,2018-07-14 00:00:00,0,6.216,321,,4.04
121,74.03,0.19,58.12,0.58,partly-cloudy-night,,,,rain,,,Partly Cloudy,74.03,2018-07-14 01:00:00,0,6.216,306,,4.04
122,74.03,0.19,58.12,0.58,partly-cloudy-night,,,,rain,,,Partly Cloudy,74.03,2018-07-14 02:00:00,0,6.216,319,,4.69
123,73.1,0.19,57.24,0.58,partly-cloudy-night,,,,rain,,,Partly Cloudy,73.1,2018-07-14 03:00:00,0,6.216,311,,5.11
124,73.15,0.19,57.24,0.57,partly-cloudy-night,,,,rain,,,Partly Cloudy,73.15,2018-07-14 04:00:00,0,6.216,341,,2.84
125,72.22,0.19,58.12,0.61,partly-cloudy-night,,,,rain,,,Partly Cloudy,72.22,2018-07-14 05:00:00,0,6.216,330,,3.39
126,71.3,0.19,58.12,0.63,partly-cloudy-night,,,,rain,,,Partly Cloudy,71.3,2018-07-14 06:00:00,0,6.216,313,,6.91
127,70.43,0.19,59.0,0.67,partly-cloudy-day,,,,rain,,"{'azimuth': 65, 'altitude': 4, 'dni': 158.9, 'ghi': 12.6, 'dhi': 1.1, 'etr': 1316.9}",Partly Cloudy,70.43,2018-07-14 07:00:00,0,6.216,315,,5.65
128,73.23,,60.8,0.65,clear-day,,,,rain,,"{'azimuth': 74, 'altitude': 15, 'etr': 1316.9}",Clear,73.15,2018-07-14 08:00:00,,6.216,330,,3.39
