,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType,solar
0,2020-01-01 00:00:00,Clear,clear-night,0,0,47.18,44.08,34.83,0.62,1032.2,6.44,7.28,345,0.09,0,10,310,,
1,2020-01-01 01:00:00,Clear,clear-night,0,0,46.47,43.4,33.21,0.6,1032.2,6.12,6.52,303,0.06,0,10,306.3,,
2,2020-01-01 02:00:00,Clear,clear-night,0,0,45.79,42.8,33.15,0.61,1031.8,5.75,5.93,298,0.04,0,10,306.8,,
3,2020-01-01 03:00:00,Clear,clear-night,0,0,45.08,42.21,33.27,0.63,1031.3,5.34,5.45,309,0.02,0,10,307.6,,
4,2020-01-01 04:00:00,Clear,clear-night,0,0,44.34,41.58,33.35,0.65,1031.0,4.98,5.15,323,0.0,0,10,308.2,,
5,2020-01-01 05:00:00,Clear,clear-night,0,0,43.63,40.81,33.2,0.66,1031.0,4.9,4.94,330,0.0,0,10,307.8,,
6,2020-01-01 06:00:00,Clear,clear-night,0,0,43.08,40.22,32.9,0.67,1031.2,4.83,4.83,339,0.0,0,10,307,,
7,2020-01-01 07:00:00,Clear,clear-night,0,0,43.22,40.5,32.8,0.66,1031.7,4.67,4.67,330,0.0,0,10,304.3,,
8,2020-01-01 08:00:00,Clear,clear-night,0,0,43.27,40.4,32.48,0.65,1031.8,4.88,4.88,330,0.0,0,10,304.9,,
9,2020-01-01 09:00:00,Clear,clear-day,0.0002,0.02,43.68,40.6,32.36,0.64,1032.0,5.28,5.28,328,0.0,0,10,306.3,rain,"{'azimuth': 128, 'altitude': 6, 'dni': 270, 'ghi': 29.8, 'dhi': 2.7, 'etr': 1407.4}"
10,2020-01-01 10:00:00,Clear,clear-day,0.0002,0.02,45.04,42.27,33.07,0.63,1032.2,5.18,5.18,334,0.0,0,10,307.2,rain,"{'azimuth': 139, 'altitude': 14, 'dni': 559.9, 'ghi': 148.3, 'dhi': 13.5, 'etr': 1407.4}"
11,2020-01-01 11:00:00,Clear,clear-day,0,0,47.78,46.16,34.46,0.6,1032.2,4.19,4.23,352,0.0,1,10,307,,"{'azimuth': 152, 'altitude': 20, 'dni': 684.5, 'ghi': 261.3, 'dhi': 23.8, 'etr': 1407.4}"
12,2020-01-01 12:00:00,Clear,clear-day,0,0,51.29,51.29,35.52,0.55,1032.6,2.8,3.27,336,0.0,1,10,306.4,,"{'azimuth': 166, 'altitude': 24, 'dni': 740.5, 'ghi': 335.7, 'dhi': 30.5, 'etr': 1407.4}"
13,2020-01-01 13:00:00,Clear,clear-day,0,0,54.02,54.02,36.9,0.52,1032.4,1.95,2.25,163,0.06,2,10,317,,"{'azimuth': 181, 'altitude': 26, 'dni': 742.9, 'ghi': 352.7, 'dhi': 32.1, 'etr': 1407.4}"
14,2020-01-01 14:00:00,Partly Cloudy,partly-cloudy-day,0,0,55.11,55.11,37.32,0.51,1032.0,2.04,2.15,172,0.34,1,10,317.3,,"{'azimuth': 196, 'altitude': 24, 'dni': 630.6, 'ghi': 280.2, 'dhi': 25.5, 'etr': 1407.4}"
15,2020-01-01 15:00:00,Mostly Cloudy,partly-cloudy-day,0,0,55.17,55.17,37.68,0.52,1031.0,2.64,2.77,155,0.71,1,10,316.4,,"{'azimuth': 210, 'altitude': 19, 'dni': 380.1, 'ghi': 138.5, 'dhi': 12.6, 'etr': 1407.4}"
16,2020-01-01 16:00:00,Overcast,cloudy,0,0,53.62,53.62,37.94,0.55,1030.4,3.0,3.09,141,0.98,0,10,316.5,,"{'azimuth': 223, 'altitude': 13, 'dni': 142.1, 'ghi': 34.1, 'dhi': 3.1, 'etr': 1407.4}"
17,2020-01-01 17:00:00,Overcast,cloudy,0,0,52.63,52.63,37.73,0.57,1030.8,2.59,2.69,130,0.98,0,10,319,,"{'azimuth': 234, 'altitude': 4, 'dni': 49.8, 'ghi': 4, 'dhi': 0.4, 'etr': 1407.4}"
18,2020-01-01 18:00:00,Overcast,cloudy,0,0,51.37,51.37,37.27,0.58,1031.4,1.93,2.16,109,0.98,0,10,322.5,,
19,2020-01-01 19:00:00,Overcast,cloudy,0,0,50.18,50.18,36.84,0.6,1031.9,1.63,2.31,76,0.99,0,10,324.2,,
20,2020-01-01 20:00:00,Overcast,cloudy,0,0,49.27,49.27,36.22,0.61,1032.1,1.9,2.05,52,0.99,0,10,324.7,,
21,2020-01-01 21:00:00,Overcast,cloudy,0,0,48.72,48.72,35.79,0.61,1031.8,2.5,2.5,17,0.99,0,10,324.4,,
22,2020-01-01 22:00:00,Overcast,cloudy,0,0,48.19,47.62,35.56,0.61,1031.6,3.01,3.01,355,0.99,0,10,324.2,,
23,2020-01-01 23:00:00,Overcast,cloudy,0,0,47.45,46.49,35.09,0.62,1031.8,3.32,3.32,338,0.98,0,10,325.2,,
0,2020-01-02 00:00:00,Overcast,cloudy,0,0,46.66,45.22,34.26,0.62,1031.9,3.74,3.74,326,0.97,0,10,326.2,,
1,2020-01-02 01:00:00,Overcast,cloudy,0,0,45.95,44.26,33.62,0.62,1031.8,3.91,3.91,319,0.9,0,10,326.3,,
2,2020-01-02 02:00:00,Mostly Cloudy,partly-cloudy-night,0,0,45.47,43.47,34.06,0.64,1031.6,4.2,4.2,297,0.62,0,10,325.7,,
3,2020-01-02 03:00:00,Clear,clear-night,0,0,44.67,42.57,33.94,0.66,1030.8,4.17,4.17,304,0.24,0,10,323.2,,
4,2020-01-02 04:00:00,Clear,clear-night,0.0003,0.01,44.0,41.78,33.86,0.67,1030.6,4.2,4.2,312,0.0,0,10,320.5,rain,
5,2020-01-02 05:00:00,Clear,clear-night,0.0002,0.01,43.35,41.03,33.52,0.68,1030.7,4.19,4.19,334,0.03,0,10,317.7,rain,
6,2020-01-02 06:00:00,Clear,clear-night,0,0,42.82,40.27,33.1,0.68,1031.0,4.36,4.36,299,0.18,0,10,314.7,,
7,2020-01-02 07:00:00,Partly Cloudy,partly-cloudy-night,0,0,43.01,40.26,32.63,0.67,1031.5,4.67,4.89,304,0.33,0,10,312.5,,
8,2020-01-02 08:00:00,Partly Cloudy,partly-cloudy-night,0,0,43.09,40.2,32.37,0.66,1031.5,4.86,5.61,294,0.47,0,10,310.6,,
9,2020-01-02 09:00:00,Mostly Cloudy,partly-cloudy-day,0.0002,0.01,43.49,40.55,32.49,0.65,1031.7,5.02,6.05,296,0.62,0,10,309.2,rain,"{'azimuth': 128, 'altitude': 6, 'dni': 176.4, 'ghi': 19.5, 'dhi': 1.8, 'etr': 1407.4}"
10,2020-01-02 10:00:00,Mostly Cloudy,partly-cloudy-day,0.0003,0.02,44.65,41.69,33.52,0.65,1031.8,5.36,6.57,297,0.7,0,10,308.3,rain,"{'azimuth': 139, 'altitude': 14, 'dni': 323.5, 'ghi': 85.7, 'dhi': 7.8, 'etr': 1407.4}"
11,2020-01-02 11:00:00,Mostly Cloudy,partly-cloudy-day,0.0003,0.03,47.07,44.24,35.37,0.64,1031.6,5.89,7.78,352,0.68,1,10,308.0,rain,"{'azimuth': 152, 'altitude': 20, 'dni': 413.2, 'ghi': 158, 'dhi': 14.4, 'etr': 1407.4}"
12,2020-01-02 12:00:00,Partly Cloudy,partly-cloudy-day,0.0002,0.03,50.27,50.27,37.49,0.61,1031.3,6.65,9.15,188,0.58,1,10,308.3,rain,"{'azimuth': 166, 'altitude': 24, 'dni': 507.1, 'ghi': 230.5, 'dhi': 21, 'etr': 1407.4}"
13,2020-01-02 13:00:00,Partly Cloudy,partly-cloudy-day,0.0002,0.02,53.14,53.14,39.12,0.59,1030.9,7.42,10.71,253,0.48,2,10,308.6,rain,"{'azimuth': 181, 'altitude': 26, 'dni': 577.5, 'ghi': 275.1, 'dhi': 25, 'etr': 1407.4}"
14,2020-01-02 14:00:00,Partly Cloudy,partly-cloudy-day,0,0,55.82,55.82,39.88,0.55,1031.0,8.61,12.61,285,0.37,1,10,309.2,,"{'azimuth': 196, 'altitude': 24, 'dni': 616, 'ghi': 274.9, 'dhi': 25, 'etr': 1407.4}"
15,2020-01-02 15:00:00,Clear,clear-day,0,0,56.29,56.29,41.05,0.57,1030.8,9.64,12.8,228,0.26,1,10,308.7,,"{'azimuth': 210, 'altitude': 19, 'dni': 604.8, 'ghi': 221.7, 'dhi': 20.2, 'etr': 1407.4}"
16,2020-01-02 16:00:00,Clear,clear-day,0,0,55.0,55.0,41.48,0.6,1030.4,10.07,12.89,237,0.2,0,10,308.3,,"{'azimuth': 223, 'altitude': 13, 'dni': 493.6, 'ghi': 119.8, 'dhi': 10.9, 'etr': 1407.4}"
17,2020-01-02 17:00:00,Clear,clear-day,0,0,54.02,54.02,41.19,0.62,1030.5,9.67,13.17,247,0.23,0,10,308.0,,"{'azimuth': 234, 'altitude': 4, 'dni': 176.5, 'ghi': 14.6, 'dhi': 1.3, 'etr': 1407.4}"
18,2020-01-02 18:00:00,Clear,clear-night,0,0,52.32,52.32,40.32,0.64,1030.9,8.9,13.38,253,0.31,0,10,307.9,,
19,2020-01-02 19:00:00,Partly Cloudy,partly-cloudy-night,0,0,51.08,51.08,39.53,0.65,1031.3,7.92,11.96,250,0.4,0,10,305.7,,
20,2020-01-02 20:00:00,Partly Cloudy,partly-cloudy-night,0,0,50.01,50.01,38.58,0.65,1031.4,7.68,11.37,240,0.53,0,10,308.1,,
21,2020-01-02 21:00:00,Mostly Cloudy,partly-cloudy-night,0,0,49.15,45.85,37.78,0.65,1031.4,7.7,10.7,285,0.69,0,10,311.7,,
22,2020-01-02 22:00:00,Mostly Cloudy,partly-cloudy-night,0,0,48.27,44.75,37.2,0.65,1031.3,7.79,10.27,267,0.78,0,10,314.3,,
23,2020-01-02 23:00:00,Mostly Cloudy,partly-cloudy-night,0,0,47.54,43.8,36.49,0.65,1031.2,7.93,10.28,235,0.73,0,10,314.9,,
0,2020-01-03 00:00:00,Mostly Cloudy,partly-cloudy-night,0,0,46.81,42.86,35.44,0.64,1031,8.06,10.54,301,0.63,0,10,314.6,,
1,2020-01-03 01:00:00,Partly Cloudy,partly-cloudy-night,0,0,46.19,42.02,34.65,0.64,1030.5,8.25,10.72,274,0.53,0,10,314.3,,
2,2020-01-03 02:00:00,Partly Cloudy,partly-cloudy-night,0,0,47.15,42.92,35.19,0.63,1030.4,8.89,10.88,273,0.56,0,10,315.4,,
3,2020-01-03 03:00:00,Mostly Cloudy,partly-cloudy-night,0,0,46.19,41.83,35.24,0.65,1029.6,8.69,10.63,274,0.66,0,10,315.2,,
4,2020-01-03 04:00:00,Mostly Cloudy,partly-cloudy-night,0,0,45.38,40.86,35.23,0.67,1029.1,8.63,10.32,278,0.73,0,10,317.1,,
5,2020-01-03 05:00:00,Mostly Cloudy,partly-cloudy-night,0,0,44.47,39.86,34.71,0.68,1028.9,8.39,10.1,280,0.73,0,10,322.3,,
6,2020-01-03 06:00:00,Mostly Cloudy,partly-cloudy-night,0,0,43.74,39.1,34.02,0.68,1029,8.09,9.86,280,0.72,0,10,329.5,,
7,2020-01-03 07:00:00,Mostly Cloudy,partly-cloudy-night,0,0,44.5,39.93,34.19,0.67,1029.6,8.3,11.42,280,0.73,0,10,336.0,,
8,2020-01-03 08:00:00,Mostly Cloudy,partly-cloudy-night,0,0,44.34,40.01,33.57,0.66,1030,7.69,10.35,281,0.81,0,10,339.9,,
9,2020-01-03 09:00:00,Overcast,cloudy,0,0,44.38,40.49,32.91,0.64,1030.4,6.87,8.54,308,0.91,0,10,342.9,,"{'azimuth': 128, 'altitude': 6, 'dni': 95.3, 'ghi': 10.5, 'dhi': 1, 'etr': 1407.4}"
10,2020-01-03 10:00:00,Overcast,cloudy,0,0,45.38,42.14,33.16,0.62,1030.6,6.06,7.47,313,0.99,0,10,346.1,,"{'azimuth': 139, 'altitude': 14, 'dni': 148.1, 'ghi': 39.3, 'dhi': 3.6, 'etr': 1407.4}"
11,2020-01-03 11:00:00,Overcast,cloudy,0,0,47.57,45.19,33.9,0.59,1030.7,5.27,6.04,310,1.0,1,10,350.7,,"{'azimuth': 152, 'altitude': 20, 'dni': 175.8, 'ghi': 67.4, 'dhi': 6.1, 'etr': 1407.4}"
12,2020-01-03 12:00:00,Overcast,cloudy,0,0,50.37,50.37,34.32,0.54,1030.6,4.36,4.73,327,0.99,1,10,355.4,,"{'azimuth': 166, 'altitude': 24, 'dni': 196.6, 'ghi': 89.6, 'dhi': 8.1, 'etr': 1407.4}"
13,2020-01-03 13:00:00,Overcast,cloudy,0,0,52.93,52.93,34.38,0.49,1030.5,3.62,4.55,327,0.98,1,10,358.5,,"{'azimuth': 181, 'altitude': 26, 'dni': 204.5, 'ghi': 97.7, 'dhi': 8.9, 'etr': 1407.4}"
14,2020-01-03 14:00:00,Overcast,cloudy,0,0,55.31,55.31,34.37,0.45,1030.8,2.98,4.47,324,0.98,1,10,362.6,,"{'azimuth': 196, 'altitude': 24, 'dni': 206.8, 'ghi': 92.7, 'dhi': 8.4, 'etr': 1407.4}"
15,2020-01-03 15:00:00,Overcast,cloudy,0,0,56.33,56.33,34.84,0.44,1030.2,2.42,4.42,253,0.98,1,10,359.6,,"{'azimuth': 210, 'altitude': 20, 'dni': 184.7, 'ghi': 68.1, 'dhi': 6.2, 'etr': 1407.4}"
16,2020-01-03 16:00:00,Overcast,cloudy,0,0,55.17,55.17,35.37,0.47,1029.8,2.11,4.88,274,0.98,0,10,354.0,,"{'azimuth': 223, 'altitude': 13, 'dni': 144.1, 'ghi': 35.3, 'dhi': 3.2, 'etr': 1407.4}"
17,2020-01-03 17:00:00,Overcast,cloudy,0,0,54.41,54.41,35.58,0.49,1029.9,1.99,3.76,280,0.98,0,10,343.3,,"{'azimuth': 234, 'altitude': 4, 'dni': 54.1, 'ghi': 4.6, 'dhi': 0.4, 'etr': 1407.4}"
18,2020-01-03 18:00:00,Overcast,cloudy,0,0,53.05,53.05,35.65,0.52,1030.1,2.04,2.74,307,1.0,0,10,330.0,,
19,2020-01-03 19:00:00,Overcast,cloudy,0,0,51.71,51.71,34.84,0.52,1030.5,2.41,2.43,285,1.0,0,10,321.7,,
20,2020-01-03 20:00:00,Overcast,cloudy,0.0002,0.01,50.68,50.68,33.91,0.52,1030.7,3.22,3.22,358,0.98,0,10,323.4,rain,
21,2020-01-03 21:00:00,Overcast,cloudy,0.0003,0.01,49.97,48.61,33.33,0.53,1030.9,4.32,4.32,343,0.98,0,10,330.5,rain,
22,2020-01-03 22:00:00,Overcast,cloudy,0.0003,0.01,49.27,47.28,33.03,0.53,1031.2,5.14,5.14,316,0.98,0,10,336.4,rain,
23,2020-01-03 23:00:00,Overcast,cloudy,0.0003,0.01,48.38,45.95,32.92,0.55,1031.3,5.6,5.6,307,0.91,0,10,338.6,rain,
0,2020-01-04 00:00:00,Mostly Cloudy,partly-cloudy-night,0.0002,0.01,47.41,44.75,32.84,0.57,1031.4,5.71,5.73,311,0.8,0,10,339.8,rain,
1,2020-01-04 01:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,47.37,45.18,32.58,0.56,1031.7,4.91,4.96,298,0.65,0,10,337.2,,
2,2020-01-04 02:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,46.69,44.14,32.27,0.57,1031.8,5.31,5.31,302,0.44,0,10,338.1,,
3,2020-01-04 03:00:00,Clear,clear-night,0.0,0.0,46.04,43.08,31.78,0.57,1031.6,5.77,5.77,308,0.18,0,10,339.4,,
4,2020-01-04 04:00:00,Clear,clear-night,0.0,0.0,45.45,42.28,31.36,0.58,1031.3,5.94,5.96,316,0.0,0,10,340.8,,
5,2020-01-04 05:00:00,Clear,clear-night,0.0,0.0,44.86,41.77,30.85,0.58,1031.4,5.64,5.66,324,0.0,0,10,342.8,,
6,2020-01-04 06:00:00,Clear,clear-night,0.0,0.0,44.47,41.57,30.42,0.58,1031.7,5.22,5.22,335,0.0,0,10,345.0,,
7,2020-01-04 07:00:00,Clear,clear-night,0.0002,0.01,44.96,42.42,30.28,0.56,1031.8,4.83,4.83,335,0.0,0,10,345.5,rain,
8,2020-01-04 08:00:00,Clear,clear-night,0.0002,0.01,45.17,42.81,29.99,0.55,1032.0,4.62,4.7,335,0.0,0,10,342.7,rain,
9,2020-01-04 09:00:00,Clear,clear-day,0.0002,0.01,45.64,43.1,29.67,0.53,1032.1,4.99,4.99,331,0.0,0,10,338.3,rain,"{'azimuth': 127, 'altitude': 6, 'dni': 270.3, 'ghi': 29.8, 'dhi': 2.7, 'etr': 1407.4}"
10,2020-01-04 10:00:00,Clear,clear-day,0.0002,0.01,46.97,44.69,29.75,0.51,1032.1,4.96,5.43,337,0.0,0,10,334.9,rain,"{'azimuth': 139, 'altitude': 14, 'dni': 561.8, 'ghi': 149.4, 'dhi': 13.6, 'etr': 1407.4}"
11,2020-01-04 11:00:00,Clear,clear-day,0.0002,0.01,49.66,48.16,30.46,0.47,1032.1,4.45,4.5,353,0.0,1,10,333.5,rain,"{'azimuth': 151, 'altitude': 20, 'dni': 687.1, 'ghi': 263.9, 'dhi': 24, 'etr': 1407.4}"
12,2020-01-04 12:00:00,Clear,clear-day,0.0002,0.01,53.06,53.06,31.87,0.44,1032.0,3.67,3.77,325,0.0,1,10,333.1,rain,"{'azimuth': 166, 'altitude': 25, 'dni': 743.8, 'ghi': 339.9, 'dhi': 30.9, 'etr': 1407.4}"
13,2020-01-04 13:00:00,Clear,clear-day,0.0002,0.01,56.83,56.83,34.27,0.42,1032.0,3.28,3.97,334,0.0,1,10,343.4,rain,"{'azimuth': 181, 'altitude': 26, 'dni': 759.2, 'ghi': 364.1, 'dhi': 33.1, 'etr': 1407.4}"
14,2020-01-04 14:00:00,Clear,clear-day,0.0002,0.01,58.63,58.63,35.03,0.41,1031.3,3.44,4.26,69,0.11,1,10,343.1,rain,"{'azimuth': 196, 'altitude': 24, 'dni': 714.4, 'ghi': 321.8, 'dhi': 29.3, 'etr': 1407.4}"
15,2020-01-04 15:00:00,Clear,clear-day,0.0002,0.01,59.45,59.45,35.59,0.41,1030.4,3.85,5.49,209,0.26,1,10,341.4,rain,"{'azimuth': 210, 'altitude': 20, 'dni': 608.7, 'ghi': 226, 'dhi': 20.5, 'etr': 1407.4}"
16,2020-01-04 16:00:00,Partly Cloudy,partly-cloudy-day,0.0002,0.01,59.27,59.27,36.03,0.42,1029.8,4.6,6.68,239,0.38,0,10,339.7,rain,"{'azimuth': 223, 'altitude': 13, 'dni': 446.2, 'ghi': 110.6, 'dhi': 10.1, 'etr': 1407.4}"
17,2020-01-04 17:00:00,Partly Cloudy,partly-cloudy-day,0.0002,0.01,57.84,57.84,36.94,0.46,1029.9,5.34,7.43,193,0.46,0,10,338.4,rain,"{'azimuth': 234, 'altitude': 5, 'dni': 161.8, 'ghi': 14.3, 'dhi': 1.3, 'etr': 1407.4}"
18,2020-01-04 18:00:00,Partly Cloudy,partly-cloudy-night,0.0003,0.01,55.43,55.43,37.53,0.51,1030.3,6.25,8.01,345,0.52,0,10,337.1,rain,
19,2020-01-04 19:00:00,Partly Cloudy,partly-cloudy-night,0.0002,0.01,53.08,53.08,36.75,0.54,1030.7,6.97,8.77,288,0.49,0,10,332.8,rain,
20,2020-01-04 20:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,50.96,50.96,34.72,0.54,1030.7,7.46,9.23,252,0.36,0,10,330.5,,
21,2020-01-04 21:00:00,Clear,clear-night,0.0,0.0,49.34,46.09,32.81,0.53,1030.7,7.71,9.81,331,0.15,0,10,328.3,,
22,2020-01-04 22:00:00,Clear,clear-night,0.0,0.0,48.13,44.56,31.79,0.53,1030.5,7.81,9.71,315,0.0,0,10,326.2,,
23,2020-01-04 23:00:00,Clear,clear-night,0.0,0.0,47.36,43.63,31.57,0.54,1030.4,7.81,9.53,310,0.0,0,10,323.8,,
0,2020-01-05 00:00:00,Clear,clear-night,0,0,46.75,42.94,31.63,0.55,1030.2,7.68,9.31,313,0,0,10,321.6,,
1,2020-01-05 01:00:00,Clear,clear-night,0,0,46.47,42.76,31.92,0.57,1029.9,7.34,8.02,323,0,0,10,317.7,,
2,2020-01-05 02:00:00,Clear,clear-night,0,0,46.53,43.12,31.57,0.56,1029.4,6.78,7.77,323,0,0,10,316.4,,
3,2020-01-05 03:00:00,Clear,clear-night,0,0,45.76,41.67,32.2,0.59,1029.4,7.86,8.45,316,0.01,0,10,315.6,,
4,2020-01-05 04:00:00,Clear,clear-night,0,0,45.3,41.14,31.66,0.59,1028.7,7.81,8.67,314,0.01,0,10,314.4,,
5,2020-01-05 05:00:00,Clear,clear-night,0,0,44.6,40.17,31.54,0.6,1028.5,8.03,9.18,313,0.09,0,10,312.1,,
6,2020-01-05 06:00:00,Clear,clear-night,0,0,43.88,39.21,31.27,0.61,1028.6,8.22,9.84,315,0.2,0,10,309.3,,
7,2020-01-05 07:00:00,Clear,clear-night,0,0,44.41,40.08,31.16,0.59,1028.6,7.75,8.61,321,0.25,0,10,303.9,,
8,2020-01-05 08:00:00,Clear,clear-night,0,0,44.28,39.96,30.67,0.59,1028.8,7.66,8.45,319,0.19,0,10,302.6,,
9,2020-01-05 09:00:00,Clear,clear-day,0,0,44.44,40.24,30.09,0.57,1028.9,7.49,8.58,318,0.08,0,10,302.1,,"{'azimuth': 127, 'altitude': 6, 'dni': 264.3, 'ghi': 29.3, 'dhi': 2.7, 'etr': 1407.4}"
10,2020-01-05 10:00:00,Clear,clear-day,0,0,45.67,41.95,29.98,0.54,1028.9,7.05,8.1,320,0,0,10,302.3,,"{'azimuth': 139, 'altitude': 14, 'dni': 562.6, 'ghi': 150, 'dhi': 13.6, 'etr': 1407.4}"
11,2020-01-05 11:00:00,Clear,clear-day,0,0,48.32,45.63,30.14,0.49,1028.7,6.08,7.11,327,0,1,10,303.2,,"{'azimuth': 151, 'altitude': 20, 'dni': 688, 'ghi': 265, 'dhi': 24.1, 'etr': 1407.4}"
12,2020-01-05 12:00:00,Clear,clear-day,0,0,52.02,52.02,30.55,0.44,1028.2,4.8,5.55,290,0,2,10,304.6,,"{'azimuth': 166, 'altitude': 25, 'dni': 744.8, 'ghi': 341.5, 'dhi': 31, 'etr': 1407.4}"
13,2020-01-05 13:00:00,Clear,clear-day,0.0002,0.02,55.01,55.01,31.05,0.4,1027.8,3.97,5.39,304,0,2,10,305.6,rain,"{'azimuth': 181, 'altitude': 26, 'dni': 760.4, 'ghi': 366.1, 'dhi': 33.3, 'etr': 1407.4}"
14,2020-01-05 14:00:00,Clear,clear-day,0,0,59.09,59.09,30.73,0.34,1027.4,2.75,4.24,333,0,1,10,322.0,,"{'azimuth': 196, 'altitude': 24, 'dni': 740.8, 'ghi': 335.3, 'dhi': 30.5, 'etr': 1407.4}"
15,2020-01-05 15:00:00,Clear,clear-day,0,0,59.42,59.42,31.71,0.35,1027.1,3.9,6.27,114,0,1,10,320.1,,"{'azimuth': 210, 'altitude': 20, 'dni': 678.2, 'ghi': 253.6, 'dhi': 23.1, 'etr': 1407.4}"
16,2020-01-05 16:00:00,Clear,clear-day,0,0,58.04,58.04,32.82,0.38,1027.0,4.77,7.52,117,0,0,10,318.9,,"{'azimuth': 223, 'altitude': 13, 'dni': 541.3, 'ghi': 135.7, 'dhi': 12.3, 'etr': 1407.4}"
17,2020-01-05 17:00:00,Clear,clear-day,0,0,56.78,56.78,34.77,0.43,1027.4,4.67,7.19,117,0,0,10,319.1,,"{'azimuth': 234, 'altitude': 5, 'dni': 216.8, 'ghi': 19.8, 'dhi': 1.8, 'etr': 1407.4}"
18,2020-01-05 18:00:00,Clear,clear-night,0,0,54.75,54.75,36.8,0.51,1027.7,3.87,6.1,113,0,0,10,319.8,,
19,2020-01-05 19:00:00,Clear,clear-night,0.0002,0.01,52.62,52.62,37.07,0.55,1028.1,3.51,5.06,101,0,0,10,320.4,rain,
20,2020-01-05 20:00:00,Clear,clear-night,0,0,51.32,51.32,36.07,0.56,1028.4,4.01,4.97,57,0,0,10,318.6,,
21,2020-01-05 21:00:00,Clear,clear-night,0,0,50.6,50.6,35.41,0.56,1028.8,4.34,4.47,24,0,0,10,318.5,,
22,2020-01-05 22:00:00,Clear,clear-night,0,0,49.85,48.2,34.96,0.56,1029.0,4.73,4.73,354,0,0,10,318.4,,
23,2020-01-05 23:00:00,Clear,clear-night,0,0,48.85,46.74,34.59,0.58,1029.2,5.21,5.21,1,0,0,10,318.3,,
0,2020-01-06 00:00:00,Clear,clear-night,0,0,46.95,44.54,33.69,0.6,1029.5,5.15,5.15,357,0.01,0,10,318.1,,
1,2020-01-06 01:00:00,Clear,clear-night,0,0,46.76,43.98,32.33,0.57,1029.7,5.7,7.24,5,0.0,0,10,317.5,,
2,2020-01-06 02:00:00,Clear,clear-night,0,0,45.97,43.06,32.0,0.58,1029.6,5.68,7.01,3,0.0,0,10,317.1,,
3,2020-01-06 03:00:00,Clear,clear-night,0,0,45.13,42.03,31.98,0.6,1029.3,5.73,6.14,358,0.0,0,10,316.6,,
4,2020-01-06 04:00:00,Clear,clear-night,0,0,44.31,41.01,31.99,0.62,1028.9,5.81,5.9,350,0.0,0,10,316.2,,
5,2020-01-06 05:00:00,Clear,clear-night,0,0,43.46,40.0,31.67,0.63,1028.8,5.81,5.88,351,0.0,0,10,316.0,,
6,2020-01-06 06:00:00,Clear,clear-night,0,0,42.77,39.19,31.23,0.63,1029.1,5.78,5.83,353,0.0,0,10,315.9,,
7,2020-01-06 07:00:00,Clear,clear-night,0,0,43.38,39.82,31.39,0.62,1029.3,5.93,6.0,348,0.0,0,10,315.1,,
8,2020-01-06 08:00:00,Clear,clear-night,0,0,43.24,39.7,30.87,0.61,1029.5,5.86,6.21,344,0.0,0,10,315.1,,
9,2020-01-06 09:00:00,Clear,clear-day,0,0,43.77,40.4,30.55,0.59,1029.7,5.74,6.1,340,0.01,0,10,315.2,,"{'azimuth': 127, 'altitude': 6, 'dni': 271.1, 'ghi': 30.1, 'dhi': 2.7, 'etr': 1407.4}"
10,2020-01-06 10:00:00,Clear,clear-day,0,0,46.01,43.24,31.45,0.57,1029.7,5.45,5.45,342,0.0,0,10,315.2,,"{'azimuth': 138, 'altitude': 14, 'dni': 563.1, 'ghi': 150.5, 'dhi': 13.7, 'etr': 1407.4}"
11,2020-01-06 11:00:00,Clear,clear-day,0,0,49.66,48.11,33.44,0.53,1029.6,4.55,4.9,351,0.0,1,10,314.8,,"{'azimuth': 151, 'altitude': 21, 'dni': 688.4, 'ghi': 265.9, 'dhi': 24.2, 'etr': 1407.4}"
12,2020-01-06 12:00:00,Clear,clear-day,0,0,53.11,53.11,35.83,0.52,1029.3,3.64,3.86,351,0.0,1,10,314.3,,"{'azimuth': 166, 'altitude': 25, 'dni': 745.2, 'ghi': 342.8, 'dhi': 31.2, 'etr': 1407.4}"
13,2020-01-06 13:00:00,Clear,clear-day,0,0,56.48,56.48,38.88,0.52,1029.1,2.64,3.61,315,0.0,2,10,328.0,,"{'azimuth': 181, 'altitude': 26, 'dni': 761, 'ghi': 367.9, 'dhi': 33.4, 'etr': 1407.4}"
14,2020-01-06 14:00:00,Clear,clear-day,0,0,57.88,57.88,39.84,0.51,1028.7,2.33,3.03,302,0.0,1,10,329.8,,"{'azimuth': 196, 'altitude': 24, 'dni': 741.7, 'ghi': 337.5, 'dhi': 30.7, 'etr': 1407.4}"
15,2020-01-06 15:00:00,Clear,clear-day,0,0,58.16,58.16,39.9,0.51,1028.1,2.4,2.79,171,0.0,1,10,330.6,,"{'azimuth': 210, 'altitude': 20, 'dni': 679.9, 'ghi': 256, 'dhi': 23.3, 'etr': 1407.4}"
