,time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,precipType,solar
1,2020-04-02 01:00:00,Overcast,cloudy,0.0033,0.21,51.34,51.34,44.05,0.76,1012.8,17.77,26.82,51,0.91,0,10,398.7,rain,
2,2020-04-02 02:00:00,Overcast,cloudy,0.0025,0.2,51.04,51.04,44.23,0.77,1012.4,17.48,26.19,49,0.89,0,10,399.6,rain,
3,2020-04-02 03:00:00,Overcast,cloudy,0.0016,0.16,50.69,50.69,42.76,0.74,1012.1,13.67,21.43,44,0.91,0,10,402.3,rain,
4,2020-04-02 04:00:00,Overcast,cloudy,0.0009,0.13,50.53,50.53,43.23,0.76,1011.6,14.69,21.12,44,0.95,0,10,401.8,rain,
5,2020-04-02 05:00:00,Overcast,cloudy,0.0007,0.09,50.37,50.37,43.6,0.78,1011.2,15.43,20.38,45,0.98,0,10,401.3,rain,
6,2020-04-02 06:00:00,Overcast,cloudy,0.0007,0.09,50.15,50.15,43.6,0.78,1011.0,15.35,19.24,45,0.99,0,10,401.2,rain,
7,2020-04-02 07:00:00,Overcast,cloudy,0.001,0.1,49.96,44.58,43.43,0.78,1010.8,15.09,18.04,44,0.98,0,10,401.2,rain,
8,2020-04-02 08:00:00,Overcast,cloudy,0.0011,0.08,50.51,50.51,43.41,0.77,1010.9,14.77,16.88,42,0.95,0,10,403.0,rain,"{'azimuth': 87, 'altitude': 4, 'dni': 58.7, 'ghi': 4.9, 'dhi': 0.4, 'etr': 1361.8}"
9,2020-04-02 09:00:00,Overcast,cloudy,0.0007,0.07,50.97,50.97,43.93,0.77,1011.3,14.82,16.78,44,0.94,0,10,404.1,rain,"{'azimuth': 97, 'altitude': 16, 'dni': 190.3, 'ghi': 56.2, 'dhi': 5.1, 'etr': 1361.8}"
10,2020-04-02 10:00:00,Overcast,cloudy,0.0003,0.07,52.21,52.21,44.44,0.75,1011.7,15.04,17.06,46,0.92,1,10,405.4,rain,"{'azimuth': 108, 'altitude': 27, 'dni': 257, 'ghi': 126.5, 'dhi': 11.5, 'etr': 1361.7}"
11,2020-04-02 11:00:00,Overcast,cloudy,0.0002,0.06,53.58,53.58,44.61,0.72,1011.9,15.18,17.43,49,0.9,2,10,406.1,rain,"{'azimuth': 121, 'altitude': 37, 'dni': 304.4, 'ghi': 200.8, 'dhi': 18.3, 'etr': 1361.7}"
12,2020-04-02 12:00:00,Overcast,cloudy,0.0,0.0,55.35,55.35,44.7,0.67,1012.1,15.13,17.77,52,0.91,2,10,406.0,,"{'azimuth': 137, 'altitude': 46, 'dni': 314.1, 'ghi': 247, 'dhi': 22.5, 'etr': 1361.7}"
13,2020-04-02 13:00:00,Overcast,cloudy,0.0,0.0,57.33,57.33,45.07,0.64,1012.2,15.05,18.2,58,0.93,3,10,405.4,,"{'azimuth': 158, 'altitude': 52, 'dni': 305.8, 'ghi': 264.3, 'dhi': 24, 'etr': 1361.6}"
14,2020-04-02 14:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,59.23,59.23,45.66,0.61,1012.1,15.38,19.99,63,0.87,3,10,403.0,,"{'azimuth': 182, 'altitude': 54, 'dni': 366.9, 'ghi': 325.7, 'dhi': 29.6, 'etr': 1361.6}"
15,2020-04-02 15:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,60.41,60.41,45.47,0.58,1011.7,15.78,20.67,67,0.79,3,10,402.0,,"{'azimuth': 206, 'altitude': 51, 'dni': 438.9, 'ghi': 375.2, 'dhi': 34.1, 'etr': 1361.6}"
16,2020-04-02 16:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,61.3,61.3,44.18,0.53,1011.2,15.87,21.26,63,0.7,3,10,401.2,,"{'azimuth': 226, 'altitude': 44, 'dni': 500.6, 'ghi': 384.7, 'dhi': 35, 'etr': 1361.5}"
17,2020-04-02 17:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,60.74,60.74,44.18,0.54,1011.0,16.18,21.78,63,0.63,2,10,400.4,,"{'azimuth': 242, 'altitude': 35, 'dni': 524.3, 'ghi': 332.5, 'dhi': 30.2, 'etr': 1361.5}"
18,2020-04-02 18:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,59.7,59.7,43.77,0.56,1011.1,16.0,22.66,65,0.59,1,10,400.1,,"{'azimuth': 254, 'altitude': 25, 'dni': 488.3, 'ghi': 225.2, 'dhi': 20.5, 'etr': 1361.5}"
19,2020-04-02 19:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,58.84,58.84,43.0,0.56,1011.5,15.27,23.5,66,0.6,0,10,399.9,,"{'azimuth': 265, 'altitude': 14, 'dni': 360.5, 'ghi': 94.2, 'dhi': 8.6, 'etr': 1361.5}"
20,2020-04-02 20:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,57.52,57.52,42.01,0.56,1011.9,13.21,20.73,63,0.57,0,10,402.2,,"{'azimuth': 275, 'altitude': 3, 'dni': 57.7, 'ghi': 2.8, 'dhi': 0.3, 'etr': 1361.4}"
21,2020-04-02 21:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,56.44,56.44,41.1,0.56,1012.4,11.36,17.96,58,0.5,0,10,400.6,,
22,2020-04-02 22:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,55.35,55.35,40.59,0.57,1013.3,9.4,14.23,51,0.43,0,10,398.2,,
23,2020-04-02 23:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,54.15,54.15,40.14,0.59,1013.8,7.66,11.12,46,0.35,0,10,396.8,,
0,2020-04-03 00:00:00,Clear,clear-night,0,0,52.76,52.76,39.77,0.61,1013.8,6.42,9.3,41,0.3,0,10,397.6,,
1,2020-04-03 01:00:00,Clear,clear-night,0,0,51.39,51.39,39.55,0.64,1013.8,5.66,8.15,30,0.23,0,10,399.3,,
2,2020-04-03 02:00:00,Clear,clear-night,0.0002,0.02,50.59,50.59,39.7,0.66,1013.8,4.38,5.42,10,0.18,0,10,398.9,rain,
3,2020-04-03 03:00:00,Partly Cloudy,partly-cloudy-night,0,0,50.57,50.57,39.79,0.66,1013.7,3.34,4.52,359,0.32,0,10,396.8,,
4,2020-04-03 04:00:00,Partly Cloudy,partly-cloudy-night,0,0,49.9,49.18,40.15,0.69,1013.8,3.44,4.73,294,0.53,0,10,393.6,,
5,2020-04-03 05:00:00,Mostly Cloudy,partly-cloudy-night,0,0,49.33,48.21,40.41,0.71,1013.6,3.85,5.11,306,0.68,0,10,391.0,,
6,2020-04-03 06:00:00,Mostly Cloudy,partly-cloudy-night,0,0,48.72,46.94,40.41,0.73,1013.8,4.64,5.61,300,0.7,0,10,389.8,,
7,2020-04-03 07:00:00,Mostly Cloudy,partly-cloudy-night,0,0,48.08,45.77,40.21,0.74,1014.2,5.32,6.21,336,0.66,0,10,389.1,,
8,2020-04-03 08:00:00,Mostly Cloudy,partly-cloudy-day,0,0,48.73,46.48,40.79,0.74,1014.7,5.42,6.37,319,0.62,0,10,387.5,,"{'azimuth': 87, 'altitude': 5, 'dni': 132.9, 'ghi': 11.9, 'dhi': 1.1, 'etr': 1361}"
9,2020-04-03 09:00:00,Mostly Cloudy,partly-cloudy-day,0,0,50.94,50.94,41.78,0.71,1015.3,4.48,5.27,303,0.61,0,10,386.6,,"{'azimuth': 97, 'altitude': 16, 'dni': 387.5, 'ghi': 116.8, 'dhi': 10.6, 'etr': 1361}"
10,2020-04-03 10:00:00,Mostly Cloudy,partly-cloudy-day,0.0005,0.03,53.83,53.83,42.8,0.66,1015.3,3.36,5.18,319,0.72,1,10,381.4,rain,"{'azimuth': 108, 'altitude': 27, 'dni': 419.9, 'ghi': 208.9, 'dhi': 19, 'etr': 1361}"
11,2020-04-03 11:00:00,Mostly Cloudy,partly-cloudy-day,0.0007,0.02,56.52,56.52,44.06,0.63,1015.8,3.5,5.58,309,0.68,2,10,377.7,rain,"{'azimuth': 120, 'altitude': 37, 'dni': 494.3, 'ghi': 328.6, 'dhi': 29.9, 'etr': 1360.9}"
12,2020-04-03 12:00:00,Mostly Cloudy,partly-cloudy-day,0.0006,0.02,58.59,58.59,45.1,0.61,1016.0,4.47,6.47,344,0.72,3,10,376.8,rain,"{'azimuth': 137, 'altitude': 46, 'dni': 488.7, 'ghi': 386.7, 'dhi': 35.2, 'etr': 1360.9}"
13,2020-04-03 13:00:00,Mostly Cloudy,partly-cloudy-day,0.0006,0.01,60.78,60.78,46.05,0.58,1016.0,6.15,7.72,159,0.6,4,10,377.4,rain,"{'azimuth': 158, 'altitude': 52, 'dni': 603.2, 'ghi': 524, 'dhi': 47.6, 'etr': 1360.9}"
14,2020-04-03 14:00:00,Mostly Cloudy,partly-cloudy-day,0.0037,0.02,61.71,61.71,46.64,0.58,1015.9,7.83,9.07,210,0.66,4,10,378.1,rain,"{'azimuth': 182, 'altitude': 54, 'dni': 562.2, 'ghi': 501.4, 'dhi': 45.6, 'etr': 1360.8}"
15,2020-04-03 15:00:00,Mostly Cloudy,partly-cloudy-day,0.0015,0.01,63.21,63.21,45.03,0.51,1015.6,9.48,11.56,227,0.65,4,10,376.3,rain,"{'azimuth': 207, 'altitude': 51, 'dni': 558.1, 'ghi': 479.4, 'dhi': 43.6, 'etr': 1360.8}"
16,2020-04-03 16:00:00,Mostly Cloudy,partly-cloudy-day,0.0007,0.01,63.56,63.56,44.85,0.51,1015.5,10.09,12.96,216,0.62,3,10,377.1,rain,"{'azimuth': 227, 'altitude': 45, 'dni': 570.1, 'ghi': 440.3, 'dhi': 40, 'etr': 1360.8}"
17,2020-04-03 17:00:00,Mostly Cloudy,partly-cloudy-day,0.0002,0.01,63.06,63.06,44.82,0.51,1015.0,10.46,13.8,206,0.61,2,10,377.1,rain,"{'azimuth': 242, 'altitude': 35, 'dni': 540.4, 'ghi': 344.7, 'dhi': 31.3, 'etr': 1360.7}"
18,2020-04-03 18:00:00,Partly Cloudy,partly-cloudy-day,0,0,61.3,61.3,44.66,0.54,1015.5,10.28,13.75,201,0.45,1,10,375.5,,"{'azimuth': 255, 'altitude': 25, 'dni': 570.2, 'ghi': 265.1, 'dhi': 24.1, 'etr': 1360.7}"
19,2020-04-03 19:00:00,Partly Cloudy,partly-cloudy-day,0,0,60.36,60.36,44.4,0.56,1016.0,9.75,13.14,199,0.47,0,10,373.3,,"{'azimuth': 265, 'altitude': 14, 'dni': 416.8, 'ghi': 110.5, 'dhi': 10, 'etr': 1360.7}"
20,2020-04-03 20:00:00,Partly Cloudy,partly-cloudy-day,0,0,58.75,58.75,43.79,0.58,1016.5,8.22,12.43,194,0.41,0,10,371.6,,"{'azimuth': 275, 'altitude': 3, 'dni': 77.1, 'ghi': 4, 'dhi': 0.4, 'etr': 1360.6}"
21,2020-04-03 21:00:00,Clear,clear-night,0,0,57.15,57.15,43.12,0.59,1017.2,6.92,11.59,194,0.27,0,10,370.8,,
22,2020-04-03 22:00:00,Partly Cloudy,partly-cloudy-night,0,0,55.65,55.65,43.41,0.63,1017.8,5.58,10.83,194,0.34,0,10,370.4,,
23,2020-04-03 23:00:00,Clear,clear-night,0,0,54.34,54.34,43.29,0.66,1018.3,4.9,10.21,232,0.24,0,10,370.3,,
0,2020-04-04 00:00:00,Clear,clear-night,0,0,52.99,52.99,42.77,0.68,1019,4.83,9.89,240,0.27,0,10,370.6,,
1,2020-04-04 01:00:00,Clear,clear-night,0,0,51.94,51.94,42.31,0.7,1019,5.22,9.71,290,0.25,0,10,371.2,,
2,2020-04-04 02:00:00,Clear,clear-night,0,0,51.22,51.22,42.1,0.71,1019.3,5.51,9.58,282,0.17,0,10,371.2,,
3,2020-04-04 03:00:00,Clear,clear-night,0,0,50.48,50.48,41.93,0.72,1019.1,5.52,7.54,269,0.18,0,10,371.7,,
4,2020-04-04 04:00:00,Clear,clear-night,0,0,49.88,47.98,41.09,0.72,1019,5.17,7.41,326,0.13,0,10,369.9,,
5,2020-04-04 05:00:00,Clear,clear-night,0,0,48.82,46.7,40.42,0.73,1018.8,5.21,7.13,311,0.07,0,10,367.0,,
6,2020-04-04 06:00:00,Clear,clear-night,0,0,48.13,45.91,39.9,0.73,1018.9,5.17,6.34,301,0.09,0,10,362.1,,
7,2020-04-04 07:00:00,Clear,clear-night,0,0,47.55,45.53,39.43,0.73,1019.1,4.72,5.18,326,0.04,0,10,356.0,,
8,2020-04-04 08:00:00,Clear,clear-day,0,0,48.29,46.58,39.74,0.72,1019.5,4.43,4.43,327,0.0,0,10,351.7,,"{'azimuth': 87, 'altitude': 5, 'dni': 220.1, 'ghi': 20.9, 'dhi': 1.9, 'etr': 1360.2}"
9,2020-04-04 09:00:00,Clear,clear-day,0,0,50.57,50.57,40.96,0.69,1020,3.61,3.65,345,0.0,0,10,350.8,,"{'azimuth': 97, 'altitude': 16, 'dni': 590.8, 'ghi': 181.3, 'dhi': 16.5, 'etr': 1360.2}"
10,2020-04-04 10:00:00,Clear,clear-day,0,0,55.29,55.29,42.62,0.62,1019.9,2.69,3.23,354,0.0,2,10,352.8,,"{'azimuth': 107, 'altitude': 27, 'dni': 748.2, 'ghi': 376.3, 'dhi': 34.2, 'etr': 1360.2}"
11,2020-04-04 11:00:00,Clear,clear-day,0,0,58.42,58.42,44.39,0.6,1020.2,2.51,3.3,123,0.0,3,10,353.7,,"{'azimuth': 120, 'altitude': 38, 'dni': 831.1, 'ghi': 556.7, 'dhi': 50.6, 'etr': 1360.1}"
12,2020-04-04 12:00:00,Clear,clear-day,0,0,60.43,60.43,45.54,0.58,1020.5,3.71,3.99,142,0.0,5,10,354.4,,"{'azimuth': 136, 'altitude': 46, 'dni': 877.4, 'ghi': 698.6, 'dhi': 63.5, 'etr': 1360.1}"
13,2020-04-04 13:00:00,Clear,clear-day,0,0,61.95,61.95,46.46,0.57,1020.6,5.01,5.25,156,0.02,6,10,355.2,,"{'azimuth': 157, 'altitude': 53, 'dni': 895.6, 'ghi': 782.2, 'dhi': 71.1, 'etr': 1360.1}"
14,2020-04-04 14:00:00,Clear,clear-day,0,0,63.69,63.69,47.21,0.55,1020.4,6.96,6.96,179,0.17,6,10,355.1,,"{'azimuth': 182, 'altitude': 55, 'dni': 854.5, 'ghi': 765.7, 'dhi': 69.6, 'etr': 1360}"
15,2020-04-04 15:00:00,Clear,clear-day,0,0,64.4,64.4,47.22,0.54,1020,7.87,7.94,186,0.19,5,10,352.9,,"{'azimuth': 207, 'altitude': 52, 'dni': 840.8, 'ghi': 725.6, 'dhi': 66, 'etr': 1360}"
16,2020-04-04 16:00:00,Clear,clear-day,0,0,65.01,65.01,47.16,0.52,1019.5,9.01,9.34,191,0.17,4,10,349.8,,"{'azimuth': 227, 'altitude': 45, 'dni': 820.6, 'ghi': 636.9, 'dhi': 57.9, 'etr': 1360}"
17,2020-04-04 17:00:00,Clear,clear-day,0,0,63.55,63.55,46.63,0.54,1019.2,9.68,11.87,196,0.01,3,10,347.3,,"{'azimuth': 243, 'altitude': 36, 'dni': 817.1, 'ghi': 524.3, 'dhi': 47.7, 'etr': 1360}"
18,2020-04-04 18:00:00,Clear,clear-day,0,0,62.82,62.82,46.39,0.55,1019.3,9.29,12.23,202,0.0,1,10,349.3,,"{'azimuth': 255, 'altitude': 25, 'dni': 726.4, 'ghi': 340.4, 'dhi': 30.9, 'etr': 1359.9}"
19,2020-04-04 19:00:00,Clear,clear-day,0,0,61.58,61.58,46.12,0.57,1019.6,8.0,11.93,202,0.0,0,10,352.6,,"{'azimuth': 266, 'altitude': 14, 'dni': 546.5, 'ghi': 146.9, 'dhi': 13.4, 'etr': 1359.9}"
20,2020-04-04 20:00:00,Clear,clear-day,0,0,59.99,59.99,45.59,0.59,1020,6.35,11.27,202,0.0,0,10,354.7,,"{'azimuth': 276, 'altitude': 3, 'dni': 105.6, 'ghi': 5.9, 'dhi': 0.5, 'etr': 1359.9}"
21,2020-04-04 21:00:00,Clear,clear-night,0,0,58.01,58.01,44.69,0.61,1020.4,5.08,10.44,199,0.0,0,10,357.5,,
22,2020-04-04 22:00:00,Clear,clear-night,0,0,56.08,56.08,44.42,0.65,1021,4.15,9.52,266,0.01,0,10,356.0,,
23,2020-04-04 23:00:00,Clear,clear-night,0.0002,0.01,54.36,54.36,43.57,0.67,1021.4,3.73,8.42,285,0.0,0,10,354.7,rain,
0,2020-04-05 00:00:00,Clear,clear-night,0,0,53.02,53.02,42.44,0.67,1021.3,3.83,7,278,0,0,10,354.5,,
1,2020-04-05 01:00:00,Clear,clear-night,0,0,51.46,51.46,41.25,0.68,1021.9,3.94,5.39,318,0,0,10,354.5,,
2,2020-04-05 02:00:00,Clear,clear-night,0,0,50.62,50.62,40.69,0.69,1021.5,4.25,4.48,310,0,0,10,353.9,,
3,2020-04-05 03:00:00,Clear,clear-night,0,0,50.02,50.02,40.79,0.7,1021.6,3.57,4.2,307,0,0,10,351.9,,
4,2020-04-05 04:00:00,Clear,clear-night,0,0,49.22,48.07,40.49,0.72,1021.4,3.86,4.01,335,0,0,10,348.6,,
5,2020-04-05 05:00:00,Clear,clear-night,0,0,48.7,47.19,40.22,0.72,1020.8,4.25,4.25,323,0,0,10,346.0,,
6,2020-04-05 06:00:00,Clear,clear-night,0,0,47.92,46.17,39.48,0.72,1020.9,4.4,4.4,321,0,0,10,344.5,,
7,2020-04-05 07:00:00,Clear,clear-night,0,0,47.25,45.35,38.72,0.72,1021.4,4.46,4.46,320,0,0,10,343.6,,
8,2020-04-05 08:00:00,Clear,clear-day,0,0,48.0,46.28,38.91,0.71,1021.7,4.38,4.38,330,0,0,10,343.6,,"{'azimuth': 86, 'altitude': 5, 'dni': 235.8, 'ghi': 23.8, 'dhi': 2.2, 'etr': 1359.5}"
9,2020-04-05 09:00:00,Clear,clear-day,0,0,51.18,51.18,40.03,0.66,1021.9,3.71,3.71,352,0,1,10,344.8,,"{'azimuth': 96, 'altitude': 17, 'dni': 596.3, 'ghi': 186.4, 'dhi': 16.9, 'etr': 1359.4}"
10,2020-04-05 10:00:00,Clear,clear-day,0,0,55.52,55.52,42.18,0.61,1022.0,2.74,2.74,12,0.03,2,10,347.6,,"{'azimuth': 107, 'altitude': 28, 'dni': 744.9, 'ghi': 378.7, 'dhi': 34.4, 'etr': 1359.4}"
11,2020-04-05 11:00:00,Clear,clear-day,0,0,58.87,58.87,43.69,0.57,1022.2,1.98,2.63,355,0.09,3,10,348.2,,"{'azimuth': 120, 'altitude': 38, 'dni': 810.4, 'ghi': 547, 'dhi': 49.7, 'etr': 1359.4}"
12,2020-04-05 12:00:00,Clear,clear-day,0,0,61.02,61.02,44.47,0.54,1022.0,3.15,3.37,158,0.13,5,10,343.9,,"{'azimuth': 136, 'altitude': 47, 'dni': 843.8, 'ghi': 675.9, 'dhi': 61.4, 'etr': 1359.3}"
13,2020-04-05 13:00:00,Partly Cloudy,partly-cloudy-day,0,0,62.8,62.8,45.05,0.52,1021.7,5.11,5.14,154,0.35,5,10,337.4,,"{'azimuth': 157, 'altitude': 53, 'dni': 767.5, 'ghi': 673.7, 'dhi': 61.2, 'etr': 1359.3}"
14,2020-04-05 14:00:00,Partly Cloudy,partly-cloudy-day,0,0,64.06,64.06,44.91,0.5,1021.3,6.52,6.74,156,0.55,5,10,333.0,,"{'azimuth': 183, 'altitude': 55, 'dni': 645.3, 'ghi': 581, 'dhi': 52.8, 'etr': 1359.3}"
15,2020-04-05 15:00:00,Partly Cloudy,partly-cloudy-day,0,0,65.45,65.45,44.41,0.46,1020.8,7.04,7.63,169,0.57,4,10,337.5,,"{'azimuth': 207, 'altitude': 52, 'dni': 622.9, 'ghi': 540, 'dhi': 49.1, 'etr': 1359.2}"
16,2020-04-05 16:00:00,Partly Cloudy,partly-cloudy-day,0,0,65.01,65.01,43.26,0.45,1020.2,7.68,8.42,171,0.58,4,10,338.0,,"{'azimuth': 227, 'altitude': 45, 'dni': 600.8, 'ghi': 468.6, 'dhi': 42.6, 'etr': 1359.2}"
17,2020-04-05 17:00:00,Partly Cloudy,partly-cloudy-day,0,0,63.16,63.16,42.34,0.47,1019.8,7.84,8.82,172,0.59,2,10,338.8,,"{'azimuth': 243, 'altitude': 36, 'dni': 556.1, 'ghi': 358.8, 'dhi': 32.6, 'etr': 1359.2}"
18,2020-04-05 18:00:00,Partly Cloudy,partly-cloudy-day,0,0,62.48,62.48,42.16,0.47,1019.6,7.46,8.67,179,0.58,1,10,339.9,,"{'azimuth': 255, 'altitude': 25, 'dni': 498.7, 'ghi': 235.5, 'dhi': 21.4, 'etr': 1359.1}"
19,2020-04-05 19:00:00,Partly Cloudy,partly-cloudy-day,0,0,61.68,61.68,42.22,0.49,1019.6,6.54,8.12,182,0.57,0,10,341.4,,"{'azimuth': 266, 'altitude': 14, 'dni': 382.7, 'ghi': 104.3, 'dhi': 9.5, 'etr': 1359.1}"
20,2020-04-05 20:00:00,Partly Cloudy,partly-cloudy-day,0,0,60.35,60.35,42.02,0.51,1019.7,5.45,7.41,179,0.52,0,10,342.0,,"{'azimuth': 276, 'altitude': 3, 'dni': 85.9, 'ghi': 5.1, 'dhi': 0.5, 'etr': 1359.1}"
21,2020-04-05 21:00:00,Mostly Cloudy,partly-cloudy-night,0,0,58.34,58.34,40.91,0.52,1020.3,4.37,6.92,165,0.65,0,10,340.3,,
22,2020-04-05 22:00:00,Mostly Cloudy,partly-cloudy-night,0,0,56.54,56.54,40.45,0.55,1020.9,3.47,6.13,143,0.75,0,10,338.0,,
23,2020-04-05 23:00:00,Mostly Cloudy,partly-cloudy-night,0,0,54.98,54.98,39.97,0.57,1021.3,2.87,5.28,125,0.84,0,10,336.4,,
0,2020-04-06 00:00:00,Mostly Cloudy,partly-cloudy-night,0,0,53.79,53.79,39.44,0.58,1021.6,2.6,4.28,14,0.8,0,10,336.3,,
1,2020-04-06 01:00:00,Mostly Cloudy,partly-cloudy-night,0,0,52.85,52.85,39.09,0.59,1021.8,2.59,3.36,358,0.78,0,10,337.0,,
2,2020-04-06 02:00:00,Partly Cloudy,partly-cloudy-night,0,0,52.27,52.27,38.89,0.6,1021.9,2.6,3.05,321,0.59,0,10,337.3,,
3,2020-04-06 03:00:00,Mostly Cloudy,partly-cloudy-night,0,0,51.98,51.98,38.87,0.61,1021.8,2.34,2.76,329,0.61,0,10,336.4,,
4,2020-04-06 04:00:00,Mostly Cloudy,partly-cloudy-night,0,0,51.66,51.66,38.83,0.61,1021.4,2.64,2.82,27,0.81,0,10,336.1,,
5,2020-04-06 05:00:00,Overcast,cloudy,0,0,51.27,51.27,38.84,0.62,1021.1,2.82,2.82,353,0.99,0,10,336.2,,
6,2020-04-06 06:00:00,Overcast,cloudy,0,0,50.76,50.76,38.8,0.63,1021.2,3.11,3.11,346,0.93,0,10,337.0,,
7,2020-04-06 07:00:00,Mostly Cloudy,partly-cloudy-night,0,0,50.22,50.22,38.73,0.65,1021.6,3.45,3.45,352,0.83,0,10,338.3,,
8,2020-04-06 08:00:00,Mostly Cloudy,partly-cloudy-day,0,0,51.01,51.01,39.12,0.64,1022.1,3.85,3.85,12,0.78,0,10,339.5,,"{'azimuth': 86, 'altitude': 6, 'dni': 126.5, 'ghi': 13.5, 'dhi': 1.2, 'etr': 1358.7}"
9,2020-04-06 09:00:00,Overcast,cloudy,0,0,53.43,53.43,40.6,0.62,1022.8,3.49,3.5,31,0.96,0,10,341.9,,"{'azimuth': 96, 'altitude': 17, 'dni': 180.5, 'ghi': 57.4, 'dhi': 5.2, 'etr': 1358.7}"
10,2020-04-06 10:00:00,Overcast,cloudy,0,0,56.57,56.57,42.48,0.59,1023.5,2.83,4.06,61,0.96,1,10,343.3,,"{'azimuth': 107, 'altitude': 28, 'dni': 221.1, 'ghi': 113.6, 'dhi': 10.3, 'etr': 1358.6}"
11,2020-04-06 11:00:00,Mostly Cloudy,partly-cloudy-day,0,0,59.41,59.41,44.1,0.57,1024.0,3.03,5.01,105,0.86,2,10,343.4,,"{'azimuth': 120, 'altitude': 38, 'dni': 347.5, 'ghi': 236.3, 'dhi': 21.5, 'etr': 1358.6}"
12,2020-04-06 12:00:00,Mostly Cloudy,partly-cloudy-day,0,0,61.47,61.47,45.48,0.56,1024.1,3.92,5.81,139,0.83,3,10,341.1,,"{'azimuth': 136, 'altitude': 47, 'dni': 393, 'ghi': 316.6, 'dhi': 28.8, 'etr': 1358.6}"
13,2020-04-06 13:00:00,Mostly Cloudy,partly-cloudy-day,0,0,63.43,63.43,46.71,0.54,1024.0,5.17,6.48,153,0.86,4,10,337.6,,"{'azimuth': 157, 'altitude': 53, 'dni': 375.2, 'ghi': 331, 'dhi': 30.1, 'etr': 1358.5}"
14,2020-04-06 14:00:00,Mostly Cloudy,partly-cloudy-day,0.0002,0.02,64.66,64.66,47.17,0.53,1023.8,6.21,7.09,160,0.87,4,10,334.9,rain,"{'azimuth': 183, 'altitude': 55, 'dni': 367.1, 'ghi': 332.1, 'dhi': 30.2, 'etr': 1358.5}"
15,2020-04-06 15:00:00,Mostly Cloudy,partly-cloudy-day,0.0006,0.02,65.79,65.79,46.58,0.5,1024.1,6.72,7.42,171,0.86,4,10,325.5,rain,"{'azimuth': 208, 'altitude': 52, 'dni': 371.6, 'ghi': 323.6, 'dhi': 29.4, 'etr': 1358.5}"
16,2020-04-06 16:00:00,Mostly Cloudy,partly-cloudy-day,0.002,0.02,65.24,65.24,45.48,0.49,1023.8,6.68,7.34,175,0.86,3,10,325.0,rain,"{'azimuth': 228, 'altitude': 45, 'dni': 359.4, 'ghi': 281.6, 'dhi': 25.6, 'etr': 1358.4}"
17,2020-04-06 17:00:00,Mostly Cloudy,partly-cloudy-day,0.0053,0.04,63.39,63.39,44.54,0.5,1023.8,6.18,7.25,179,0.84,2,10,324.1,rain,"{'azimuth': 243, 'altitude': 36, 'dni': 357, 'ghi': 231.7, 'dhi': 21.1, 'etr': 1358.4}"
18,2020-04-06 18:00:00,Mostly Cloudy,partly-cloudy-day,0.0055,0.04,62.78,62.78,44.29,0.51,1023.9,5.63,7.21,181,0.83,1,10,321.4,rain,"{'azimuth': 256, 'altitude': 26, 'dni': 327.3, 'ghi': 155.7, 'dhi': 14.2, 'etr': 1358.4}"
19,2020-04-06 19:00:00,Mostly Cloudy,partly-cloudy-day,0.0023,0.02,62.12,62.12,44.33,0.52,1024.1,5.16,7.09,169,0.83,0,10,318.2,rain,"{'azimuth': 266, 'altitude': 15, 'dni': 246.9, 'ghi': 68.2, 'dhi': 6.2, 'etr': 1358.3}"
20,2020-04-06 20:00:00,Mostly Cloudy,partly-cloudy-day,0.0007,0.02,61.1,61.1,43.76,0.53,1024.6,4.6,6.81,167,0.83,0,10,316.6,rain,"{'azimuth': 276, 'altitude': 3, 'dni': 57.8, 'ghi': 3.7, 'dhi': 0.3, 'etr': 1358.3}"
21,2020-04-06 21:00:00,Mostly Cloudy,partly-cloudy-night,0.0006,0.01,59.89,59.89,43.19,0.54,1025.2,3.87,5.81,162,0.87,0,10,318.6,rain,
22,2020-04-06 22:00:00,Overcast,cloudy,0.0003,0.02,58.45,58.45,43.32,0.57,1025.7,3.5,5.83,157,0.94,0,10,321.7,rain,
23,2020-04-06 23:00:00,Overcast,cloudy,0.0002,0.01,57.18,57.18,43.56,0.6,1026.0,3.25,5.51,226,0.98,0,10,324.3,rain,
0,2020-04-07 00:00:00,Overcast,cloudy,0.0011,0.02,56.07,56.07,43.4,0.62,1026.2,2.98,4.49,237,0.98,0,10,325.9,rain,
1,2020-04-07 01:00:00,Overcast,cloudy,0.0,0.0,55.27,55.27,43.38,0.64,1026.2,2.75,3.15,284,0.97,0,10,327.1,,
2,2020-04-07 02:00:00,Overcast,cloudy,0.0,0.0,54.7,54.7,43.56,0.66,1026.3,2.95,2.95,302,0.96,0,10,328.2,,
